user_id_normalized,transaction_count,total_transaction_amount,successful_transaction_count,failed_transaction_count,chargeback_count,total_disputed_amount,avg_transaction_amount,kyc_status_clean,kyc_duplicate_entity_flag,kyc_match_flag
USR18817,1,22649.54,1,0,0.0,0.0,22649.54,,,False
USR18819,1,16629.75,1,0,0.0,0.0,16629.75,,,False
USR18820,1,8086.62,1,0,0.0,0.0,8086.62,,,False
USR18825,1,13251.59,1,0,0.0,0.0,13251.59,,,False
USR18826,1,11176.39,1,0,0.0,0.0,11176.39,,,False
USR18829,1,3724.12,1,0,0.0,0.0,3724.12,,,False
USR18831,1,10496.49,1,0,0.0,0.0,10496.49,,,False
USR18833,1,-18301.88,1,0,0.0,0.0,-18301.88,VERIFIED,False,True
USR18834,1,7437.97,1,0,0.0,0.0,7437.97,PENDING,True,True
USR18850,1,7109.76,1,0,0.0,0.0,7109.76,VERIFIED,False,True
USR18860,1,23646.65,1,0,1.0,-5621.9,23646.65,,,False
USR18876,1,11131.02,1,0,0.0,0.0,11131.02,,,False
USR18880,1,11638.77,1,0,0.0,0.0,11638.77,,,False
USR18886,1,21737.78,1,0,1.0,2545.52,21737.78,,,False
USR18888,1,17317.39,0,1,0.0,0.0,17317.39,,,False
USR18889,1,2478.0,1,0,0.0,0.0,2478.0,,,False
USR18893,1,14049.33,1,0,0.0,0.0,14049.33,,,False
USR18899,1,18364.0,1,0,0.0,0.0,18364.0,VERIFIED,False,True
USR18905,1,21673.0,1,0,0.0,0.0,21673.0,,,False
USR18907,1,10806.15,1,0,0.0,0.0,10806.15,,,False
USR18911,1,16112.7,1,0,1.0,1744.0,16112.7,,,False
USR18912,1,7853.75,1,0,0.0,0.0,7853.75,,,False
USR18913,1,13428.99,1,0,0.0,0.0,13428.99,,,False
USR18926,1,2749.61,0,1,0.0,0.0,2749.61,,,False
USR18930,1,5548.0,1,0,0.0,0.0,5548.0,,,False
USR18932,1,2524.0,1,0,0.0,0.0,2524.0,,,False
USR18954,1,8127.35,1,0,0.0,0.0,8127.35,,,False
USR18965,1,22936.47,1,0,0.0,0.0,22936.47,,,False
USR18967,1,7205.56,0,1,0.0,0.0,7205.56,,,False
USR18990,1,21479.2,1,0,0.0,0.0,21479.2,,,False
USR18997,2,25937.879999999997,2,0,1.0,608.69,12968.939999999999,VERIFIED,False,True
USR19003,1,5119.62,1,0,0.0,0.0,5119.62,,,False
USR19006,1,10288.95,1,0,0.0,0.0,10288.95,,,False
USR19007,1,7938.21,1,0,1.0,0.0,7938.21,,,False
USR19010,1,983.56,1,0,1.0,3976.68,983.56,,,False
USR19015,1,19743.94,0,1,1.0,3825.17,19743.94,,,False
USR19018,1,17032.62,1,0,1.0,1061.55,17032.62,,,False
USR19023,1,24150.64,1,0,0.0,0.0,24150.64,,,False
USR19029,1,22328.32,1,0,0.0,0.0,22328.32,,,False
USR19040,1,23465.62,1,0,0.0,0.0,23465.62,VERIFIED,False,True
USR19057,1,19059.94,1,0,0.0,0.0,19059.94,VERIFIED,True,True
USR19058,1,10587.25,1,0,0.0,0.0,10587.25,,,False
USR19060,1,20805.74,1,0,1.0,0.0,20805.74,,,False
USR19065,1,21220.32,1,0,0.0,0.0,21220.32,VERIFIED,False,True
USR19075,2,1212.2199999999993,2,0,0.0,0.0,606.1099999999997,,,False
USR19076,1,4668.56,1,0,0.0,0.0,4668.56,,,False
USR19077,1,2568.84,0,0,0.0,0.0,2568.84,KYC_DONE,True,True
USR19078,1,6862.64,1,0,0.0,0.0,6862.64,UNDER REVIEW,False,True
USR19094,2,20855.0,1,1,0.0,0.0,10427.5,VERIFIED,False,True
USR19101,1,13830.42,1,0,0.0,0.0,13830.42,,,False
USR19102,1,4074.0,1,0,1.0,0.0,4074.0,,,False
USR19104,1,923.88,1,0,0.0,0.0,923.88,,,False
USR19119,1,12625.0,1,0,0.0,0.0,12625.0,,,False
USR19121,1,16736.19,1,0,1.0,418.0,16736.19,,,False
USR19126,1,17346.21,1,0,0.0,0.0,17346.21,,,False
USR19132,1,24754.89,1,0,0.0,0.0,24754.89,,,False
USR19139,1,12378.85,1,0,0.0,0.0,12378.85,,,False
USR19140,1,855.2,1,0,0.0,0.0,855.2,,,False
USR19141,1,10630.81,0,1,0.0,0.0,10630.81,,,False
USR19154,1,17040.75,0,1,0.0,0.0,17040.75,PENDING,False,True
USR19159,1,16929.17,1,0,0.0,0.0,16929.17,,,False
USR19171,1,14468.22,0,0,0.0,0.0,14468.22,,,False
USR19178,1,24372.0,1,0,0.0,0.0,24372.0,,,False
USR19185,1,15696.23,1,0,0.0,0.0,15696.23,,,False
USR19193,1,18803.59,1,0,0.0,0.0,18803.59,VERIFIED,False,True
USR19211,1,4623.97,1,0,0.0,0.0,4623.97,KYC_DONE,False,True
USR19222,1,3116.19,1,0,0.0,0.0,3116.19,VERIFIED,True,True
USR19225,2,36916.19,2,0,0.0,0.0,18458.095,,,False
USR19227,1,5850.46,1,0,0.0,0.0,5850.46,,,False
USR19243,1,19713.3,0,1,0.0,0.0,19713.3,,,False
USR19244,1,5426.33,0,0,0.0,0.0,5426.33,,,False
USR19253,3,40028.95,3,0,0.0,0.0,13342.983333333332,,,False
USR19254,1,16752.14,1,0,0.0,0.0,16752.14,,,False
USR19261,1,16407.09,1,0,0.0,0.0,16407.09,,,False
USR19269,2,14776.07,2,0,0.0,0.0,7388.035,VERIFIED,True,True
USR19290,1,19285.37,1,0,0.0,0.0,19285.37,,,False
USR19294,1,6884.72,1,0,1.0,597.81,6884.72,,,False
USR19295,1,11466.2,1,0,1.0,1723.81,11466.2,,,False
USR19302,1,15246.29,0,1,0.0,0.0,15246.29,VERIFIED,True,True
USR19303,1,14721.41,0,0,2.0,4010.97,14721.41,,,False
USR19306,1,22871.25,1,0,0.0,0.0,22871.25,,,False
USR19307,1,10321.42,1,0,0.0,0.0,10321.42,,,False
USR19310,1,6876.0,1,0,0.0,0.0,6876.0,KYC_DONE,False,True
USR19311,1,2821.48,1,0,0.0,0.0,2821.48,,,False
USR19321,1,-4666.06,0,1,0.0,0.0,-4666.06,VERIFIED,False,True
USR19326,1,3285.0,0,1,0.0,0.0,3285.0,,,False
USR19341,1,16589.82,1,0,0.0,0.0,16589.82,,,False
USR19344,2,46142.61,2,0,0.0,0.0,23071.305,VERIFIED,False,True
USR19350,2,8192.65,2,0,0.0,0.0,4096.325,,,False
USR19351,1,13645.63,0,0,0.0,0.0,13645.63,PENDING,False,True
USR19354,1,14183.0,0,1,0.0,0.0,14183.0,VERIFIED,False,True
USR19363,1,18907.24,1,0,1.0,0.0,18907.24,,,False
USR19365,1,14792.3,1,0,0.0,0.0,14792.3,,,False
USR19366,1,4179.29,1,0,0.0,0.0,4179.29,,,False
USR19381,1,11126.28,1,0,0.0,0.0,11126.28,,,False
USR19386,1,17420.87,1,0,0.0,0.0,17420.87,,,False
USR19387,1,13767.1,1,0,0.0,0.0,13767.1,,,False
USR19392,1,1301.53,1,0,0.0,0.0,1301.53,,,False
USR19394,1,17935.31,1,0,0.0,0.0,17935.31,,,False
USR19395,1,24563.21,1,0,0.0,0.0,24563.21,VERIFIED,False,True
USR19402,1,13195.34,1,0,1.0,16164.46,13195.34,REJECTED,False,True
USR19404,1,23191.08,0,0,0.0,0.0,23191.08,,,False
USR19411,1,2557.28,1,0,0.0,0.0,2557.28,,,False
USR19429,1,6053.46,1,0,0.0,0.0,6053.46,KYC_DONE,False,True
USR19438,1,11774.35,1,0,0.0,0.0,11774.35,,,False
USR19439,1,4731.36,1,0,0.0,0.0,4731.36,VERIFIED,True,True
USR19443,1,6533.6,1,0,1.0,414.69,6533.6,,,False
USR19450,2,3563.99,2,0,1.0,272.77,1781.995,VERIFIED,False,True
USR19459,1,18815.44,1,0,0.0,0.0,18815.44,,,False
USR19463,1,13680.66,1,0,1.0,11573.0,13680.66,,,False
USR19464,1,18796.0,1,0,0.0,0.0,18796.0,VERIFIED,False,True
USR19483,1,10300.0,1,0,0.0,0.0,10300.0,,,False
USR19485,1,11586.11,1,0,0.0,0.0,11586.11,PENDING,False,True
USR19494,1,2631.56,1,0,1.0,1234.0,2631.56,,,False
USR19499,1,11515.05,1,0,1.0,2614.31,11515.05,VERIFIED,False,True
USR19501,1,6302.85,1,0,0.0,0.0,6302.85,PENDING,False,True
USR19508,1,20487.76,1,0,0.0,0.0,20487.76,VERIFIED,True,True
USR19514,1,-24736.38,1,0,1.0,3933.58,-24736.38,,,False
USR19516,1,-5301.53,1,0,0.0,0.0,-5301.53,VERIFIED,False,True
USR19522,1,24343.83,1,0,0.0,0.0,24343.83,,,False
USR19525,1,14589.55,0,0,0.0,0.0,14589.55,,,False
USR19526,1,4713.92,1,0,0.0,0.0,4713.92,,,False
USR19528,1,6324.46,1,0,0.0,0.0,6324.46,VERIFIED,False,True
USR19531,1,11903.0,1,0,0.0,0.0,11903.0,,,False
USR19535,2,7769.75,2,0,0.0,0.0,3884.875,,,False
USR19538,1,1422.33,1,0,0.0,0.0,1422.33,,,False
USR19540,1,20391.52,1,0,0.0,0.0,20391.52,UNDER REVIEW,False,True
USR19542,1,15936.18,1,0,0.0,0.0,15936.18,,,False
USR19547,1,6313.8,0,0,0.0,0.0,6313.8,,,False
USR19550,1,24986.52,1,0,0.0,0.0,24986.52,,,False
USR19552,1,5834.0,1,0,0.0,0.0,5834.0,,,False
USR19554,1,9400.23,0,1,0.0,0.0,9400.23,,,False
USR19561,1,20012.0,1,0,0.0,0.0,20012.0,VERIFIED,False,True
USR19563,1,13998.29,1,0,0.0,0.0,13998.29,VERIFIED,False,True
USR19567,1,9583.7,1,0,0.0,0.0,9583.7,,,False
USR19571,1,13536.25,1,0,0.0,0.0,13536.25,PENDING,False,True
USR19575,1,6492.99,1,0,0.0,0.0,6492.99,VERIFIED,False,True
USR19579,1,15427.0,0,1,0.0,0.0,15427.0,PENDING,True,True
USR19587,1,-11238.91,1,0,1.0,645.98,-11238.91,PENDING,False,True
USR19589,1,12314.25,1,0,0.0,0.0,12314.25,,,False
USR19592,1,23047.99,0,0,0.0,0.0,23047.99,VERIFIED,False,True
USR19596,1,1415.05,0,1,0.0,0.0,1415.05,VERIFIED,False,True
USR19598,1,3304.98,0,0,0.0,0.0,3304.98,VERIFIED,True,True
USR19604,1,10231.1,1,0,0.0,0.0,10231.1,,,False
USR19606,1,10698.02,1,0,0.0,0.0,10698.02,VERIFIED,False,True
USR19617,1,4680.87,1,0,0.0,0.0,4680.87,,,False
USR19622,1,2039.93,1,0,0.0,0.0,2039.93,,,False
USR19624,1,325.94,1,0,0.0,0.0,325.94,,,False
USR19626,1,9575.77,1,0,1.0,6954.75,9575.77,VERIFIED,False,True
USR19633,1,1386.99,0,1,0.0,0.0,1386.99,REJECTED,False,True
USR19653,1,17712.24,1,0,0.0,0.0,17712.24,,,False
USR19656,1,17984.52,1,0,1.0,1017.0,17984.52,,,False
USR19658,2,10374.92,2,0,2.0,2525.8900000000003,5187.46,,,False
USR19667,1,16490.4,1,0,1.0,849.13,16490.4,PENDING,True,True
USR19676,1,3474.93,1,0,0.0,0.0,3474.93,,,False
USR19680,1,5267.2,1,0,0.0,0.0,5267.2,,,False
USR19687,1,8129.0,1,0,0.0,0.0,8129.0,,,False
USR19689,1,12690.22,1,0,0.0,0.0,12690.22,,,False
USR19690,1,11933.47,1,0,0.0,0.0,11933.47,,,False
USR19696,1,4184.37,1,0,0.0,0.0,4184.37,,,False
USR19697,1,23568.87,1,0,0.0,0.0,23568.87,VERIFIED,False,True
USR19702,1,17245.64,1,0,0.0,0.0,17245.64,,,False
USR19708,1,19717.04,1,0,0.0,0.0,19717.04,,,False
USR19721,1,16918.66,1,0,0.0,0.0,16918.66,,,False
USR19722,1,21891.0,1,0,1.0,27330.78,21891.0,VERIFIED,False,True
USR19724,1,4733.54,1,0,0.0,0.0,4733.54,,,False
USR19743,1,19131.07,1,0,0.0,0.0,19131.07,,,False
USR19749,1,9086.1,0,1,1.0,509.15,9086.1,REJECTED,False,True
USR19751,1,8936.24,1,0,0.0,0.0,8936.24,,,False
USR19753,1,15742.65,1,0,0.0,0.0,15742.65,VERIFIED,False,True
USR19755,1,24602.0,1,0,0.0,0.0,24602.0,,,False
USR19758,1,9880.81,1,0,0.0,0.0,9880.81,,,False
USR19766,1,947.84,1,0,0.0,0.0,947.84,,,False
USR19769,1,8668.27,1,0,0.0,0.0,8668.27,,,False
USR19777,1,-11408.07,1,0,0.0,0.0,-11408.07,,,False
USR19781,2,16898.03,1,0,1.0,7081.78,8449.015,,,False
USR19784,1,23376.75,0,1,0.0,0.0,23376.75,REJECTED,False,True
USR19789,1,18369.02,0,1,0.0,0.0,18369.02,,,False
USR19813,2,15889.45,2,0,0.0,0.0,7944.725,,,False
USR19823,1,23360.93,1,0,0.0,0.0,23360.93,,,False
USR19831,1,5391.11,1,0,0.0,0.0,5391.11,,,False
USR19837,4,61310.74,4,0,1.0,0.0,15327.685,,,False
USR19838,1,8892.0,1,0,0.0,0.0,8892.0,,,False
USR19841,1,22097.59,1,0,0.0,0.0,22097.59,,,False
USR19843,1,17734.71,1,0,0.0,0.0,17734.71,,,False
USR19845,1,11022.0,1,0,0.0,0.0,11022.0,,,False
USR19853,1,17844.37,1,0,1.0,739.74,17844.37,,,False
USR19863,1,21598.03,1,0,0.0,0.0,21598.03,,,False
USR19864,1,24596.31,1,0,0.0,0.0,24596.31,,,False
USR19865,1,3193.03,1,0,0.0,0.0,3193.03,VERIFIED,False,True
USR19867,1,11103.48,1,0,0.0,0.0,11103.48,,,False
USR19875,1,6093.92,1,0,0.0,0.0,6093.92,,,False
USR19877,1,12369.98,0,0,0.0,0.0,12369.98,REJECTED,False,True
USR19881,1,12369.71,1,0,0.0,0.0,12369.71,,,False
USR19884,1,17677.34,1,0,1.0,3155.0,17677.34,,,False
USR19887,1,4777.9,1,0,0.0,0.0,4777.9,VERIFIED,False,True
USR19891,1,13075.46,1,0,1.0,1942.12,13075.46,,,False
USR19898,2,19634.34,1,0,0.0,0.0,9817.17,,,False
USR19899,1,17009.84,1,0,0.0,0.0,17009.84,,,False
USR19902,1,3973.54,1,0,0.0,0.0,3973.54,,,False
USR19905,1,21216.21,1,0,1.0,2932.55,21216.21,,,False
USR19932,1,3423.66,1,0,0.0,0.0,3423.66,VERIFIED,False,True
USR19941,1,20246.5,1,0,0.0,0.0,20246.5,,,False
USR19952,1,19674.72,1,0,0.0,0.0,19674.72,,,False
USR19953,1,15430.74,1,0,0.0,0.0,15430.74,,,False
USR19958,1,12967.77,1,0,0.0,0.0,12967.77,KYC_DONE,False,True
USR19961,1,15566.67,1,0,0.0,0.0,15566.67,VERIFIED,False,True
USR19963,1,20438.85,1,0,0.0,0.0,20438.85,VERIFIED,False,True
USR19965,1,7054.53,1,0,1.0,671.14,7054.53,KYC_DONE,True,True
USR19973,1,13919.58,1,0,0.0,0.0,13919.58,,,False
USR19974,1,10695.76,1,0,0.0,0.0,10695.76,,,False
USR19975,1,2294.64,1,0,0.0,0.0,2294.64,VERIFIED,True,True
USR19979,2,3871.55,2,0,0.0,0.0,1935.775,PENDING,True,True
USR19989,1,506.8,1,0,0.0,0.0,506.8,,,False
USR19991,1,12506.46,1,0,0.0,0.0,12506.46,,,False
USR19994,1,17761.68,1,0,0.0,0.0,17761.68,KYC_DONE,False,True
USR19996,2,46346.83,2,0,0.0,0.0,23173.415,,,False
USR20001,1,22342.28,0,0,0.0,0.0,22342.28,,,False
USR20007,2,13179.69,2,0,0.0,0.0,6589.845,,,False
USR20008,1,14061.44,1,0,1.0,2898.89,14061.44,,,False
USR20027,1,19961.92,1,0,0.0,0.0,19961.92,,,False
USR20031,1,11721.83,1,0,0.0,0.0,11721.83,,,False
USR20032,1,3755.86,1,0,0.0,0.0,3755.86,,,False
USR20036,1,150.78,1,0,0.0,0.0,150.78,REJECTED,False,True
USR20038,1,9906.65,1,0,0.0,0.0,9906.65,,,False
USR20040,1,7454.0,1,0,0.0,0.0,7454.0,VERIFIED,False,True
USR20053,1,22433.49,1,0,0.0,0.0,22433.49,VERIFIED,True,True
USR20059,1,1660.72,1,0,0.0,0.0,1660.72,,,False
USR20065,1,8378.56,1,0,0.0,0.0,8378.56,,,False
USR20069,1,14833.02,1,0,0.0,0.0,14833.02,,,False
USR20071,1,4552.0,1,0,0.0,0.0,4552.0,VERIFIED,False,True
USR20074,1,2111.7,0,1,1.0,2224.0,2111.7,VERIFIED,False,True
USR20077,1,13559.47,1,0,0.0,0.0,13559.47,VERIFIED,False,True
USR20082,1,16771.44,1,0,0.0,0.0,16771.44,VERIFIED,False,True
USR20088,1,-22251.28,1,0,0.0,0.0,-22251.28,,,False
USR20089,1,6534.06,1,0,0.0,0.0,6534.06,UNDER REVIEW,False,True
USR20097,3,37663.479999999996,3,0,2.0,635.3500000000004,12554.493333333332,VERIFIED,False,True
USR20098,1,23162.33,1,0,0.0,0.0,23162.33,,,False
USR20114,1,14301.76,1,0,0.0,0.0,14301.76,,,False
USR20118,1,15203.63,0,1,0.0,0.0,15203.63,,,False
USR20127,1,3919.36,1,0,1.0,2189.0,3919.36,VERIFIED,False,True
USR20139,1,10086.16,1,0,0.0,0.0,10086.16,,,False
USR20143,1,21474.22,0,1,0.0,0.0,21474.22,,,False
USR20144,1,10972.08,1,0,1.0,10770.37,10972.08,,,False
USR20149,1,23035.73,1,0,0.0,0.0,23035.73,KYC_DONE,False,True
USR20150,1,24235.31,1,0,0.0,0.0,24235.31,,,False
USR20157,1,21487.27,1,0,0.0,0.0,21487.27,,,False
USR20162,1,15726.34,1,0,0.0,0.0,15726.34,,,False
USR20164,1,24925.0,1,0,0.0,0.0,24925.0,VERIFIED,False,True
USR20173,1,9156.67,1,0,0.0,0.0,9156.67,KYC_DONE,True,True
USR20178,1,4947.64,1,0,0.0,0.0,4947.64,VERIFIED,False,True
USR20180,1,-20129.21,1,0,0.0,0.0,-20129.21,VERIFIED,True,True
USR20189,1,6573.21,1,0,0.0,0.0,6573.21,,,False
USR20190,1,17726.76,1,0,1.0,-3214.54,17726.76,,,False
USR20191,1,7452.0,1,0,0.0,0.0,7452.0,,,False
USR20193,1,23922.64,0,1,0.0,0.0,23922.64,PENDING,False,True
USR20196,1,18158.8,1,0,0.0,0.0,18158.8,VERIFIED,False,True
USR20218,1,5259.22,1,0,0.0,0.0,5259.22,,,False
USR20222,1,16259.87,1,0,0.0,0.0,16259.87,,,False
USR20239,1,3283.03,1,0,0.0,0.0,3283.03,,,False
USR20240,1,21441.12,1,0,0.0,0.0,21441.12,,,False
USR20255,1,11009.31,1,0,0.0,0.0,11009.31,UNDER REVIEW,False,True
USR20256,1,17852.93,1,0,0.0,0.0,17852.93,,,False
USR20271,1,7643.05,1,0,0.0,0.0,7643.05,,,False
USR20275,1,14754.41,1,0,0.0,0.0,14754.41,,,False
USR20283,1,19576.79,1,0,0.0,0.0,19576.79,,,False
USR20293,1,10445.96,1,0,0.0,0.0,10445.96,,,False
USR20301,1,7236.0,1,0,0.0,0.0,7236.0,,,False
USR20303,2,21724.420000000002,2,0,0.0,0.0,10862.210000000001,VERIFIED,False,True
USR20310,2,26692.72,1,1,0.0,0.0,13346.36,VERIFIED,False,True
USR20311,1,2698.39,1,0,0.0,0.0,2698.39,,,False
USR20312,1,18842.1,1,0,0.0,0.0,18842.1,VERIFIED,False,True
USR20313,1,10644.64,1,0,0.0,0.0,10644.64,,,False
USR20316,1,21212.15,0,1,0.0,0.0,21212.15,,,False
USR20322,1,24875.83,0,1,0.0,0.0,24875.83,,,False
USR20323,1,21716.29,0,1,0.0,0.0,21716.29,VERIFIED,False,True
USR20333,1,1377.77,1,0,0.0,0.0,1377.77,,,False
USR20336,1,17625.37,1,0,0.0,0.0,17625.37,VERIFIED,False,True
USR20337,1,3214.47,1,0,0.0,0.0,3214.47,,,False
USR20339,1,5008.22,1,0,0.0,0.0,5008.22,,,False
USR20341,1,23224.38,1,0,0.0,0.0,23224.38,REJECT,False,True
USR20345,1,1101.0,1,0,0.0,0.0,1101.0,,,False
USR20346,1,2139.16,1,0,0.0,0.0,2139.16,,,False
USR20361,1,16565.8,1,0,0.0,0.0,16565.8,VERIFIED,True,True
USR20363,1,19204.55,1,0,0.0,0.0,19204.55,,,False
USR20364,2,38789.42,2,0,0.0,0.0,19394.71,,,False
USR20372,1,9175.13,1,0,1.0,-1151.15,9175.13,UNDER REVIEW,False,True
USR20374,1,2195.0,1,0,1.0,2917.69,2195.0,VERIFIED,False,True
USR20375,1,17731.0,0,0,0.0,0.0,17731.0,,,False
USR20388,1,24758.4,1,0,0.0,0.0,24758.4,,,False
USR20390,1,23008.0,1,0,0.0,0.0,23008.0,,,False
USR20391,1,13850.82,1,0,0.0,0.0,13850.82,,,False
USR20407,1,13609.06,1,0,0.0,0.0,13609.06,,,False
USR20408,1,19028.33,1,0,0.0,0.0,19028.33,,,False
USR20413,1,9339.0,1,0,1.0,589.34,9339.0,VERIFIED,False,True
USR20414,1,11051.42,1,0,0.0,0.0,11051.42,,,False
USR20415,1,6795.2,1,0,0.0,0.0,6795.2,VERIFIED,True,True
USR20427,1,21260.2,1,0,0.0,0.0,21260.2,PENDING,False,True
USR20434,1,8761.16,1,0,0.0,0.0,8761.16,VERIFIED,True,True
USR20435,1,-10380.79,1,0,0.0,0.0,-10380.79,PENDING,False,True
USR20441,1,18559.88,0,0,0.0,0.0,18559.88,VERIFIED,False,True
USR20443,1,7089.28,1,0,0.0,0.0,7089.28,,,False
USR20445,1,8623.38,1,0,0.0,0.0,8623.38,KYC_DONE,False,True
USR20447,1,21957.53,1,0,0.0,0.0,21957.53,,,False
USR20457,1,18355.77,1,0,0.0,0.0,18355.77,KYC_DONE,False,True
USR20462,1,15241.53,1,0,0.0,0.0,15241.53,,,False
USR20464,1,16172.91,1,0,2.0,2687.42,16172.91,,,False
USR20473,1,15264.0,1,0,0.0,0.0,15264.0,,,False
USR20475,1,13950.77,1,0,0.0,0.0,13950.77,,,False
USR20476,1,1752.0,1,0,0.0,0.0,1752.0,,,False
USR20479,2,33427.15,2,0,0.0,0.0,16713.575,,,False
USR20481,1,3338.92,1,0,1.0,7433.73,3338.92,,,False
USR20486,1,10321.32,1,0,0.0,0.0,10321.32,,,False
USR20487,1,7448.64,1,0,1.0,2956.42,7448.64,VERIFIED,False,True
USR20493,1,11217.65,1,0,0.0,0.0,11217.65,VERIFIED,False,True
USR20497,1,21436.8,1,0,1.0,2142.84,21436.8,,,False
USR20499,1,20022.44,1,0,0.0,0.0,20022.44,VERIFIED,False,True
USR20505,1,17549.54,1,0,0.0,0.0,17549.54,,,False
USR20506,1,18561.82,1,0,0.0,0.0,18561.82,VERIFIED,False,True
USR20509,1,14723.98,1,0,0.0,0.0,14723.98,,,False
USR20517,1,23878.33,1,0,0.0,0.0,23878.33,,,False
USR20518,1,17546.85,1,0,0.0,0.0,17546.85,VERIFIED,False,True
USR20522,2,7697.179999999999,2,0,0.0,0.0,3848.5899999999997,,,False
USR20526,1,19725.88,1,0,0.0,0.0,19725.88,,,False
USR20531,1,9554.0,0,1,0.0,0.0,9554.0,VERIFIED,False,True
USR20534,1,3510.7,1,0,0.0,0.0,3510.7,,,False
USR20536,1,15380.68,1,0,0.0,0.0,15380.68,VERIFIED,True,True
USR20551,1,23074.0,1,0,1.0,1143.89,23074.0,VERIFIED,False,True
USR20552,1,7102.0,1,0,0.0,0.0,7102.0,REJECTED,False,True
USR20553,2,22870.18,0,2,0.0,0.0,11435.09,VERIFIED,False,True
USR20558,1,3506.58,0,1,0.0,0.0,3506.58,,,False
USR20567,1,8669.64,1,0,0.0,0.0,8669.64,,,False
USR20589,2,38499.31,2,0,0.0,0.0,19249.655,,,False
USR20593,1,18350.83,0,1,0.0,0.0,18350.83,,,False
USR20599,1,21840.15,1,0,0.0,0.0,21840.15,VERIFIED,True,True
USR20607,1,4286.0,1,0,0.0,0.0,4286.0,VERIFIED,False,True
USR20613,1,13979.57,1,0,0.0,0.0,13979.57,VERIFIED,False,True
USR20625,1,17296.09,1,0,0.0,0.0,17296.09,,,False
USR20633,1,9904.47,1,0,0.0,0.0,9904.47,,,False
USR20637,3,10334.35,3,0,1.0,660.0,3444.7833333333333,,,False
USR20644,1,10396.54,1,0,0.0,0.0,10396.54,,,False
USR20646,1,22739.04,1,0,0.0,0.0,22739.04,KYC_DONE,True,True
USR20652,1,5727.67,1,0,0.0,0.0,5727.67,,,False
USR20653,1,14908.0,0,1,1.0,-2480.91,14908.0,VERIFIED,False,True
USR20656,1,23298.74,1,0,0.0,0.0,23298.74,,,False
USR20657,1,21670.59,1,0,0.0,0.0,21670.59,,,False
USR20673,1,21519.61,1,0,0.0,0.0,21519.61,,,False
USR20689,1,6293.24,0,0,0.0,0.0,6293.24,,,False
USR20691,1,9601.99,1,0,0.0,0.0,9601.99,VERIFIED,True,True
USR20714,1,22065.17,1,0,0.0,0.0,22065.17,REJECTED,False,True
USR20721,1,21637.0,1,0,0.0,0.0,21637.0,,,False
USR20726,1,3276.15,1,0,0.0,0.0,3276.15,,,False
USR20736,1,18286.31,1,0,0.0,0.0,18286.31,,,False
USR20741,1,8375.24,1,0,0.0,0.0,8375.24,VERIFIED,True,True
USR20742,1,21092.51,0,1,0.0,0.0,21092.51,,,False
USR20747,1,9531.0,1,0,0.0,0.0,9531.0,,,False
USR20749,2,27776.65,2,0,0.0,0.0,13888.325,VERIFIED,False,True
USR20752,2,26858.57,1,1,0.0,0.0,13429.285,,,False
USR20759,1,1336.29,1,0,0.0,0.0,1336.29,,,False
USR20760,1,5228.69,1,0,0.0,0.0,5228.69,KYC_DONE,True,True
USR20769,1,22389.94,1,0,0.0,0.0,22389.94,VERIFIED,False,True
USR20772,1,926.42,1,0,0.0,0.0,926.42,,,False
USR20774,1,24870.38,1,0,0.0,0.0,24870.38,,,False
USR20775,2,27972.89,2,0,0.0,0.0,13986.445,,,False
USR20782,1,9426.72,1,0,0.0,0.0,9426.72,,,False
USR20784,1,-9444.86,0,1,0.0,0.0,-9444.86,,,False
USR20788,1,1473.55,1,0,1.0,3737.05,1473.55,,,False
USR20791,1,16399.67,1,0,1.0,90.26,16399.67,,,False
USR20793,2,32274.43,2,0,0.0,0.0,16137.215,VERIFIED,False,True
USR20794,1,21319.72,1,0,0.0,0.0,21319.72,,,False
USR20798,1,1639.46,1,0,0.0,0.0,1639.46,,,False
USR20800,1,8739.68,1,0,0.0,0.0,8739.68,,,False
USR20811,1,8499.47,1,0,0.0,0.0,8499.47,KYC_DONE,False,True
USR20822,1,4436.0,1,0,0.0,0.0,4436.0,,,False
USR20828,1,9228.76,0,1,0.0,0.0,9228.76,,,False
USR20830,1,16536.95,1,0,0.0,0.0,16536.95,,,False
USR20831,1,12583.38,1,0,0.0,0.0,12583.38,VERIFIED,True,True
USR20832,2,27558.61,2,0,0.0,0.0,13779.305,,,False
USR20838,1,-20090.51,1,0,0.0,0.0,-20090.51,VERIFIED,False,True
USR20855,1,20211.85,1,0,0.0,0.0,20211.85,VERIFIED,False,True
USR20858,1,13490.06,0,1,0.0,0.0,13490.06,VERIFIED,True,True
USR20863,1,4074.89,1,0,0.0,0.0,4074.89,,,False
USR20871,1,23242.03,1,0,0.0,0.0,23242.03,,,False
USR20874,2,36496.7,1,1,0.0,0.0,18248.35,,,False
USR20876,1,1773.05,0,0,1.0,7884.04,1773.05,VERIFIED,True,True
USR20878,2,28367.36,1,0,0.0,0.0,14183.68,,,False
USR20879,1,20668.89,1,0,0.0,0.0,20668.89,,,False
USR20883,1,13881.58,1,0,0.0,0.0,13881.58,VERIFIED,False,True
USR20888,2,23401.3,2,0,0.0,0.0,11700.65,,,False
USR20891,2,21026.43,2,0,0.0,0.0,10513.215,VERIFIED,False,True
USR20895,1,198.45,1,0,0.0,0.0,198.45,,,False
