merchant_id_normalized,transaction_count,total_transaction_amount,successful_transaction_count,failed_transaction_count,chargeback_count,total_disputed_amount,avg_transaction_amount,chargeback_rate,disputed_amount_ratio,success_rate,failure_rate,merchant_status_clean,merchant_category_clean,mcc_clean,merchant_duplicate_entity_flag
MCH2297,2,11382.68,1,1,0.0,0.0,5691.34,0.0,0.0,0.5,0.5,ACTIVE,BOOKS_STATIONERY,5942,False
MCH2298,5,82955.69,3,2,0.0,0.0,16591.138,0.0,0.0,0.6,0.4,,,,
MCH2299,6,100456.55,4,0,1.0,1289.49,16742.758333333335,0.16666666666666666,0.01283629589110914,0.6666666666666666,0.0,ACTIVE,TRAVEL,4131,True
MCH2300,4,48291.32,3,1,0.0,0.0,12072.83,0.0,0.0,0.75,0.25,,,,
MCH2301,6,94488.45,6,0,2.0,5267.09,15748.074999999999,0.3333333333333333,0.05574321517603475,1.0,0.0,,,,
MCH2302,4,80759.76999999999,3,1,0.0,0.0,20189.942499999997,0.0,0.0,0.75,0.25,LIVE,BOOK STORE,5942,False
MCH2303,3,56415.71000000001,2,0,1.0,-447.83,18805.236666666668,0.3333333333333333,-0.0079380371176752,0.6666666666666666,0.0,,,,
MCH2304,2,22132.739999999998,2,0,1.0,330.73,11066.369999999999,0.5,0.014943021062914038,1.0,0.0,,,,
MCH2305,1,13724.0,1,0,0.0,0.0,13724.0,0.0,0.0,1.0,0.0,,,,
MCH2306,2,37347.03,2,0,1.0,802.62,18673.515,0.5,0.021490865538705488,1.0,0.0,ACTIVE,HOTEL_LODGING,7011,False
MCH2307,2,25527.92,1,0,0.0,0.0,12763.96,0.0,0.0,0.5,0.0,,,,
MCH2308,1,21112.21,1,0,0.0,0.0,21112.21,0.0,0.0,1.0,0.0,INACTIVE,DEPT_STORE,5311,False
MCH2309,2,39843.73,1,1,0.0,0.0,19921.865,0.0,0.0,0.5,0.5,ACTIVE,DEPT_STORE,5311,True
MCH2310,1,8163.09,1,0,0.0,0.0,8163.09,0.0,0.0,1.0,0.0,DISABLED,GROCERY STORES,5411,True
MCH2311,3,45286.47,2,0,0.0,0.0,15095.49,0.0,0.0,0.6666666666666666,0.0,,,,
MCH2313,1,2239.66,1,0,0.0,0.0,2239.66,0.0,0.0,1.0,0.0,CLOSED,RETAIL OTHER,5999,False
MCH2314,3,26486.449999999997,3,0,0.0,0.0,8828.816666666666,0.0,0.0,1.0,0.0,ACTIVE,FOOD,misc,False
MCH2315,4,33341.3,4,0,0.0,0.0,8335.325,0.0,0.0,1.0,0.0,,,,
MCH2316,3,22306.46,3,0,0.0,0.0,7435.486666666667,0.0,0.0,1.0,0.0,,,,
MCH2318,1,8849.92,1,0,0.0,0.0,8849.92,0.0,0.0,1.0,0.0,,,,
MCH2320,3,22240.37,3,0,1.0,1038.0,7413.456666666666,0.3333333333333333,0.04667188540478419,1.0,0.0,,,,
MCH2321,4,29139.92,4,0,1.0,4196.87,7284.98,0.25,0.14402476053468918,1.0,0.0,,,,
MCH2322,4,62050.69,3,1,1.0,7022.75,15512.6725,0.25,0.11317762945101818,0.75,0.25,,,,
MCH2323,3,26913.17,3,0,0.0,0.0,8971.056666666665,0.0,0.0,1.0,0.0,,,,
MCH2324,1,12011.12,0,0,0.0,0.0,12011.12,0.0,0.0,0.0,0.0,,,,
MCH2325,3,45856.48,2,1,1.0,320.6,15285.493333333334,0.3333333333333333,0.0069913783177426615,0.6666666666666666,0.3333333333333333,,,,
MCH2326,3,30384.660000000003,3,0,0.0,0.0,10128.220000000001,0.0,0.0,1.0,0.0,,,,
MCH2327,1,24722.0,0,1,0.0,0.0,24722.0,0.0,0.0,0.0,1.0,ACTIVE,FOOD,5812,True
MCH2328,1,21493.0,0,1,0.0,0.0,21493.0,0.0,0.0,0.0,1.0,,,,
MCH2329,4,36252.13,4,0,1.0,2025.66,9063.0325,0.25,0.055876992607055094,1.0,0.0,,,,
MCH2330,2,27973.7,1,1,0.0,0.0,13986.85,0.0,0.0,0.5,0.5,,,,
MCH2331,1,5393.39,1,0,0.0,0.0,5393.39,0.0,0.0,1.0,0.0,,,,
MCH2332,1,8884.78,1,0,0.0,0.0,8884.78,0.0,0.0,1.0,0.0,ENABLED,HOSPITALITY,7011,False
MCH2333,2,25604.6,2,0,0.0,0.0,12802.3,0.0,0.0,1.0,0.0,,,,
MCH2334,1,8344.14,0,1,2.0,6401.09,8344.14,2.0,0.7671359780636471,0.0,1.0,,,,
MCH2335,5,42108.65,4,1,1.0,1719.0,8421.73,0.2,0.04082296630264803,0.8,0.2,ACTIVE,MISCELLANEOUS,5999.0,False
MCH2337,4,57744.740000000005,4,0,1.0,1017.0,14436.185000000001,0.25,0.017611993750426443,1.0,0.0,,,,
MCH2338,4,42207.630000000005,4,0,1.0,1195.71,10551.907500000001,0.25,0.028329238102210427,1.0,0.0,,,,
MCH2340,1,6575.0,1,0,1.0,1173.01,6575.0,1.0,0.17840456273764257,1.0,0.0,,,,
MCH2341,5,81884.74,3,2,0.0,0.0,16376.948,0.0,0.0,0.6,0.4,,,,
MCH2342,1,23886.65,1,0,0.0,0.0,23886.65,0.0,0.0,1.0,0.0,,,,
MCH2343,1,15977.69,1,0,0.0,0.0,15977.69,0.0,0.0,1.0,0.0,,,,
MCH2344,1,18596.75,1,0,0.0,0.0,18596.75,0.0,0.0,1.0,0.0,LIVE,CLOTHS,,False
MCH2345,2,4644.570000000001,1,0,0.0,0.0,2322.2850000000003,0.0,0.0,0.5,0.0,ACTIVE,PHONE SERVICE,4814,False
MCH2346,4,73847.56,4,0,0.0,0.0,18461.89,0.0,0.0,1.0,0.0,ACTIVE,GARMENTS,5699,False
MCH2347,2,34380.56,2,0,1.0,606.33,17190.28,0.5,0.017635838392393844,1.0,0.0,ACTIVE,PHARMACIES,5912,False
MCH2348,1,18473.0,1,0,0.0,0.0,18473.0,0.0,0.0,1.0,0.0,,,,
MCH2349,2,19256.199999999997,2,0,0.0,0.0,9628.099999999999,0.0,0.0,1.0,0.0,,,,
MCH2350,3,23957.08,2,1,0.0,0.0,7985.693333333334,0.0,0.0,0.6666666666666666,0.3333333333333333,LIVE,RESTAURANT,5812,True
MCH2351,2,27961.75,2,0,1.0,2320.0,13980.875,0.5,0.08297048646812163,1.0,0.0,,,,
MCH2352,2,27304.31,1,0,1.0,7882.54,13652.155,0.5,0.28869215153212074,0.5,0.0,,,,
MCH2353,2,17403.68,2,0,0.0,0.0,8701.84,0.0,0.0,1.0,0.0,ENABLED,GROCERY_STORE,5411,False
MCH2354,3,22564.43,3,0,0.0,0.0,7521.4766666666665,0.0,0.0,1.0,0.0,ENABLED,MEDICAL,5912,False
MCH2355,5,40469.32,5,0,0.0,0.0,8093.864,0.0,0.0,1.0,0.0,,,,
MCH2356,3,72012.16,3,0,0.0,0.0,24004.053333333333,0.0,0.0,1.0,0.0,ENABLED,HOTEL_LODGING,,True
MCH2358,3,36115.15,2,0,1.0,336.91,12038.383333333333,0.3333333333333333,0.009328771997347374,0.6666666666666666,0.0,,,,
MCH2359,1,21204.25,1,0,0.0,0.0,21204.25,0.0,0.0,1.0,0.0,,,,
MCH2360,1,21477.37,1,0,0.0,0.0,21477.37,0.0,0.0,1.0,0.0,INACTIVE,STATIONERY,5942,False
MCH2361,1,23486.45,1,0,0.0,0.0,23486.45,0.0,0.0,1.0,0.0,,,,
MCH2362,3,50790.19,3,0,0.0,0.0,16930.063333333335,0.0,0.0,1.0,0.0,,,,
MCH2363,5,48580.869999999995,3,0,2.0,3039.8500000000004,9716.173999999999,0.4,0.06257298397496794,0.6,0.0,,,,
MCH2364,1,5756.57,1,0,0.0,0.0,5756.57,0.0,0.0,1.0,0.0,,,,
MCH2365,2,24960.68,2,0,0.0,0.0,12480.34,0.0,0.0,1.0,0.0,,,,
MCH2366,5,71407.75,5,0,1.0,377.11,14281.55,0.2,0.005281079434655203,1.0,0.0,,,,
MCH2367,3,50012.75,3,0,0.0,0.0,16670.916666666668,0.0,0.0,1.0,0.0,,,,
MCH2368,3,32168.85,3,0,0.0,0.0,10722.949999999999,0.0,0.0,1.0,0.0,SUSPENDED,PHARMACY,5912,False
MCH2369,4,71908.55,4,0,0.0,0.0,17977.1375,0.0,0.0,1.0,0.0,,,,
MCH2370,1,12235.0,1,0,0.0,0.0,12235.0,0.0,0.0,1.0,0.0,ACTIVE,FASHION,5699,False
MCH2371,2,9276.76,1,1,0.0,0.0,4638.38,0.0,0.0,0.5,0.5,,,,
MCH2373,1,9356.24,1,0,0.0,0.0,9356.24,0.0,0.0,1.0,0.0,,,,
MCH2374,1,18694.32,1,0,0.0,0.0,18694.32,0.0,0.0,1.0,0.0,,,,
MCH2375,2,34259.09,2,0,1.0,1736.0,17129.545,0.5,0.050672682782876025,1.0,0.0,,,,
MCH2376,4,7442.34,4,0,1.0,2702.06,1860.585,0.25,0.36306591743994493,1.0,0.0,ENABLED,RETAIL,5311,False
MCH2377,3,6464.18,2,0,0.0,0.0,2154.726666666667,0.0,0.0,0.6666666666666666,0.0,,,,
MCH2379,1,-2471.38,1,0,0.0,0.0,-2471.38,0.0,0.0,1.0,0.0,,,,
MCH2380,1,9970.0,1,0,0.0,0.0,9970.0,0.0,0.0,1.0,0.0,,,,
MCH2382,1,24348.78,1,0,0.0,0.0,24348.78,0.0,0.0,1.0,0.0,SUSPENDED,TELECOM,4814,False
MCH2383,3,32449.54,2,1,0.0,0.0,10816.513333333334,0.0,0.0,0.6666666666666666,0.3333333333333333,ENABLED,MOBILE RECHARGE,4814,False
MCH2384,3,25974.41,2,0,0.0,0.0,8658.136666666667,0.0,0.0,0.6666666666666666,0.0,ACTIVE,CHEMIST,5912,True
MCH2385,1,14572.03,1,0,0.0,0.0,14572.03,0.0,0.0,1.0,0.0,,,,
MCH2386,5,95093.49,5,0,0.0,0.0,19018.698,0.0,0.0,1.0,0.0,,,,
MCH2387,1,9214.23,1,0,0.0,0.0,9214.23,0.0,0.0,1.0,0.0,ACTIVE,CHEMIST,5912.0,False
MCH2388,3,5887.38,3,0,1.0,775.96,1962.46,0.3333333333333333,0.13180056323865624,1.0,0.0,,,,
MCH2389,1,24311.81,1,0,0.0,0.0,24311.81,0.0,0.0,1.0,0.0,,,,
MCH2390,1,22337.15,1,0,0.0,0.0,22337.15,0.0,0.0,1.0,0.0,LIVE,RETAIL,5311,False
MCH2391,2,33869.22,2,0,1.0,164.3,16934.61,0.5,0.004851012216992302,1.0,0.0,,,,
MCH2392,2,21784.1,2,0,0.0,0.0,10892.05,0.0,0.0,1.0,0.0,ENABLED,GROCERY STORES,,False
MCH2393,5,74203.63,5,0,1.0,378.0,14840.726,0.2,0.005094090410401755,1.0,0.0,,,,
MCH2394,2,26785.01,2,0,0.0,0.0,13392.505,0.0,0.0,1.0,0.0,ENABLED,EATING PLACE,5812,False
MCH2395,3,45175.07,2,0,0.0,0.0,15058.356666666667,0.0,0.0,0.6666666666666666,0.0,LIVE,BUS/TAXI,4131,True
MCH2396,1,4231.91,1,0,0.0,0.0,4231.91,0.0,0.0,1.0,0.0,,,,
MCH2397,4,19548.34,4,0,0.0,0.0,4887.085,0.0,0.0,1.0,0.0,,,,
MCH2398,5,63254.19,4,1,1.0,4581.54,12650.838,0.2,0.07243061684925536,0.8,0.2,ACTIVE,DEPT_STORE,5311,True
MCH2399,3,61186.66,2,0,0.0,0.0,20395.553333333333,0.0,0.0,0.6666666666666666,0.0,,,,
MCH2400,3,5483.09,2,1,2.0,3145.7,1827.6966666666667,0.6666666666666666,0.5737093500197881,0.6666666666666666,0.3333333333333333,,,,
MCH2401,2,30406.97,2,0,1.0,3642.0,15203.485,0.5,0.11977516996925376,1.0,0.0,,,,
MCH2402,4,42858.61,4,0,0.0,0.0,10714.6525,0.0,0.0,1.0,0.0,ACTIVE,PHARMACY,5912,False
MCH2403,3,62194.73,3,0,0.0,0.0,20731.576666666668,0.0,0.0,1.0,0.0,ACTIVE,GROCERIES,5411,False
MCH2404,1,8382.88,1,0,0.0,0.0,8382.88,0.0,0.0,1.0,0.0,ACTIVE,GROCERY_STORE,5411,False
MCH2405,2,16340.829999999998,1,0,0.0,0.0,8170.414999999999,0.0,0.0,0.5,0.0,,,,
MCH2406,2,25158.32,2,0,0.0,0.0,12579.16,0.0,0.0,1.0,0.0,,,,
MCH2407,3,43472.82,2,1,0.0,0.0,14490.94,0.0,0.0,0.6666666666666666,0.3333333333333333,ACTIVE,PHARMACY,,False
MCH2408,1,21351.48,1,0,0.0,0.0,21351.48,0.0,0.0,1.0,0.0,ENABLED,MISC RETAIL,5999,False
MCH2409,2,27848.12,2,0,1.0,5944.75,13924.06,0.5,0.21347042457444165,1.0,0.0,,,,
MCH2411,1,12817.44,1,0,0.0,0.0,12817.44,0.0,0.0,1.0,0.0,LIVE,TRANSPORT,4131,False
MCH2412,1,12511.96,1,0,0.0,0.0,12511.96,0.0,0.0,1.0,0.0,ENABLED,BOOKS_STATIONERY,5942,False
MCH2413,1,10687.77,1,0,0.0,0.0,10687.77,0.0,0.0,1.0,0.0,,,,
MCH2414,4,34871.02,4,0,0.0,0.0,8717.755,0.0,0.0,1.0,0.0,,,,
MCH2415,1,17616.82,1,0,0.0,0.0,17616.82,0.0,0.0,1.0,0.0,,,,
MCH2416,1,17082.56,1,0,0.0,0.0,17082.56,0.0,0.0,1.0,0.0,LIVE,KIRANA,5411,False
MCH2417,2,16795.15,2,0,0.0,0.0,8397.575,0.0,0.0,1.0,0.0,ACTIVE,PHARMACY,5912,False
MCH2418,3,47491.95,3,0,0.0,0.0,15830.65,0.0,0.0,1.0,0.0,ACTIVE,TRANSPORT,4131,True
MCH2420,1,7882.06,0,1,1.0,14177.27,7882.06,1.0,1.7986757269038804,0.0,1.0,,,,
MCH2421,3,50207.86,2,1,0.0,0.0,16735.953333333335,0.0,0.0,0.6666666666666666,0.3333333333333333,ACTIVE,TRANSPORT,4131.0,False
MCH2422,1,22934.55,1,0,1.0,2251.54,22934.55,1.0,0.09817240800451721,1.0,0.0,ACTIVE,PHONE SERVICE,,True
MCH2423,1,671.1,1,0,0.0,0.0,671.1,0.0,0.0,1.0,0.0,ENABLED,TRAVEL,4131,True
MCH2424,5,87112.33,4,1,1.0,815.57,17422.466,0.2,0.009362279714019818,0.8,0.2,ACTIVE,CHEMIST,5912,True
MCH2425,5,65359.6,5,0,1.0,913.38,13071.92,0.2,0.013974687727587072,1.0,0.0,LIVE,GROCERY,5411,False
MCH2426,2,34081.09,1,1,0.0,0.0,17040.545,0.0,0.0,0.5,0.5,,,,
MCH2427,1,8352.45,0,1,0.0,0.0,8352.45,0.0,0.0,0.0,1.0,,,,
MCH2428,3,28931.989999999998,3,0,1.0,861.41,9643.996666666666,0.3333333333333333,0.029773617369562206,1.0,0.0,ACTIVE,TELECOM,4814,False
MCH2429,1,6997.24,1,0,1.0,3333.48,6997.24,1.0,0.4763992659963071,1.0,0.0,,,,
MCH2431,3,17467.74,3,0,0.0,0.0,5822.580000000001,0.0,0.0,1.0,0.0,,,,
MCH2432,1,1564.95,1,0,0.0,0.0,1564.95,0.0,0.0,1.0,0.0,ENABLED,TRANSPORTATION,4131,False
MCH2434,2,29272.44,2,0,0.0,0.0,14636.22,0.0,0.0,1.0,0.0,,,,
MCH2435,3,16777.899999999998,2,1,0.0,0.0,5592.633333333332,0.0,0.0,0.6666666666666666,0.3333333333333333,ACTIVE,FASHION,5699,True
MCH2436,2,29569.88,1,1,0.0,0.0,14784.94,0.0,0.0,0.5,0.5,ACTIVE,TRANSPORTATION,4131,True
MCH2437,3,62448.42999999999,2,0,1.0,316.81,20816.14333333333,0.3333333333333333,0.005073145954189721,0.6666666666666666,0.0,,,,
MCH2438,3,11703.55,3,0,0.0,0.0,3901.183333333333,0.0,0.0,1.0,0.0,ACTIVE,MISC RETAIL,5999,False
MCH2439,3,65490.880000000005,2,0,0.0,0.0,21830.293333333335,0.0,0.0,0.6666666666666666,0.0,,,,
MCH2440,2,38233.94,2,0,0.0,0.0,19116.97,0.0,0.0,1.0,0.0,LIVE,HOTEL_LODGING,7011,False
MCH2441,1,19571.0,0,1,1.0,26207.56,19571.0,1.0,1.3391017321547187,0.0,1.0,LIVE,PHONE SERVICE,4814,False
MCH2442,2,21587.68,2,0,0.0,0.0,10793.84,0.0,0.0,1.0,0.0,ACTIVE,EATING PLACE,5812,False
MCH2443,1,-12552.44,0,0,1.0,497.0,-12552.44,1.0,0.0,0.0,0.0,,,,
MCH2444,4,65778.41,3,0,0.0,0.0,16444.6025,0.0,0.0,0.75,0.0,ENABLED,BUS/TAXI,4131,True
MCH2445,1,19921.35,1,0,0.0,0.0,19921.35,0.0,0.0,1.0,0.0,DISABLED,DEPT_STORE,5311,True
MCH2446,5,24587.44,4,1,1.0,1032.66,4917.487999999999,0.2,0.0419994924237741,0.8,0.2,,,,
MCH2447,3,30381.230000000003,1,1,0.0,0.0,10127.076666666668,0.0,0.0,0.3333333333333333,0.3333333333333333,CLOSED,TRANSPORT,4131,False
MCH2448,4,34721.270000000004,4,0,1.0,3611.11,8680.317500000001,0.25,0.10400282017334042,1.0,0.0,ACTIVE,APPAREL,5699,False
MCH2449,2,34568.82,2,0,0.0,0.0,17284.41,0.0,0.0,1.0,0.0,,,,
MCH2450,2,13952.1,2,0,0.0,0.0,6976.05,0.0,0.0,1.0,0.0,ACTIVE,EATING PLACE,5812,False
MCH2451,3,42635.41,2,0,0.0,0.0,14211.803333333335,0.0,0.0,0.6666666666666666,0.0,DISABLED,HOTEL,7011,False
MCH2452,2,15284.43,2,0,0.0,0.0,7642.215,0.0,0.0,1.0,0.0,,,,
MCH2453,1,1466.85,1,0,0.0,0.0,1466.85,0.0,0.0,1.0,0.0,,,,
MCH2454,2,19332.69,1,1,0.0,0.0,9666.345,0.0,0.0,0.5,0.5,,,,
MCH2455,2,47692.08,2,0,0.0,0.0,23846.04,0.0,0.0,1.0,0.0,,,,
MCH2457,2,28534.120000000003,2,0,0.0,0.0,14267.060000000001,0.0,0.0,1.0,0.0,,,,
MCH2458,4,49595.54,4,0,0.0,0.0,12398.885,0.0,0.0,1.0,0.0,,,,
MCH2459,1,20979.1,1,0,1.0,1369.23,20979.1,1.0,0.06526638416328633,1.0,0.0,ACTIVE,TRANSPORT,4131,False
MCH2460,2,15060.08,2,0,0.0,0.0,7530.04,0.0,0.0,1.0,0.0,,,,
MCH2461,2,14407.96,2,0,0.0,0.0,7203.98,0.0,0.0,1.0,0.0,,,,
MCH2462,1,17703.51,1,0,0.0,0.0,17703.51,0.0,0.0,1.0,0.0,,,,
MCH2463,5,51433.15,5,0,2.0,4129.74,10286.630000000001,0.4,0.08029335166133125,1.0,0.0,LIVE,HOSPITALITY,7011,True
MCH2464,2,46149.990000000005,2,0,0.0,0.0,23074.995000000003,0.0,0.0,1.0,0.0,,,,
MCH2465,2,32127.37,2,0,0.0,0.0,16063.685,0.0,0.0,1.0,0.0,,,,
MCH2466,1,11638.77,1,0,0.0,0.0,11638.77,0.0,0.0,1.0,0.0,,,,
MCH2467,4,68731.12,4,0,0.0,0.0,17182.78,0.0,0.0,1.0,0.0,,,,
MCH2468,1,12115.79,1,0,0.0,0.0,12115.79,0.0,0.0,1.0,0.0,,,,
MCH2469,1,24887.96,1,0,0.0,0.0,24887.96,0.0,0.0,1.0,0.0,,,,
MCH2470,3,48388.86,3,0,0.0,0.0,16129.62,0.0,0.0,1.0,0.0,SUSPENDED,CHEMIST,,True
MCH2471,1,1111.0,0,1,0.0,0.0,1111.0,0.0,0.0,0.0,1.0,ACTIVE,BOOKS_STATIONERY,5942,True
MCH2472,1,11659.88,1,0,0.0,0.0,11659.88,0.0,0.0,1.0,0.0,,,,
MCH2474,1,16216.87,1,0,0.0,0.0,16216.87,0.0,0.0,1.0,0.0,LIVE,MEDICAL_STORE,misc,False
MCH2475,1,3652.07,1,0,0.0,0.0,3652.07,0.0,0.0,1.0,0.0,ACTIVE,KIRANA,5411.0,False
MCH2476,1,7894.08,0,1,0.0,0.0,7894.08,0.0,0.0,0.0,1.0,ACTIVE,HOSPITALITY,7011,False
MCH2478,1,4118.49,0,1,0.0,0.0,4118.49,0.0,0.0,0.0,1.0,ENABLED,CLOTHS,5699,False
MCH2479,4,39743.94,4,0,1.0,3555.94,9935.985,0.25,0.08947125020820784,1.0,0.0,,,,
MCH2480,3,43337.27,2,0,0.0,0.0,14445.756666666666,0.0,0.0,0.6666666666666666,0.0,LIVE,EATING PLACE,5812,False
MCH2481,2,21289.66,2,0,0.0,0.0,10644.83,0.0,0.0,1.0,0.0,,,,
MCH2482,5,53891.729999999996,5,0,1.0,4146.24,10778.346,0.2,0.07693647986435025,1.0,0.0,,,,
MCH2483,3,31144.159999999996,2,1,0.0,0.0,10381.386666666665,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,
MCH2484,6,61796.29,5,1,2.0,6052.19,10299.381666666666,0.3333333333333333,0.09793775645754785,0.8333333333333334,0.16666666666666666,,,,
MCH2485,1,4176.66,1,0,0.0,0.0,4176.66,0.0,0.0,1.0,0.0,,,,
MCH2487,2,27509.71,2,0,0.0,0.0,13754.855,0.0,0.0,1.0,0.0,INACTIVE,FOOD,5812,True
MCH2489,1,22553.64,1,0,0.0,0.0,22553.64,0.0,0.0,1.0,0.0,,,,
MCH2490,1,23526.09,0,1,0.0,0.0,23526.09,0.0,0.0,0.0,1.0,,,,
MCH2491,2,8421.42,1,0,1.0,-3662.83,4210.71,0.5,-0.4349420881514044,0.5,0.0,,,,
MCH2492,2,11387.76,2,0,0.0,0.0,5693.88,0.0,0.0,1.0,0.0,INACTIVE,FOOD,5812,True
MCH2493,2,36084.8,1,1,0.0,0.0,18042.4,0.0,0.0,0.5,0.5,ENABLED,TELECOM,4814.0,False
MCH2496,3,23928.74,3,0,0.0,0.0,7976.246666666667,0.0,0.0,1.0,0.0,,,,
MCH2497,5,71786.75,4,1,3.0,2038.33,14357.35,0.6,0.028394237098071717,0.8,0.2,,,,
MCH2498,1,19451.87,1,0,0.0,0.0,19451.87,0.0,0.0,1.0,0.0,ENABLED,HOSPITALITY,7011.0,False
MCH2499,1,12628.97,0,0,0.0,0.0,12628.97,0.0,0.0,0.0,0.0,,,,
MCH2500,3,14705.74,2,1,1.0,3291.51,4901.913333333333,0.3333333333333333,0.22382484662451535,0.6666666666666666,0.3333333333333333,,,,
MCH2501,4,5280.799999999999,4,0,0.0,0.0,1320.1999999999998,0.0,0.0,1.0,0.0,LIVE,PHARMACIES,,False
MCH2503,2,29794.909999999996,1,0,0.0,0.0,14897.454999999998,0.0,0.0,0.5,0.0,ACTIVE,MOBILE RECHARGE,4814,True
MCH2504,1,21694.4,1,0,0.0,0.0,21694.4,0.0,0.0,1.0,0.0,INACTIVE,RETAIL OTHER,5999,True
MCH2505,3,13480.17,3,0,0.0,0.0,4493.39,0.0,0.0,1.0,0.0,,,,
MCH2506,1,300.55,1,0,0.0,0.0,300.55,0.0,0.0,1.0,0.0,ENABLED,TRANSPORTATION,4131,False
MCH2507,1,17712.24,1,0,0.0,0.0,17712.24,0.0,0.0,1.0,0.0,,,,
MCH2509,1,2653.0,1,0,0.0,0.0,2653.0,0.0,0.0,1.0,0.0,,,,
MCH2510,1,15600.32,1,0,0.0,0.0,15600.32,0.0,0.0,1.0,0.0,ACTIVE,KIRANA,5411,True
MCH2511,5,52552.62,5,0,0.0,0.0,10510.524000000001,0.0,0.0,1.0,0.0,,,,
MCH2512,3,51695.55,3,0,0.0,0.0,17231.850000000002,0.0,0.0,1.0,0.0,,,,
MCH2513,2,15875.31,2,0,0.0,0.0,7937.655,0.0,0.0,1.0,0.0,LIVE,GARMENTS,,False
MCH2514,1,22229.73,1,0,0.0,0.0,22229.73,0.0,0.0,1.0,0.0,ACTIVE,MOBILE RECHARGE,UNKNOWN,False
MCH2515,4,30032.6,4,0,0.0,0.0,7508.15,0.0,0.0,1.0,0.0,,,,
MCH2516,5,60539.130000000005,5,0,2.0,2670.89,12107.826000000001,0.4,0.044118407383786314,1.0,0.0,SUSPENDED,GROCERY_STORE,,False
MCH2517,2,46842.5,1,1,0.0,0.0,23421.25,0.0,0.0,0.5,0.5,,,,
MCH2518,3,28404.1,3,0,0.0,0.0,9468.033333333333,0.0,0.0,1.0,0.0,,,,
MCH2519,4,70582.42,4,0,1.0,1173.86,17645.605,0.25,0.016631053454953797,1.0,0.0,,,,
MCH2520,2,34759.11,1,1,1.0,0.0,17379.555,0.5,0.0,0.5,0.5,,,,
MCH2521,2,13049.740000000002,1,1,0.0,0.0,6524.870000000001,0.0,0.0,0.5,0.5,,,,
MCH2522,4,37242.5,4,0,0.0,0.0,9310.625,0.0,0.0,1.0,0.0,ACTIVE,RETAIL,5311,True
MCH2523,2,33195.84,2,0,2.0,1340.0,16597.92,1.0,0.04036650375468734,1.0,0.0,ENABLED,RETAIL OTHER,5999,False
MCH2524,1,5848.0,1,0,1.0,893.6,5848.0,1.0,0.15280437756497947,1.0,0.0,,,,
MCH2525,2,38551.7,2,0,0.0,0.0,19275.85,0.0,0.0,1.0,0.0,ACTIVE,MEDICAL_STORE,5912,True
MCH2526,1,6991.11,1,0,0.0,0.0,6991.11,0.0,0.0,1.0,0.0,,,,
MCH2527,6,90003.9,5,1,1.0,2512.35,15000.65,0.16666666666666666,0.027913790402415897,0.8333333333333334,0.16666666666666666,,,,
MCH2528,3,43513.229999999996,2,1,0.0,0.0,14504.409999999998,0.0,0.0,0.6666666666666666,0.3333333333333333,ACTIVE,MISCELLANEOUS,5999,True
MCH2529,2,39310.36,2,0,2.0,5214.27,19655.18,1.0,0.13264365933051747,1.0,0.0,ENABLED,BOOKS_STATIONERY,5942.0,False
MCH2530,1,24140.59,1,0,1.0,848.15,24140.59,1.0,0.03513377262113312,1.0,0.0,ENABLED,RETAIL OTHER,5999,True
MCH2531,1,13179.92,1,0,0.0,0.0,13179.92,0.0,0.0,1.0,0.0,,,,
MCH2533,5,35479.83,3,1,0.0,0.0,7095.966,0.0,0.0,0.6,0.2,ENABLED,MEDICAL,5912,True
MCH2534,3,31664.79,3,0,1.0,8084.93,10554.93,0.3333333333333333,0.2553287105330558,1.0,0.0,ACTIVE,GROCERIES,5411,False
MCH2536,3,29740.92,3,0,0.0,0.0,9913.64,0.0,0.0,1.0,0.0,LIVE,TRANSPRT,4131,False
MCH2537,1,21211.96,1,0,0.0,0.0,21211.96,0.0,0.0,1.0,0.0,,,,
MCH2538,2,27759.07,0,2,0.0,0.0,13879.535,0.0,0.0,0.0,1.0,,,,
MCH2539,1,13222.0,0,1,0.0,0.0,13222.0,0.0,0.0,0.0,1.0,,,,
MCH2540,2,13193.95,2,0,1.0,2439.31,6596.975,0.5,0.1848809492229393,1.0,0.0,,,,
MCH2541,4,57184.729999999996,3,0,0.0,0.0,14296.182499999999,0.0,0.0,0.75,0.0,,,,
MCH2542,1,22554.83,1,0,0.0,0.0,22554.83,0.0,0.0,1.0,0.0,INACTIVE,GROCERY_STORE,5411.0,False
MCH2544,2,27145.31,2,0,0.0,0.0,13572.655,0.0,0.0,1.0,0.0,,,,
MCH2545,1,3706.3,1,0,0.0,0.0,3706.3,0.0,0.0,1.0,0.0,,,,
MCH2546,1,3383.11,0,1,0.0,0.0,3383.11,0.0,0.0,0.0,1.0,ACTIVE,MEDICAL_STORE,UNKNOWN,False
MCH2547,1,15768.91,1,0,0.0,0.0,15768.91,0.0,0.0,1.0,0.0,,,,
MCH2548,4,58275.44,4,0,0.0,0.0,14568.86,0.0,0.0,1.0,0.0,ACTIVE,RESTAURANT,5812,False
MCH2549,2,28427.2,1,0,0.0,0.0,14213.6,0.0,0.0,0.5,0.0,,,,
MCH2550,3,31738.25,2,0,1.0,1186.0,10579.416666666666,0.3333333333333333,0.037368159870188176,0.6666666666666666,0.0,ACTIVE,MISCELLANEOUS,5999,True
