user_id_normalized,transaction_count,total_transaction_amount,avg_transaction_amount,median_transaction_amount,amount_std,successful_transaction_count,failed_transaction_count,pending_transaction_count,success_rate,failure_rate,pending_rate,chargeback_transaction_count,chargeback_rate,total_disputed_amount,avg_disputed_amount,median_disputed_amount,max_disputed_amount,dispute_after_7_days_count,dispute_after_7_days_rate,unique_merchant_count,unique_category_count,negative_transaction_count,missing_utr_count,kyc_status,kyc_match_flag,kyc_duplicate_entity_flag
USR38242,1,8928.58,8928.58,8928.58,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38247,1,13597.73,13597.73,13597.73,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38249,1,23462.32,23462.32,23462.32,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38255,1,21265.86,21265.86,21265.86,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38257,2,20169.32,10084.66,10084.66,12835.911408980666,1,1,0,0.5,0.5,0.0,1,0.5,1262.32,1262.32,1262.32,1262.32,0,0.0,2,2,0,0,UNKNOWN,False,False
USR38261,1,15598.0,15598.0,15598.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38263,1,17756.0,17756.0,17756.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38284,1,240.46,240.46,240.46,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38289,1,5074.77,5074.77,5074.77,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38299,1,15672.57,15672.57,15672.57,,1,0,0,1.0,0.0,0.0,1,1.0,891.95,891.95,891.95,891.95,0,0.0,1,1,0,0,VERIFIED,True,False
USR38304,1,6375.47,6375.47,6375.47,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38307,1,19111.67,19111.67,19111.67,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38316,2,-6021.580000000002,-3010.790000000001,-3010.790000000001,29793.887656752686,2,0,0,1.0,0.0,0.0,1,0.5,1995.0,1995.0,1995.0,1995.0,0,0.0,2,1,1,0,UNKNOWN,False,False
USR38322,1,22174.44,22174.44,22174.44,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38329,1,12653.0,12653.0,12653.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,REJECTED,True,True
USR38336,1,20820.64,20820.64,20820.64,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38341,1,11313.56,11313.56,11313.56,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,KYC_DONE,True,False
USR38342,1,23458.86,23458.86,23458.86,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38348,2,30694.42,15347.21,15347.21,5565.920317431789,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38355,1,17691.39,17691.39,17691.39,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,False,False
USR38358,2,35530.15,17765.075,17765.075,9640.036245390886,1,1,0,0.5,0.5,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,1,UNKNOWN,False,False
USR38364,1,15562.36,15562.36,15562.36,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38367,1,17854.0,17854.0,17854.0,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38369,1,6881.73,6881.73,6881.73,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38370,1,775.3,775.3,775.3,,1,0,0,1.0,0.0,0.0,1,1.0,10161.06,10161.06,10161.06,10161.06,1,1.0,1,0,0,0,UNKNOWN,False,False
USR38374,1,10165.93,10165.93,10165.93,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38378,2,24866.44,12433.22,12433.22,12824.93711173665,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,1,UNKNOWN,False,False
USR38384,1,10285.68,10285.68,10285.68,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,False,False
USR38387,1,3872.76,3872.76,3872.76,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38389,1,15017.36,15017.36,15017.36,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38391,1,23019.0,23019.0,23019.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38394,1,1776.71,1776.71,1776.71,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,PENDING,True,False
USR38402,2,4534.57,2267.285,2267.285,427.1137090401106,2,0,0,1.0,0.0,0.0,2,1.0,6401.49,3200.745,3200.745,3615.07,1,0.5,2,1,0,0,UNKNOWN,False,False
USR38404,1,23612.75,23612.75,23612.75,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,PENDING,True,False
USR38408,1,12315.64,12315.64,12315.64,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38409,1,5754.44,5754.44,5754.44,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38414,2,20345.36,10172.68,10172.68,6101.369856417491,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR38417,1,236.26,236.26,236.26,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38437,2,17249.329999999998,8624.664999999999,8624.664999999999,2450.669469032901,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,VERIFIED,True,False
USR38441,1,1564.0,1564.0,1564.0,,1,0,0,1.0,0.0,0.0,1,1.0,1345.79,1345.79,1345.79,1345.79,1,1.0,1,1,0,0,UNKNOWN,False,False
USR38444,1,12053.79,12053.79,12053.79,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38446,1,6636.87,6636.87,6636.87,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,KYC_DONE,True,False
USR38451,1,19916.94,19916.94,19916.94,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38465,1,1802.08,1802.08,1802.08,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38468,1,20313.27,20313.27,20313.27,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38473,1,4646.28,4646.28,4646.28,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38474,1,1561.13,1561.13,1561.13,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,False,False
USR38478,1,10165.1,10165.1,10165.1,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,VERIFIED,True,False
USR38497,1,24781.75,24781.75,24781.75,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38500,1,13392.69,13392.69,13392.69,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38511,1,22690.09,22690.09,22690.09,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38519,2,41767.97,20883.985,20883.985,852.7495649075415,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38523,1,8375.04,8375.04,8375.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38524,1,17132.18,17132.18,17132.18,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38526,1,11265.25,11265.25,11265.25,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38535,1,6472.02,6472.02,6472.02,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,PENDING,True,True
USR38537,1,20791.0,20791.0,20791.0,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38541,1,9113.1,9113.1,9113.1,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,REJECT,True,True
USR38543,1,15222.87,15222.87,15222.87,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,REJECT,True,False
USR38546,1,-9036.96,-9036.96,-9036.96,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,1,0,UNKNOWN,False,False
USR38548,2,34523.520000000004,17261.760000000002,17261.760000000002,5548.864901869571,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,REJECT,True,False
USR38551,2,24245.12,12122.56,12122.56,16117.367706297451,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,1,UNKNOWN,False,False
USR38559,1,-15331.92,-15331.92,-15331.92,,1,0,0,1.0,0.0,0.0,1,1.0,2740.59,2740.59,2740.59,2740.59,0,0.0,1,1,1,0,VERIFIED,True,False
USR38563,1,4023.74,4023.74,4023.74,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38564,2,9433.84,4716.92,4716.92,5885.91442018995,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,2,0,0,PENDING,True,True
USR38569,1,21938.0,21938.0,21938.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38576,1,111.0,111.0,111.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38577,1,4571.46,4571.46,4571.46,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,True
USR38591,1,1004.89,1004.89,1004.89,,1,0,0,1.0,0.0,0.0,1,1.0,955.91,955.91,955.91,955.91,1,1.0,1,0,0,0,VERIFIED,True,False
USR38594,1,19093.54,19093.54,19093.54,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38595,1,252.41,252.41,252.41,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38597,1,4952.21,4952.21,4952.21,,1,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,KYC_DONE,True,False
USR38606,1,17114.04,17114.04,17114.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38607,2,28914.940000000002,14457.470000000001,14457.470000000001,9095.061978062602,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38613,1,16692.27,16692.27,16692.27,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38618,2,14841.509999999998,7420.754999999999,7420.754999999999,2646.5239052859497,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38621,1,7537.63,7537.63,7537.63,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38622,1,1733.26,1733.26,1733.26,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38624,1,21251.0,21251.0,21251.0,,0,0,1,0.0,0.0,1.0,1,1.0,4814.0,4814.0,4814.0,4814.0,0,0.0,1,0,0,1,VERIFIED,True,True
USR38626,1,14001.48,14001.48,14001.48,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38627,1,2720.01,2720.01,2720.01,,1,0,0,1.0,0.0,0.0,1,1.0,530.01,530.01,530.01,530.01,0,0.0,1,0,0,0,PENDING,True,False
USR38628,1,8439.89,8439.89,8439.89,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38631,2,25856.15,12928.075,12928.075,2014.016889514584,1,1,0,0.5,0.5,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38632,1,16336.96,16336.96,16336.96,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECTED,True,False
USR38635,1,17983.94,17983.94,17983.94,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38642,1,24154.79,24154.79,24154.79,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38652,1,447.0,447.0,447.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,True
USR38656,1,9228.0,9228.0,9228.0,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,PENDING,True,False
USR38664,1,14102.35,14102.35,14102.35,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,VERIFIED,True,False
USR38673,2,7868.530000000001,3934.2650000000003,3934.2650000000003,27621.1111527261,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,1,0,UNKNOWN,False,False
USR38683,1,20011.1,20011.1,20011.1,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38687,3,43698.89,14566.296666666667,16132.3,10067.084194504056,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,0.3333333333333333,-2766.56,-2766.56,-2766.56,-2766.56,0,0.0,3,2,0,0,UNKNOWN,False,False
USR38688,1,11631.26,11631.26,11631.26,,1,0,0,1.0,0.0,0.0,1,1.0,1530.6,1530.6,1530.6,1530.6,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38698,1,16027.73,16027.73,16027.73,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38701,1,16537.65,16537.65,16537.65,,1,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38702,1,4672.0,4672.0,4672.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38704,1,10119.14,10119.14,10119.14,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38707,2,19876.61,9938.305,9938.305,3738.29677543798,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR38708,1,10592.0,10592.0,10592.0,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38713,1,24834.39,24834.39,24834.39,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,KYC_DONE,True,True
USR38714,1,11611.32,11611.32,11611.32,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,UNKNOWN,False,False
USR38717,1,8180.26,8180.26,8180.26,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38720,1,7745.73,7745.73,7745.73,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38722,1,12105.67,12105.67,12105.67,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38727,1,14321.04,14321.04,14321.04,,1,0,0,1.0,0.0,0.0,1,1.0,1370.91,1370.91,1370.91,1370.91,1,1.0,1,0,0,0,VERIFIED,True,True
USR38730,1,19291.03,19291.03,19291.03,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38745,1,10777.88,10777.88,10777.88,,1,0,0,1.0,0.0,0.0,1,1.0,2972.0,2972.0,2972.0,2972.0,0,0.0,1,1,0,1,UNKNOWN,False,False
USR38749,1,1817.99,1817.99,1817.99,,0,0,1,0.0,0.0,1.0,1,1.0,2359.0,2359.0,2359.0,2359.0,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38763,1,13839.28,13839.28,13839.28,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38765,1,6953.04,6953.04,6953.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38777,1,22446.0,22446.0,22446.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,True
USR38784,1,4496.41,4496.41,4496.41,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38797,1,10235.64,10235.64,10235.64,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,VERIFIED,True,False
USR38803,1,12941.35,12941.35,12941.35,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,False,False
USR38807,1,20484.78,20484.78,20484.78,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECTED,True,False
USR38814,1,10028.32,10028.32,10028.32,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR38819,1,14875.0,14875.0,14875.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38821,1,22227.01,22227.01,22227.01,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38825,1,7879.59,7879.59,7879.59,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38828,1,4445.27,4445.27,4445.27,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38829,1,2108.05,2108.05,2108.05,,1,0,0,1.0,0.0,0.0,1,1.0,8248.74,8248.74,8248.74,8248.74,0,0.0,1,0,0,0,VERIFIED,True,False
USR38837,1,18655.81,18655.81,18655.81,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,UNKNOWN,False,False
USR38844,1,9474.0,9474.0,9474.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38859,1,24998.12,24998.12,24998.12,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38866,1,6369.49,6369.49,6369.49,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38873,1,20404.98,20404.98,20404.98,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38876,1,15311.66,15311.66,15311.66,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38878,1,-2292.28,-2292.28,-2292.28,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,1,0,VERIFIED,True,False
USR38880,2,34655.100000000006,17327.550000000003,17327.550000000003,4076.5130199473197,1,1,0,0.5,0.5,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR38884,1,14140.43,14140.43,14140.43,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,KYC_DONE,True,False
USR38887,2,32775.17,16387.585,16387.585,2096.5079666078072,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38893,1,22460.68,22460.68,22460.68,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38902,2,24170.5,12085.25,12085.25,11261.01490165074,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR38909,1,18997.99,18997.99,18997.99,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38913,1,11059.48,11059.48,11059.48,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38914,1,14459.96,14459.96,14459.96,,1,0,0,1.0,0.0,0.0,1,1.0,743.0,743.0,743.0,743.0,1,1.0,1,0,0,0,VERIFIED,True,False
USR38915,1,5613.0,5613.0,5613.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38917,1,7597.09,7597.09,7597.09,,0,0,1,0.0,0.0,1.0,1,1.0,2328.0,2328.0,2328.0,2328.0,1,1.0,1,0,0,0,KYC_DONE,True,False
USR38921,1,-10547.82,-10547.82,-10547.82,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,1,0,UNKNOWN,False,False
USR38923,1,23853.91,23853.91,23853.91,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,True
USR38924,1,23562.02,23562.02,23562.02,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,REJECT,True,True
USR38928,1,2721.37,2721.37,2721.37,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR38931,2,35480.55,17740.275,17740.275,9686.973993526048,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR38932,1,12504.59,12504.59,12504.59,,1,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,0,VERIFIED,True,False
USR38954,1,5974.84,5974.84,5974.84,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38963,1,1328.6,1328.6,1328.6,,1,0,0,1.0,0.0,0.0,1,1.0,861.41,861.41,861.41,861.41,0,0.0,1,1,0,0,VERIFIED,True,False
USR38968,1,11204.08,11204.08,11204.08,,1,0,0,1.0,0.0,0.0,1,1.0,4888.42,4888.42,4888.42,4888.42,1,1.0,1,0,0,1,UNKNOWN,False,False
USR38969,1,16032.28,16032.28,16032.28,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR38974,1,20959.83,20959.83,20959.83,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR38984,1,12468.64,12468.64,12468.64,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR39004,1,17422.92,17422.92,17422.92,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR39005,1,17047.76,17047.76,17047.76,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR39009,2,26288.03,13144.015,13144.015,2422.526619141675,2,0,0,1.0,0.0,0.0,1,0.5,1056.33,1056.33,1056.33,1056.33,1,1.0,2,1,0,0,UNKNOWN,False,False
USR39016,1,9957.0,9957.0,9957.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,True
USR39017,1,2200.19,2200.19,2200.19,,1,0,0,1.0,0.0,0.0,1,1.0,2589.0,2589.0,2589.0,2589.0,1,1.0,1,0,0,0,UNKNOWN,False,False
USR39020,1,11270.06,11270.06,11270.06,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR39024,1,6645.95,6645.95,6645.95,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR39041,1,4064.21,4064.21,4064.21,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,True
USR39048,1,15304.0,15304.0,15304.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR39052,1,16771.48,16771.48,16771.48,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,KYC_DONE,True,False
USR39057,1,12912.35,12912.35,12912.35,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR39069,1,21312.45,21312.45,21312.45,,1,0,0,1.0,0.0,0.0,1,1.0,1208.71,1208.71,1208.71,1208.71,0,0.0,1,1,0,0,UNKNOWN,False,False
USR39070,1,22215.93,22215.93,22215.93,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR39071,1,7147.79,7147.79,7147.79,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR39072,1,23512.79,23512.79,23512.79,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR39076,1,16056.33,16056.33,16056.33,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
