cluster_id,n_users,n_merchants,n_transactions,transaction_amount,chargeback_count,chargebacked_transaction_count,disputed_amount,average_user_risk,average_merchant_risk,max_user_risk,max_merchant_risk,cluster_chargeback_rate,disputed_amount_ratio,temporal_concentration,relationship_concentration,cluster_risk_score,risk_level,top_signals,explanation
CLU00596,1,1,1,3561.25,1,1,1459.42,9.3333,10.0545,9.3333,10.0545,1.0,0.4098,0.0,0.1,31.6716,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 41.0%."
CLU00608,1,1,1,8994.98,1,1,2758.76,13.3333,12.815,13.3333,12.815,1.0,0.3067,0.0,0.1,31.6005,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 30.7%."
CLU00253,2,1,2,5569.31,1,1,2522.66,6.6667,19.4773,13.3333,19.4773,0.5,0.453,0.5,0.1,31.5591,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 45.3%."
CLU00355,2,1,2,6611.76,1,1,3487.78,6.6667,16.9724,9.3333,16.9724,0.5,0.5275,0.5,0.1,31.5502,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 52.8%."
CLU00631,1,1,1,8718.9,1,1,2539.68,13.3333,12.7294,13.3333,12.7294,1.0,0.2913,0.0,0.1,31.3693,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 29.1%."
CLU00350,2,1,2,6240.66,1,1,3677.06,4.6667,14.3246,9.3333,14.3246,0.5,0.5892,0.5,0.1,31.2842,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 58.9%."
CLU00613,1,1,1,9496.87,1,1,2703.6,13.3333,12.6927,13.3333,12.6927,1.0,0.2847,0.0,0.1,31.2702,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 28.5%."
CLU00145,3,1,3,43872.22,2,2,5552.97,8.8889,25.9984,13.3333,25.9984,0.6667,0.1266,0.3333,0.1,31.2642,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 66.7%, disputed amount ratio 12.7%."
CLU00265,2,1,2,13832.39,1,1,5978.59,6.6667,19.2469,13.3333,19.2469,0.5,0.4322,0.5,0.1,31.1443,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 43.2%."
CLU00599,1,1,1,24415.67,1,1,6694.94,13.3333,12.6345,13.3333,12.6345,1.0,0.2742,0.0,0.1,31.1131,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 27.4%."
CLU00575,1,1,1,8818.59,1,1,2406.17,13.3333,12.627,13.3333,12.627,1.0,0.2729,0.0,0.1,31.0928,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 27.3%."
CLU00611,1,1,1,6985.47,1,1,1858.07,13.3333,12.5888,13.3333,12.5888,1.0,0.266,0.0,0.1,30.9899,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 26.6%."
CLU00635,1,1,1,18940.17,2,1,2753.09,17.3333,14.4444,17.3333,14.4444,1.0,0.1454,0.0,0.1,30.9804,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 14.5%."
CLU00397,2,1,2,14798.78,1,1,5160.27,10.0,21.6522,20.0,21.6522,0.5,0.3487,0.5,0.1,30.9739,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 34.9%."
CLU00027,6,1,6,64887.54,2,2,16627.47,5.1111,39.5255,13.3333,39.5255,0.3333,0.2563,0.1667,0.1,30.9639,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 6 user(s) and 1 merchant(s) with 6 transaction(s), chargeback rate 33.3%, disputed amount ratio 25.6%."
CLU00586,1,1,1,4796.12,1,1,1748.13,9.3333,9.8027,9.3333,9.8027,1.0,0.3645,0.0,0.1,30.8785,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 36.4%."
CLU00152,3,1,3,38354.13,2,2,4182.94,8.8889,25.7066,13.3333,25.7066,0.6667,0.1091,0.3333,0.1,30.8702,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 66.7%, disputed amount ratio 10.9%."
CLU00624,1,1,1,10979.9,1,1,2784.85,13.3333,12.5202,13.3333,12.5202,1.0,0.2536,0.0,0.1,30.8045,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 25.4%."
CLU00202,3,1,3,26475.39,2,2,3281.64,6.2222,17.6214,9.3333,17.6214,0.6667,0.124,0.6667,0.1,30.7892,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 66.7%, disputed amount ratio 12.4%."
CLU00376,2,1,2,9483.67,2,2,-2396.65,11.3333,18.8889,13.3333,18.8889,1.0,-0.2527,0.5,0.1,30.7093,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 100.0%, disputed amount ratio -25.3%."
CLU00601,1,1,1,3433.0,1,1,980.58,12.0,9.3646,12.0,9.3646,1.0,0.2856,0.0,0.1,30.6845,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 28.6%."
CLU00618,1,1,1,13041.28,1,1,1623.96,17.3333,15.1362,17.3333,15.1362,1.0,0.1245,0.0,0.1,30.6679,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 12.5%."
CLU00637,1,1,1,4096.46,1,1,1001.43,13.3333,12.4692,13.3333,12.4692,1.0,0.2445,0.0,0.1,30.6669,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 24.4%."
CLU00555,2,1,2,5677.31,1,1,2311.12,8.0,18.9676,13.3333,18.9676,0.5,0.4071,0.5,0.1,30.6416,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 40.7%."
CLU00580,1,1,1,15387.54,2,1,5359.69,9.3333,9.7129,9.3333,9.7129,1.0,0.3483,0.0,0.1,30.5955,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 34.8%."
CLU00095,4,1,4,28115.16,1,1,6623.0,3.3333,41.1256,13.3333,41.1256,0.25,0.2356,0.25,0.1,30.54,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 23.6%."
CLU00010,8,3,10,115577.42,5,4,29763.48,5.6667,22.1884,13.3333,44.3814,0.4,0.2575,0.2,0.1,30.3958,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 8 user(s) and 3 merchant(s) with 10 transaction(s), chargeback rate 40.0%, disputed amount ratio 25.8%."
CLU00605,1,1,1,13221.13,1,1,2992.52,13.3333,12.3686,13.3333,12.3686,1.0,0.2263,0.0,0.1,30.3952,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 22.6%."
CLU00366,2,1,2,16696.52,1,1,7838.0,6.6667,16.3271,13.3333,16.3271,0.5,0.4694,0.5,0.1,30.3888,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 46.9%."
CLU00075,5,1,5,52578.99,2,2,13544.7,5.3333,34.378,13.3333,34.378,0.4,0.2576,0.2,0.1,30.3342,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 40.0%, disputed amount ratio 25.8%."
CLU00644,1,1,1,13490.27,1,1,2997.0,13.3333,12.3453,13.3333,12.3453,1.0,0.2222,0.0,0.1,30.3324,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 22.2%."
CLU00655,1,1,1,11211.49,1,1,1590.47,16.0,11.8992,16.0,11.8992,1.0,0.1419,0.0,0.1,30.3279,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 14.2%."
CLU00225,2,1,2,7005.38,1,1,3021.0,4.6667,17.3334,9.3333,17.3334,0.5,0.4312,0.5,0.1,30.2686,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 43.1%."
CLU00598,1,1,1,23679.35,1,1,354.48,20.0,14.5276,20.0,14.5276,1.0,0.015,0.0,0.1,30.2246,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 1.5%."
CLU00643,1,1,1,24666.12,1,1,3270.0,16.0,11.8476,16.0,11.8476,1.0,0.1326,0.0,0.1,30.1886,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 13.3%."
CLU00623,1,1,1,14973.35,1,1,4959.68,9.3333,7.7778,9.3333,7.7778,1.0,0.3312,0.0,0.1,30.1685,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 33.1%."
CLU00632,1,1,1,23025.65,1,1,4857.63,13.3333,12.2831,13.3333,12.2831,1.0,0.211,0.0,0.1,30.1645,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 21.1%."
CLU00639,1,1,1,13136.01,1,1,4246.38,9.3333,9.5737,9.3333,9.5737,1.0,0.3233,0.0,0.1,30.1571,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 32.3%."
CLU00592,1,1,1,18451.32,1,1,5874.15,9.3333,9.5464,9.3333,9.5464,1.0,0.3184,0.0,0.1,30.0713,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 31.8%."
CLU00588,1,1,1,5436.71,1,1,1093.6,13.3333,12.2286,13.3333,12.2286,1.0,0.2012,0.0,0.1,30.0173,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 20.1%."
CLU00465,2,1,2,23346.57,1,1,8749.79,6.6667,18.6086,13.3333,18.6086,0.5,0.3748,0.5,0.1,29.9956,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 37.5%."
CLU00103,4,1,4,51902.7,1,1,18514.67,5.3333,35.7049,13.3333,35.7049,0.25,0.3567,0.25,0.1,29.918,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 35.7%."
CLU00305,2,1,2,25650.98,1,1,13235.72,4.6667,13.511,9.3333,13.511,0.5,0.516,0.5,0.1,29.8199,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 51.6%."
CLU00597,1,1,1,9701.65,1,1,2926.76,9.3333,9.4538,9.3333,9.4538,1.0,0.3017,0.0,0.1,29.7793,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 30.2%."
CLU00651,1,1,1,18283.95,1,1,5305.63,9.3333,9.3899,9.3333,9.3899,1.0,0.2902,0.0,0.1,29.5781,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 29.0%."
CLU00398,2,1,2,25204.47,1,1,8722.75,6.6667,18.2898,13.3333,18.2898,0.5,0.3461,0.5,0.1,29.4216,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 34.6%."
CLU00220,2,1,2,18651.02,1,1,6448.11,6.6667,18.2858,13.3333,18.2858,0.5,0.3457,0.5,0.1,29.4145,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 34.6%."
CLU00139,4,1,4,44392.55,2,2,5157.54,7.6667,31.4707,13.3333,31.4707,0.5,0.1162,0.25,0.1,29.4045,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 50.0%, disputed amount ratio 11.6%."
CLU00612,1,1,1,13149.46,1,1,1017.08,16.0,11.5408,16.0,11.5408,1.0,0.0773,0.0,0.1,29.3602,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 7.7%."
CLU00104,4,1,4,71883.3,3,2,7752.35,6.6667,31.2855,13.3333,31.2855,0.5,0.1078,0.25,0.1,29.1962,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 50.0%, disputed amount ratio 10.8%."
CLU00155,3,1,3,25311.1,3,2,0.0,8.8889,25.5556,13.3333,25.5556,0.6667,0.0,0.3333,0.1,29.1663,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 66.7%, disputed amount ratio 0.0%."
CLU00654,1,1,1,19364.19,1,1,1124.0,16.0,11.4336,16.0,11.4336,1.0,0.058,0.0,0.1,29.0707,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 5.8%."
CLU00395,2,1,2,4779.67,1,1,1208.16,10.0,20.5863,17.3333,20.5863,0.5,0.2528,0.5,0.1,29.0554,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 25.3%."
CLU00501,2,1,2,46625.11,1,1,3087.13,6.6667,15.1801,13.3333,15.1801,0.5,0.0662,1.0,0.1,28.8242,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 6.6%."
CLU00474,2,1,2,18343.11,1,1,5779.34,6.6667,17.9452,13.3333,17.9452,0.5,0.3151,0.5,0.1,28.8014,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 31.5%."
CLU00087,4,1,4,38048.79,2,2,8011.2,5.6667,26.9011,13.3333,26.9011,0.5,0.2106,0.25,0.1,28.7638,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 50.0%, disputed amount ratio 21.1%."
CLU00040,5,1,5,62937.02,2,2,2773.41,5.3333,33.4463,13.3333,33.4463,0.4,0.0441,0.4,0.1,28.7118,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 40.0%, disputed amount ratio 4.4%."
CLU00246,2,1,2,24270.87,1,1,7520.47,6.6667,17.8873,13.3333,17.8873,0.5,0.3099,0.5,0.1,28.6971,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 31.0%."
CLU00185,3,1,3,47118.06,3,2,1312.53,8.0,16.0198,12.0,16.0198,0.6667,0.0279,0.6667,0.1,28.6271,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 66.7%, disputed amount ratio 2.8%."
CLU00607,1,1,1,12292.04,1,1,2801.1,9.3333,9.0438,9.3333,9.0438,1.0,0.2279,0.0,0.1,28.6182,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 22.8%."
CLU00629,1,1,1,7594.56,1,1,1704.54,9.3333,9.0247,9.3333,9.0247,1.0,0.2244,0.0,0.1,28.5666,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 22.4%."
CLU00606,1,1,1,20911.0,1,1,498.7,16.0,11.2436,16.0,11.2436,1.0,0.0238,0.0,0.1,28.5577,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 2.4%."
CLU00249,2,1,2,10989.14,1,1,4136.0,6.6667,15.293,9.3333,15.293,0.5,0.3764,0.5,0.1,28.5274,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 37.6%."
CLU00017,7,2,8,142713.58,3,3,31546.79,5.1429,26.2722,13.3333,30.5852,0.375,0.221,0.375,0.1,28.4665,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 7 user(s) and 2 merchant(s) with 8 transaction(s), chargeback rate 37.5%, disputed amount ratio 22.1%."
CLU00574,1,1,1,9741.23,1,1,2045.0,9.3333,8.9441,9.3333,8.9441,1.0,0.2099,0.0,0.1,28.349,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio 21.0%."
CLU00068,5,1,5,79757.69,2,2,8214.17,5.3333,35.083,13.3333,35.083,0.4,0.103,0.2,0.1,28.3322,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 40.0%, disputed amount ratio 10.3%."
CLU00167,3,1,3,36704.85,1,1,8504.48,6.2222,30.7587,16.0,30.7587,0.3333,0.2317,0.3333,0.1,28.3166,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 23.2%."
CLU00529,2,1,2,27304.31,1,1,7882.54,6.6667,17.6521,13.3333,17.6521,0.5,0.2887,0.5,0.1,28.2738,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 28.9%."
