user_id,retrospective_risk_score,risk_level,transaction_count,total_transaction_amount,chargeback_rate,total_disputed_amount,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3,explanation
USR28691,0.0,LOW,1,16423.99,0.0,0.0,,,,No risk signals identified.
USR28694,13.333333333333334,LOW,1,2293.0,1.0,3046.01,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR28696,0.0,LOW,1,284.04,0.0,0.0,,,,No risk signals identified.
USR28705,0.0,LOW,1,16611.96,0.0,0.0,,,,No risk signals identified.
USR28706,4.0,LOW,1,21637.08,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR28711,0.0,LOW,1,16698.44,0.0,0.0,,,,No risk signals identified.
USR28715,0.0,LOW,1,1631.19,0.0,0.0,,,,No risk signals identified.
USR28720,0.0,LOW,1,4150.0,0.0,0.0,,,,No risk signals identified.
USR28722,0.0,LOW,1,12606.73,0.0,0.0,,,,No risk signals identified.
USR28733,0.0,LOW,1,5275.09,0.0,0.0,,,,No risk signals identified.
USR28737,0.0,LOW,1,7705.17,0.0,0.0,,,,No risk signals identified.
USR28742,4.0,LOW,1,15821.43,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR28754,0.0,LOW,1,23661.95,0.0,0.0,,,,No risk signals identified.
USR28764,13.333333333333334,LOW,1,24731.51,1.0,996.14,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR28767,0.0,LOW,1,17643.44,0.0,0.0,,,,No risk signals identified.
USR28769,0.0,LOW,1,21645.7,0.0,0.0,,,,No risk signals identified.
USR28771,9.333333333333334,LOW,1,3619.47,1.0,905.53,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR28774,0.0,LOW,1,14783.71,0.0,0.0,,,,No risk signals identified.
USR28785,0.0,LOW,1,7750.87,0.0,0.0,,,,No risk signals identified.
USR28790,0.0,LOW,1,12661.59,0.0,0.0,,,,No risk signals identified.
USR28803,0.0,LOW,1,10164.01,0.0,0.0,,,,No risk signals identified.
USR28807,0.0,LOW,1,12919.15,0.0,0.0,,,,No risk signals identified.
USR28817,0.0,LOW,1,10485.81,0.0,0.0,,,,No risk signals identified.
USR28825,2.666666666666667,LOW,1,4963.0,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR28828,0.0,LOW,1,11177.39,0.0,0.0,,,,No risk signals identified.
USR28829,13.333333333333334,LOW,1,11569.0,1.0,6768.55,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR28837,0.0,LOW,1,13974.84,0.0,0.0,,,,No risk signals identified.
USR28847,0.0,LOW,1,5929.4,0.0,0.0,,,,No risk signals identified.
USR28850,0.0,LOW,1,1976.0,0.0,0.0,,,,No risk signals identified.
USR28857,0.0,LOW,1,17145.96,0.0,0.0,,,,No risk signals identified.
USR28860,0.0,LOW,1,22005.12,0.0,0.0,,,,No risk signals identified.
USR28861,0.0,LOW,1,22521.92,0.0,0.0,,,,No risk signals identified.
USR28868,0.0,LOW,1,2594.82,0.0,0.0,,,,No risk signals identified.
USR28871,0.0,LOW,1,1450.49,0.0,0.0,,,,No risk signals identified.
USR28872,0.0,LOW,1,9054.38,0.0,0.0,,,,No risk signals identified.
USR28876,0.0,LOW,1,16689.03,0.0,0.0,,,,No risk signals identified.
USR28882,0.0,LOW,1,5768.11,0.0,0.0,,,,No risk signals identified.
USR28883,0.0,LOW,2,23566.44,0.0,0.0,,,,No risk signals identified.
USR28894,0.0,LOW,2,47183.33,0.0,0.0,,,,No risk signals identified.
USR28900,0.0,LOW,1,634.02,0.0,0.0,,,,No risk signals identified.
USR28903,0.0,LOW,1,7365.1,0.0,0.0,,,,No risk signals identified.
USR28904,0.0,LOW,1,8180.02,0.0,0.0,,,,No risk signals identified.
USR28917,0.0,LOW,1,126.07,0.0,0.0,,,,No risk signals identified.
USR28919,13.333333333333334,LOW,2,38833.71,0.5,1820.01,user_chargeback_rate,user_failure_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate."
USR28920,0.0,LOW,1,19551.18,0.0,0.0,,,,No risk signals identified.
USR28924,0.0,LOW,2,21578.49,0.0,0.0,,,,No risk signals identified.
USR28926,13.333333333333334,LOW,1,11839.12,1.0,2563.38,user_chargeback_rate,user_failure_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate."
USR28927,16.0,LOW,1,11411.35,1.0,0.0,user_chargeback_rate,user_failure_rate,kyc_duplicate_entity,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and kyc duplicate entity."
USR28928,0.0,LOW,1,6221.0,0.0,0.0,,,,No risk signals identified.
USR28932,4.0,LOW,1,15550.83,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR28939,13.333333333333334,LOW,1,12837.21,1.0,226.51,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR28941,0.0,LOW,1,13771.08,0.0,0.0,,,,No risk signals identified.
USR28958,0.0,LOW,2,35679.94,0.0,0.0,,,,No risk signals identified.
USR28960,9.333333333333334,LOW,1,15955.94,1.0,7668.14,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR28965,0.0,LOW,1,10600.02,0.0,0.0,,,,No risk signals identified.
USR28966,0.0,LOW,1,10360.87,0.0,0.0,,,,No risk signals identified.
USR28970,0.0,LOW,1,15524.61,0.0,0.0,,,,No risk signals identified.
USR28972,2.666666666666667,LOW,1,11694.0,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR28973,0.0,LOW,1,15328.52,0.0,0.0,,,,No risk signals identified.
USR28977,0.0,LOW,1,18917.28,0.0,0.0,,,,No risk signals identified.
USR28982,4.0,LOW,1,3965.57,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR28983,0.0,LOW,1,23836.36,0.0,0.0,,,,No risk signals identified.
USR29001,0.0,LOW,1,9112.05,0.0,0.0,,,,No risk signals identified.
USR29003,0.0,LOW,1,17438.53,0.0,0.0,,,,No risk signals identified.
USR29012,0.0,LOW,1,13396.06,0.0,0.0,,,,No risk signals identified.
USR29024,2.666666666666667,LOW,1,-21911.76,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29025,0.0,LOW,1,15651.0,0.0,0.0,,,,No risk signals identified.
USR29029,9.333333333333334,LOW,2,21975.48,0.5,-1623.25,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29030,0.0,LOW,1,16407.18,0.0,0.0,,,,No risk signals identified.
USR29034,0.0,LOW,1,23795.78,0.0,0.0,,,,No risk signals identified.
USR29038,4.0,LOW,1,12528.23,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29039,0.0,LOW,1,24397.57,0.0,0.0,,,,No risk signals identified.
USR29054,0.0,LOW,1,6634.0,0.0,0.0,,,,No risk signals identified.
USR29058,0.0,LOW,1,-21556.45,0.0,0.0,,,,No risk signals identified.
USR29065,0.0,LOW,1,3253.28,0.0,0.0,,,,No risk signals identified.
USR29070,2.666666666666667,LOW,1,12494.06,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29075,0.0,LOW,1,14388.23,0.0,0.0,,,,No risk signals identified.
USR29079,13.333333333333334,LOW,1,19900.2,1.0,-4189.62,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29080,0.0,LOW,2,4996.22,0.0,0.0,,,,No risk signals identified.
USR29086,0.0,LOW,1,10239.48,0.0,0.0,,,,No risk signals identified.
USR29089,5.333333333333334,LOW,2,21572.44,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29096,0.0,LOW,1,23997.0,0.0,0.0,,,,No risk signals identified.
USR29097,9.333333333333334,LOW,1,7880.18,1.0,875.42,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29099,0.0,LOW,1,14889.42,0.0,0.0,,,,No risk signals identified.
USR29105,0.0,LOW,1,-11542.32,0.0,0.0,,,,No risk signals identified.
USR29106,0.0,LOW,1,4101.01,0.0,0.0,,,,No risk signals identified.
USR29111,0.0,LOW,1,22425.91,0.0,0.0,,,,No risk signals identified.
USR29124,0.0,LOW,1,5037.59,0.0,0.0,,,,No risk signals identified.
USR29125,0.0,LOW,1,14915.71,0.0,0.0,,,,No risk signals identified.
USR29128,0.0,LOW,1,7405.34,0.0,0.0,,,,No risk signals identified.
USR29134,0.0,LOW,1,18693.0,0.0,0.0,,,,No risk signals identified.
USR29137,0.0,LOW,1,6187.67,0.0,0.0,,,,No risk signals identified.
USR29150,4.0,LOW,1,12476.29,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29151,0.0,LOW,1,18127.9,0.0,0.0,,,,No risk signals identified.
USR29152,0.0,LOW,1,1734.5,0.0,0.0,,,,No risk signals identified.
USR29162,0.0,LOW,1,18335.53,0.0,0.0,,,,No risk signals identified.
USR29165,0.0,LOW,1,7122.9,0.0,0.0,,,,No risk signals identified.
USR29169,9.333333333333334,LOW,1,1971.53,1.0,3677.06,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29181,2.666666666666667,LOW,1,8505.9,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29192,0.0,LOW,1,208.77,0.0,0.0,,,,No risk signals identified.
USR29203,13.333333333333334,LOW,1,19303.07,1.0,876.37,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29205,0.0,LOW,1,21804.38,0.0,0.0,,,,No risk signals identified.
USR29207,0.0,LOW,1,8474.94,0.0,0.0,,,,No risk signals identified.
USR29215,0.0,LOW,1,20312.22,0.0,0.0,,,,No risk signals identified.
USR29216,4.0,LOW,3,29295.84,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29221,2.666666666666667,LOW,1,3728.41,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29225,0.0,LOW,2,24482.08,0.0,0.0,,,,No risk signals identified.
USR29228,0.0,LOW,1,10278.0,0.0,0.0,,,,No risk signals identified.
USR29232,4.0,LOW,1,4224.02,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29233,0.0,LOW,1,18245.0,0.0,0.0,,,,No risk signals identified.
USR29234,9.333333333333334,LOW,1,16233.77,1.0,9759.54,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29235,0.0,LOW,1,8731.38,0.0,0.0,,,,No risk signals identified.
USR29240,0.0,LOW,1,18414.99,0.0,0.0,,,,No risk signals identified.
USR29248,0.0,LOW,1,2919.97,0.0,0.0,,,,No risk signals identified.
USR29250,0.0,LOW,1,22717.0,0.0,0.0,,,,No risk signals identified.
USR29258,0.0,LOW,1,984.77,0.0,0.0,,,,No risk signals identified.
USR29265,0.0,LOW,1,8571.0,0.0,0.0,,,,No risk signals identified.
USR29277,0.0,LOW,1,11449.16,0.0,0.0,,,,No risk signals identified.
USR29278,9.333333333333334,LOW,1,7921.89,1.0,3625.88,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29282,9.333333333333334,LOW,1,-9071.8,1.0,-3106.54,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29285,9.333333333333334,LOW,1,9830.0,1.0,17242.91,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29288,0.0,LOW,1,3900.35,0.0,0.0,,,,No risk signals identified.
USR29289,0.0,LOW,1,17230.0,0.0,0.0,,,,No risk signals identified.
USR29297,0.0,LOW,1,731.16,0.0,0.0,,,,No risk signals identified.
USR29299,0.0,LOW,1,15745.79,0.0,0.0,,,,No risk signals identified.
USR29301,9.333333333333334,LOW,1,12091.89,1.0,1335.62,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29303,0.0,LOW,1,10620.07,0.0,0.0,,,,No risk signals identified.
USR29307,0.0,LOW,2,25572.0,0.0,0.0,,,,No risk signals identified.
USR29312,13.333333333333334,LOW,1,6093.97,1.0,-2108.75,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29314,0.0,LOW,1,6528.0,0.0,0.0,,,,No risk signals identified.
USR29318,0.0,LOW,1,10999.11,0.0,0.0,,,,No risk signals identified.
USR29322,4.0,LOW,1,22526.95,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29323,4.0,LOW,1,21911.45,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29324,0.0,LOW,1,16350.99,0.0,0.0,,,,No risk signals identified.
USR29331,4.0,LOW,1,17403.78,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29333,0.0,LOW,1,16207.72,0.0,0.0,,,,No risk signals identified.
USR29334,0.0,LOW,1,20056.9,0.0,0.0,,,,No risk signals identified.
USR29335,0.0,LOW,1,4142.61,0.0,0.0,,,,No risk signals identified.
USR29344,0.0,LOW,1,17555.41,0.0,0.0,,,,No risk signals identified.
USR29348,0.0,LOW,1,8139.13,0.0,0.0,,,,No risk signals identified.
USR29350,0.0,LOW,1,15789.16,0.0,0.0,,,,No risk signals identified.
USR29356,0.0,LOW,1,9673.81,0.0,0.0,,,,No risk signals identified.
USR29373,0.0,LOW,2,30099.88,0.0,0.0,,,,No risk signals identified.
USR29375,0.0,LOW,1,23692.68,0.0,0.0,,,,No risk signals identified.
USR29382,4.0,LOW,1,15910.92,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29383,0.0,LOW,1,11489.0,0.0,0.0,,,,No risk signals identified.
USR29391,0.0,LOW,1,1374.71,0.0,0.0,,,,No risk signals identified.
USR29394,0.0,LOW,1,14582.42,0.0,0.0,,,,No risk signals identified.
USR29401,0.0,LOW,1,3756.44,0.0,0.0,,,,No risk signals identified.
USR29403,0.0,LOW,1,15589.56,0.0,0.0,,,,No risk signals identified.
USR29409,2.666666666666667,LOW,1,7915.18,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29415,0.0,LOW,1,7114.36,0.0,0.0,,,,No risk signals identified.
USR29420,4.0,LOW,1,2433.17,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29434,0.0,LOW,1,8304.34,0.0,0.0,,,,No risk signals identified.
USR29435,0.0,LOW,1,5527.0,0.0,0.0,,,,No risk signals identified.
USR29442,4.0,LOW,1,18228.55,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29445,0.0,LOW,2,8247.05,0.0,0.0,,,,No risk signals identified.
USR29446,4.0,LOW,1,23359.83,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29448,0.0,LOW,1,4398.91,0.0,0.0,,,,No risk signals identified.
USR29449,2.666666666666667,LOW,1,20353.16,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29456,0.0,LOW,1,19504.3,0.0,0.0,,,,No risk signals identified.
USR29463,13.333333333333334,LOW,1,1781.08,1.0,4883.77,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29464,0.0,LOW,1,16966.77,0.0,0.0,,,,No risk signals identified.
USR29493,0.0,LOW,1,5677.05,0.0,0.0,,,,No risk signals identified.
USR29503,0.0,LOW,1,22550.68,0.0,0.0,,,,No risk signals identified.
USR29505,0.0,LOW,1,-6434.47,0.0,0.0,,,,No risk signals identified.
USR29510,0.0,LOW,1,12194.4,0.0,0.0,,,,No risk signals identified.
USR29516,5.333333333333334,LOW,2,32427.08,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29518,0.0,LOW,1,-20890.94,0.0,0.0,,,,No risk signals identified.
USR29523,0.0,LOW,1,18403.52,0.0,0.0,,,,No risk signals identified.
USR29528,0.0,LOW,1,18947.75,0.0,0.0,,,,No risk signals identified.
USR29533,0.0,LOW,1,17204.26,0.0,0.0,,,,No risk signals identified.
USR29542,0.0,LOW,1,13646.94,0.0,0.0,,,,No risk signals identified.
USR29549,0.0,LOW,1,12032.0,0.0,0.0,,,,No risk signals identified.
USR29557,0.0,LOW,1,2829.89,0.0,0.0,,,,No risk signals identified.
USR29560,4.0,LOW,1,4972.59,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29561,0.0,LOW,1,17725.41,0.0,0.0,,,,No risk signals identified.
USR29564,2.666666666666667,LOW,1,1056.59,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29565,0.0,LOW,1,8402.05,0.0,0.0,,,,No risk signals identified.
USR29567,4.0,LOW,1,8430.75,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29570,0.0,LOW,1,24983.38,0.0,0.0,,,,No risk signals identified.
USR29572,0.0,LOW,1,12087.52,0.0,0.0,,,,No risk signals identified.
USR29575,0.0,LOW,1,15377.0,0.0,0.0,,,,No risk signals identified.
USR29579,17.333333333333336,LOW,1,3488.3,1.0,1349.33,user_chargeback_rate,user_failure_rate,user_delayed_dispute_rate,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and user delayed dispute rate."
USR29580,0.0,LOW,1,15902.51,0.0,0.0,,,,No risk signals identified.
USR29583,0.0,LOW,1,8071.0,0.0,0.0,,,,No risk signals identified.
USR29588,0.0,LOW,1,20226.0,0.0,0.0,,,,No risk signals identified.
USR29593,0.0,LOW,1,487.71,0.0,0.0,,,,No risk signals identified.
USR29605,4.0,LOW,1,8175.63,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29609,0.0,LOW,1,22015.76,0.0,0.0,,,,No risk signals identified.
USR29612,0.0,LOW,1,15850.9,0.0,0.0,,,,No risk signals identified.
USR29615,0.0,LOW,1,-21176.83,0.0,0.0,,,,No risk signals identified.
USR29617,0.0,LOW,1,11612.17,0.0,0.0,,,,No risk signals identified.
USR29619,2.666666666666667,LOW,1,8244.97,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29622,4.0,LOW,1,20882.75,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29624,0.0,LOW,1,10735.98,0.0,0.0,,,,No risk signals identified.
USR29631,0.0,LOW,1,11882.96,0.0,0.0,,,,No risk signals identified.
USR29647,4.0,LOW,1,-3365.53,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29649,0.0,LOW,1,20081.23,0.0,0.0,,,,No risk signals identified.
USR29651,0.0,LOW,1,18883.36,0.0,0.0,,,,No risk signals identified.
USR29654,4.0,LOW,1,11904.82,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29655,0.0,LOW,1,22333.68,0.0,0.0,,,,No risk signals identified.
USR29662,13.333333333333334,LOW,1,8456.52,1.0,4923.1,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29666,0.0,LOW,1,14884.79,0.0,0.0,,,,No risk signals identified.
USR29671,0.0,LOW,1,16769.88,0.0,0.0,,,,No risk signals identified.
USR29672,13.333333333333334,LOW,1,4459.12,1.0,-492.79,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29677,0.0,LOW,1,19221.42,0.0,0.0,,,,No risk signals identified.
USR29689,0.0,LOW,1,9859.39,0.0,0.0,,,,No risk signals identified.
USR29699,9.333333333333334,LOW,1,18451.32,1.0,5874.15,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29705,0.0,LOW,1,107.92,0.0,0.0,,,,No risk signals identified.
USR29711,0.0,LOW,2,20790.24,0.0,0.0,,,,No risk signals identified.
USR29715,17.333333333333336,LOW,1,5774.44,1.0,1383.39,user_chargeback_rate,user_failure_rate,user_delayed_dispute_rate,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and user delayed dispute rate."
USR29718,0.0,LOW,1,23723.42,0.0,0.0,,,,No risk signals identified.
USR29725,0.0,LOW,1,3260.86,0.0,0.0,,,,No risk signals identified.
USR29729,6.666666666666667,LOW,1,7576.31,0.0,0.0,user_failure_rate,kyc_duplicate_entity,,"Elevated risk driven primarily by user failure rate, combined with kyc duplicate entity."
USR29731,0.0,LOW,1,620.11,0.0,0.0,,,,No risk signals identified.
USR29732,0.0,LOW,1,2764.72,0.0,0.0,,,,No risk signals identified.
USR29736,13.333333333333334,LOW,1,19503.4,1.0,4290.41,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29739,9.333333333333334,LOW,1,6763.49,1.0,-224.97,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29749,0.0,LOW,1,10799.0,0.0,0.0,,,,No risk signals identified.
USR29750,0.0,LOW,1,22503.08,0.0,0.0,,,,No risk signals identified.
USR29757,0.0,LOW,1,18646.33,0.0,0.0,,,,No risk signals identified.
USR29758,0.0,LOW,1,1159.61,0.0,0.0,,,,No risk signals identified.
USR29762,0.0,LOW,1,602.67,0.0,0.0,,,,No risk signals identified.
USR29767,0.0,LOW,1,6832.99,0.0,0.0,,,,No risk signals identified.
USR29770,0.0,LOW,1,15953.7,0.0,0.0,,,,No risk signals identified.
USR29779,0.0,LOW,1,16004.82,0.0,0.0,,,,No risk signals identified.
USR29782,17.333333333333336,LOW,1,10836.94,1.0,1087.14,user_chargeback_rate,user_failure_rate,user_delayed_dispute_rate,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and user delayed dispute rate."
USR29783,0.0,LOW,1,11234.0,0.0,0.0,,,,No risk signals identified.
USR29785,0.0,LOW,1,22532.47,0.0,0.0,,,,No risk signals identified.
USR29794,0.0,LOW,1,5950.09,0.0,0.0,,,,No risk signals identified.
USR29796,0.0,LOW,1,11755.01,0.0,0.0,,,,No risk signals identified.
USR29798,9.333333333333334,LOW,1,3711.87,1.0,4146.46,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29810,0.0,LOW,1,18894.49,0.0,0.0,,,,No risk signals identified.
USR29813,0.0,LOW,1,16549.0,0.0,0.0,,,,No risk signals identified.
USR29821,4.0,LOW,1,-14687.99,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29831,2.666666666666667,LOW,1,15939.76,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29835,2.666666666666667,LOW,1,6841.86,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR29836,0.0,LOW,1,17254.98,0.0,0.0,,,,No risk signals identified.
USR29841,0.0,LOW,1,17982.85,0.0,0.0,,,,No risk signals identified.
USR29842,13.333333333333334,LOW,1,19092.63,1.0,1671.34,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29843,4.0,LOW,1,9066.64,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29850,0.0,LOW,1,22085.37,0.0,0.0,,,,No risk signals identified.
USR29853,0.0,LOW,1,10308.22,0.0,0.0,,,,No risk signals identified.
USR29857,0.0,LOW,1,12211.0,0.0,0.0,,,,No risk signals identified.
USR29863,0.0,LOW,1,2589.0,0.0,0.0,,,,No risk signals identified.
USR29864,0.0,LOW,1,-8685.7,0.0,0.0,,,,No risk signals identified.
USR29865,0.0,LOW,1,5167.6,0.0,0.0,,,,No risk signals identified.
USR29866,0.0,LOW,1,639.58,0.0,0.0,,,,No risk signals identified.
USR29873,6.666666666666667,LOW,1,573.82,0.0,0.0,user_failure_rate,kyc_duplicate_entity,,"Elevated risk driven primarily by user failure rate, combined with kyc duplicate entity."
USR29875,4.0,LOW,1,22217.18,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29876,0.0,LOW,1,9724.27,0.0,0.0,,,,No risk signals identified.
USR29882,4.0,LOW,1,17189.05,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29884,13.333333333333334,LOW,1,11604.9,1.0,5092.34,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29890,9.333333333333334,LOW,1,18889.92,1.0,6616.61,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29892,0.0,LOW,1,17955.9,0.0,0.0,,,,No risk signals identified.
USR29893,9.333333333333334,LOW,2,21782.58,0.5,427.33,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29895,0.0,LOW,1,19994.3,0.0,0.0,,,,No risk signals identified.
USR29901,4.0,LOW,1,24174.96,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29902,0.0,LOW,1,14865.96,0.0,0.0,,,,No risk signals identified.
USR29908,0.0,LOW,1,1991.21,0.0,0.0,,,,No risk signals identified.
USR29915,0.0,LOW,1,14494.92,0.0,0.0,,,,No risk signals identified.
USR29920,0.0,LOW,1,2334.83,0.0,0.0,,,,No risk signals identified.
USR29925,0.0,LOW,1,996.09,0.0,0.0,,,,No risk signals identified.
USR29929,0.0,LOW,1,15262.24,0.0,0.0,,,,No risk signals identified.
USR29943,0.0,LOW,1,21775.48,0.0,0.0,,,,No risk signals identified.
USR29949,0.0,LOW,1,19498.34,0.0,0.0,,,,No risk signals identified.
USR29950,0.0,LOW,1,2786.32,0.0,0.0,,,,No risk signals identified.
USR29952,13.333333333333334,LOW,1,7039.95,1.0,0.0,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29956,4.0,LOW,2,33397.14,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29958,9.333333333333334,LOW,2,36812.84,0.5,2059.37,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR29961,0.0,LOW,1,7287.82,0.0,0.0,,,,No risk signals identified.
USR29963,4.0,LOW,1,19086.9,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR29967,0.0,LOW,1,17851.43,0.0,0.0,,,,No risk signals identified.
USR29969,0.0,LOW,1,6673.74,0.0,0.0,,,,No risk signals identified.
USR29970,13.333333333333334,LOW,1,15307.62,1.0,1931.29,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR29973,0.0,LOW,1,7756.95,0.0,0.0,,,,No risk signals identified.
USR29988,0.0,LOW,1,-17176.94,0.0,0.0,,,,No risk signals identified.
USR30002,0.0,LOW,1,19872.29,0.0,0.0,,,,No risk signals identified.
USR30005,13.333333333333334,LOW,1,19596.16,1.0,2521.22,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR30007,0.0,LOW,1,11337.96,0.0,0.0,,,,No risk signals identified.
USR30012,0.0,LOW,1,9148.36,0.0,0.0,,,,No risk signals identified.
USR30014,4.0,LOW,1,3885.81,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
