merchant_id,retrospective_risk_score,risk_level,transaction_count,total_transaction_amount,chargeback_transaction_count,chargeback_rate,disputed_amount_ratio,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3,explanation
MCH3605,0.0,LOW,3,31639.65,0,0.0,0.0,,,,No risk signals identified.
MCH3606,15.418124413363794,LOW,2,26423.01,1,0.5,0.0876311972027411,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3607,0.0,LOW,1,12582.07,0,0.0,0.0,,,,No risk signals identified.
MCH3608,0.0,LOW,3,32661.21,0,0.0,0.0,,,,No risk signals identified.
MCH3609,8.332678700822505,LOW,2,34489.24,1,0.5,0.0499410830740254,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3610,7.562882959054909,LOW,6,66400.45999999999,1,0.1666666666666666,0.0389304531926435,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3611,0.0,LOW,1,23618.28,0,0.0,0.0,,,,No risk signals identified.
MCH3612,0.0,LOW,1,2244.38,0,0.0,0.0,,,,No risk signals identified.
MCH3613,0.0,LOW,4,65389.78,0,0.0,0.0,,,,No risk signals identified.
MCH3615,0.0,LOW,4,60142.62,0,0.0,0.0,,,,No risk signals identified.
MCH3617,0.0,LOW,1,1886.59,0,0.0,0.0,,,,No risk signals identified.
MCH3618,0.0,LOW,3,39711.12,0,0.0,0.0,,,,No risk signals identified.
MCH3619,0.0,LOW,2,22379.58,0,0.0,0.0,,,,No risk signals identified.
MCH3620,3.3333333333333335,LOW,3,59701.40000000001,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3621,3.3333333333333335,LOW,4,45850.14,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3622,0.0,LOW,2,-29654.65,0,0.0,0.0,,,,No risk signals identified.
MCH3623,26.9659286374235,LOW,4,56953.63,1,0.25,0.2634667886840575,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3624,12.128378531202843,LOW,6,82857.56,1,0.1666666666666666,0.0032882937899691,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH3625,3.3333333333333335,LOW,1,7202.98,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3626,9.05890837017699,LOW,2,36562.15,1,0.5,0.1153017533159291,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3627,3.3333333333333335,LOW,2,40038.93,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3628,0.0,LOW,2,24063.67,0,0.0,0.0,,,,No risk signals identified.
MCH3630,14.781887224631005,LOW,2,36470.71,1,0.5,0.0303698502167904,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3631,0.0,LOW,1,9817.2,0,0.0,0.0,,,,No risk signals identified.
MCH3632,14.444444444444443,LOW,1,-18940.17,1,1.0,0.0,merchant_chargeback_rate,merchant_failure_rate,merchant_delayed_dispute_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant delayed dispute rate."
MCH3633,0.0,LOW,2,20633.35,0,0.0,0.0,,,,No risk signals identified.
MCH3634,0.0,LOW,1,18405.0,0,0.0,0.0,,,,No risk signals identified.
MCH3635,0.0,LOW,3,40929.7,0,0.0,0.0,,,,No risk signals identified.
MCH3636,0.0,LOW,2,27440.66,0,0.0,0.0,,,,No risk signals identified.
MCH3637,8.72021080580828,LOW,1,15086.66,1,1.0,0.1696379450454905,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3638,0.0,LOW,2,25791.26,0,0.0,0.0,,,,No risk signals identified.
MCH3639,0.0,LOW,3,58236.36,0,0.0,0.0,,,,No risk signals identified.
MCH3641,3.3333333333333335,LOW,1,627.19,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3643,0.0,LOW,4,63602.42,0,0.0,0.0,,,,No risk signals identified.
MCH3644,0.0,LOW,2,29794.64,0,0.0,0.0,,,,No risk signals identified.
MCH3646,3.3333333333333335,LOW,3,46327.39,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3648,0.0,LOW,1,6588.55,0,0.0,0.0,,,,No risk signals identified.
MCH3649,0.0,LOW,1,16936.27,0,0.0,0.0,,,,No risk signals identified.
MCH3650,21.523571779419896,LOW,4,58339.3,1,0.25,0.0185607300738952,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3651,14.728207364521994,LOW,2,39457.43,1,0.5,0.0255386628069795,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3652,0.0,LOW,1,8985.51,0,0.0,0.0,,,,No risk signals identified.
MCH3653,0.0,LOW,3,10630.07,0,0.0,0.0,,,,No risk signals identified.
MCH3654,3.3333333333333335,LOW,2,26464.43,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3655,0.0,LOW,2,-5036.75,0,0.0,0.0,,,,No risk signals identified.
MCH3656,0.0,LOW,2,3995.99,0,0.0,0.0,,,,No risk signals identified.
MCH3657,14.444444444444443,LOW,2,46859.490000000005,1,0.5,-0.056825415726889,merchant_chargeback_rate,merchant_delayed_dispute_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate."
MCH3658,0.0,LOW,2,-3676.4900000000016,0,0.0,0.0,,,,No risk signals identified.
MCH3659,8.05282439211718,LOW,2,6562.120000000001,1,0.5,0.0247541952905463,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3661,0.0,LOW,1,2783.84,0,0.0,0.0,,,,No risk signals identified.
MCH3662,11.423306945318325,LOW,1,21535.45,1,1.0,0.0561952501572987,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3663,0.0,LOW,1,15891.0,0,0.0,0.0,,,,No risk signals identified.
MCH3664,0.0,LOW,2,14673.42,0,0.0,0.0,,,,No risk signals identified.
MCH3665,0.0,LOW,1,16.02,0,0.0,0.0,,,,No risk signals identified.
MCH3666,0.0,LOW,1,9531.0,0,0.0,0.0,,,,No risk signals identified.
MCH3667,0.0,LOW,1,21968.65,0,0.0,0.0,,,,No risk signals identified.
MCH3668,22.22222222222222,LOW,2,15589.89,2,1.0,-0.0651903252684913,merchant_chargeback_rate,merchant_failure_rate,merchant_delayed_dispute_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant delayed dispute rate."
MCH3669,3.3333333333333335,LOW,2,11731.32,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3671,0.0,LOW,2,6382.89,0,0.0,0.0,,,,No risk signals identified.
MCH3672,0.0,LOW,1,3614.84,0,0.0,0.0,,,,No risk signals identified.
MCH3673,0.0,LOW,3,26610.54,0,0.0,0.0,,,,No risk signals identified.
MCH3674,7.975525928804804,LOW,4,43226.7,1,0.25,0.0088986667962162,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3675,0.0,LOW,3,41744.06,0,0.0,0.0,,,,No risk signals identified.
MCH3676,0.0,LOW,3,10287.22,0,0.0,0.0,,,,No risk signals identified.
MCH3677,0.0,LOW,5,73867.70999999999,0,0.0,0.0,,,,No risk signals identified.
MCH3678,0.0,LOW,2,30388.71,0,0.0,0.0,,,,No risk signals identified.
MCH3679,7.1428571428571415,LOW,7,64169.07,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3680,3.3333333333333335,LOW,4,48942.28,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3681,0.0,LOW,3,39164.95,0,0.0,0.0,,,,No risk signals identified.
MCH3683,0.0,LOW,3,40128.69,0,0.0,0.0,,,,No risk signals identified.
MCH3684,0.0,LOW,3,37211.77,0,0.0,0.0,,,,No risk signals identified.
MCH3685,0.0,LOW,2,28588.18,0,0.0,0.0,,,,No risk signals identified.
MCH3686,0.0,LOW,5,73686.68000000001,0,0.0,0.0,,,,No risk signals identified.
MCH3687,0.0,LOW,2,47029.05,0,0.0,0.0,,,,No risk signals identified.
MCH3688,3.3333333333333335,LOW,1,5102.81,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3690,0.0,LOW,2,23241.120000000003,0,0.0,0.0,,,,No risk signals identified.
MCH3695,0.0,LOW,2,26698.870000000003,0,0.0,0.0,,,,No risk signals identified.
MCH3696,22.671359087382445,LOW,4,31020.71,1,0.25,0.0702111589322101,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3697,0.0,LOW,2,41143.259999999995,0,0.0,0.0,,,,No risk signals identified.
MCH3698,0.0,LOW,4,70169.68,0,0.0,0.0,,,,No risk signals identified.
MCH3699,6.410177886107787,LOW,7,71838.1,1,0.1428571428571428,0.0307664038998804,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3700,0.0,LOW,1,7930.46,0,0.0,0.0,,,,No risk signals identified.
MCH3701,18.675855875533475,LOW,3,40136.45,1,0.3333333333333333,0.0538846858653418,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3702,0.0,LOW,1,16796.0,0,0.0,0.0,,,,No risk signals identified.
MCH3703,0.0,LOW,2,18681.16,0,0.0,0.0,,,,No risk signals identified.
MCH3704,18.111231193076733,LOW,3,43886.69,1,0.3333333333333333,0.0200072049179375,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3705,3.3333333333333335,LOW,4,70623.95,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3706,0.0,LOW,5,59227.42,0,0.0,0.0,,,,No risk signals identified.
MCH3707,0.0,LOW,1,15902.0,0,0.0,0.0,,,,No risk signals identified.
MCH3708,0.0,LOW,1,12787.28,0,0.0,0.0,,,,No risk signals identified.
MCH3709,3.3333333333333335,LOW,2,30995.67,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3710,0.0,LOW,4,35012.93,0,0.0,0.0,,,,No risk signals identified.
MCH3712,11.832467240535786,LOW,1,2100.75,1,1.0,0.1298441032964417,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3713,0.0,LOW,3,43630.05,0,0.0,0.0,,,,No risk signals identified.
MCH3714,0.0,LOW,2,24827.5,0,0.0,0.0,,,,No risk signals identified.
MCH3715,3.3333333333333335,LOW,5,60815.58,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3716,0.0,LOW,2,17026.4,0,0.0,0.0,,,,No risk signals identified.
MCH3717,0.0,LOW,1,7512.68,0,0.0,0.0,,,,No risk signals identified.
MCH3718,3.3333333333333335,LOW,3,30167.68,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3719,0.0,LOW,3,11320.62,0,0.0,0.0,,,,No risk signals identified.
MCH3720,0.0,LOW,3,58151.54,0,0.0,0.0,,,,No risk signals identified.
MCH3721,9.464010534166487,LOW,3,13299.37,1,0.3333333333333333,0.1011739653833226,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3722,27.39726447105474,LOW,5,77262.49,2,0.4,0.1263015209579706,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3723,3.3333333333333335,LOW,4,57359.07,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3724,8.201286068569756,LOW,2,30937.870000000003,1,0.5,0.0381157461712781,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3725,0.0,LOW,1,939.01,0,0.0,0.0,,,,No risk signals identified.
MCH3726,6.666666666666667,LOW,4,43040.14,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3727,3.3333333333333335,LOW,2,28835.49,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3728,0.0,LOW,2,34127.74,0,0.0,0.0,,,,No risk signals identified.
MCH3729,0.0,LOW,2,26808.42,0,0.0,0.0,,,,No risk signals identified.
MCH3730,0.0,LOW,2,25369.97,0,0.0,0.0,,,,No risk signals identified.
MCH3731,0.0,LOW,2,4014.25,0,0.0,0.0,,,,No risk signals identified.
MCH3732,0.0,LOW,2,20046.08,0,0.0,0.0,,,,No risk signals identified.
MCH3733,8.046169688912881,LOW,2,44938.43,1,0.5,0.0241552720021594,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3734,7.85280956182587,LOW,2,40233.32,1,0.5,0.0067528605643282,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3736,0.0,LOW,2,5397.3,0,0.0,0.0,,,,No risk signals identified.
MCH3737,0.0,LOW,1,13241.78,0,0.0,0.0,,,,No risk signals identified.
MCH3740,0.0,LOW,1,5814.92,0,0.0,0.0,,,,No risk signals identified.
MCH3741,0.0,LOW,3,28316.67,0,0.0,0.0,,,,No risk signals identified.
MCH3742,0.0,LOW,6,95195.02,0,0.0,0.0,,,,No risk signals identified.
MCH3743,3.3333333333333335,LOW,2,15970.23,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3744,0.0,LOW,1,22105.42,0,0.0,0.0,,,,No risk signals identified.
MCH3745,21.94252319112976,LOW,3,48109.51,2,0.6666666666666666,0.083218058134452,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3746,0.0,LOW,2,45109.64,0,0.0,0.0,,,,No risk signals identified.
MCH3747,0.0,LOW,1,14147.54,0,0.0,0.0,,,,No risk signals identified.
MCH3748,7.777777777777778,LOW,5,45176.17,1,0.2,0.0,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH3749,0.0,LOW,4,17459.74,0,0.0,0.0,,,,No risk signals identified.
MCH3750,0.0,LOW,1,10418.45,0,0.0,0.0,,,,No risk signals identified.
MCH3751,0.0,LOW,3,24714.020000000004,0,0.0,0.0,,,,No risk signals identified.
MCH3752,0.0,LOW,2,29797.77,0,0.0,0.0,,,,No risk signals identified.
MCH3753,0.0,LOW,1,14083.48,0,0.0,0.0,,,,No risk signals identified.
MCH3754,0.0,LOW,2,30614.58,0,0.0,0.0,,,,No risk signals identified.
MCH3755,0.0,LOW,1,24970.66,0,0.0,0.0,,,,No risk signals identified.
MCH3756,0.0,LOW,2,16610.37,0,0.0,0.0,,,,No risk signals identified.
MCH3757,0.0,LOW,1,2871.0,0,0.0,0.0,,,,No risk signals identified.
MCH3758,0.0,LOW,2,39922.58,0,0.0,0.0,,,,No risk signals identified.
MCH3759,0.0,LOW,2,15540.95,0,0.0,0.0,,,,No risk signals identified.
MCH3760,7.777777777777778,LOW,2,32970.06,1,0.5,-0.045615021628714,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH3761,0.0,LOW,3,18799.28,0,0.0,0.0,,,,No risk signals identified.
MCH3762,3.3333333333333335,LOW,1,9951.41,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3763,0.0,LOW,1,24710.64,0,0.0,0.0,,,,No risk signals identified.
MCH3764,0.0,LOW,1,4907.54,0,0.0,0.0,,,,No risk signals identified.
MCH3765,6.962193867112229,LOW,6,70761.3,1,0.1666666666666666,0.017305645882707,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3766,17.893292318604264,LOW,2,30265.550000000003,1,0.5,0.0103963086743839,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH3767,12.580130494657531,LOW,2,13602.43,1,0.5,0.4322117445191778,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3768,0.0,LOW,2,23438.8,0,0.0,0.0,,,,No risk signals identified.
MCH3769,0.0,LOW,2,42347.66,0,0.0,0.0,,,,No risk signals identified.
MCH3771,24.97487182183276,LOW,3,32208.64,2,0.6666666666666666,0.2651589759766323,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3772,0.0,LOW,2,14639.23,0,0.0,0.0,,,,No risk signals identified.
MCH3773,8.132292865748859,LOW,3,18283.66,1,0.3333333333333333,0.0212709052782648,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3775,0.0,LOW,3,31534.41,0,0.0,0.0,,,,No risk signals identified.
MCH3776,0.0,LOW,2,23463.54,0,0.0,0.0,,,,No risk signals identified.
MCH3777,0.0,LOW,1,474.32,0,0.0,0.0,,,,No risk signals identified.
MCH3778,0.0,LOW,3,40379.53,0,0.0,0.0,,,,No risk signals identified.
MCH3779,21.468550709994304,LOW,4,71160.43,1,0.25,0.0160847819497437,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3780,0.0,LOW,2,4409.98,0,0.0,0.0,,,,No risk signals identified.
MCH3781,3.3333333333333335,LOW,2,39484.53,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3783,0.0,LOW,3,44731.5,0,0.0,0.0,,,,No risk signals identified.
MCH3784,0.0,LOW,1,18449.36,0,0.0,0.0,,,,No risk signals identified.
MCH3785,9.579419786910586,LOW,2,15654.67,1,0.5,0.1621477808219528,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3786,0.0,LOW,1,11357.0,0,0.0,0.0,,,,No risk signals identified.
MCH3787,0.0,LOW,1,7311.5,0,0.0,0.0,,,,No risk signals identified.
MCH3788,22.31173897662061,LOW,4,48103.72,1,0.25,0.0540282539479275,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3789,0.0,LOW,2,43822.53,0,0.0,0.0,,,,No risk signals identified.
MCH3790,0.0,LOW,1,2836.36,0,0.0,0.0,,,,No risk signals identified.
MCH3791,12.6822572255064,LOW,6,23471.66,1,0.1666666666666666,0.2232279267848971,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3792,3.3333333333333335,LOW,4,70487.73,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3793,0.0,LOW,3,35586.79,0,0.0,0.0,,,,No risk signals identified.
MCH3794,0.0,LOW,5,72354.03,0,0.0,0.0,,,,No risk signals identified.
MCH3795,3.3333333333333335,LOW,5,61175.0,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3796,0.0,LOW,3,12003.18,0,0.0,0.0,,,,No risk signals identified.
MCH3798,21.387533166378798,LOW,3,62613.19,1,0.3333333333333333,0.0165853233160616,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH3800,0.0,LOW,1,23997.0,0,0.0,0.0,,,,No risk signals identified.
MCH3802,0.0,LOW,4,36494.1,0,0.0,0.0,,,,No risk signals identified.
MCH3803,0.0,LOW,3,45206.8,0,0.0,0.0,,,,No risk signals identified.
MCH3806,0.0,LOW,3,15444.2,0,0.0,0.0,,,,No risk signals identified.
MCH3807,3.3333333333333335,LOW,2,33323.79,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3808,0.0,LOW,3,31650.24,0,0.0,0.0,,,,No risk signals identified.
MCH3809,11.11111111111111,LOW,1,1071.35,1,1.0,0.0,merchant_chargeback_rate,merchant_delayed_dispute_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate."
MCH3810,22.27052242932608,LOW,4,78615.95,1,0.25,0.0521735093196736,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3812,0.0,LOW,1,22740.57,0,0.0,0.0,,,,No risk signals identified.
MCH3813,0.0,LOW,1,23877.0,0,0.0,0.0,,,,No risk signals identified.
MCH3814,0.0,LOW,4,41950.0,0,0.0,0.0,,,,No risk signals identified.
MCH3815,28.25116434459719,LOW,4,50858.130000000005,1,0.25,0.0213023955068737,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH3816,15.344735964272596,LOW,2,15838.45,1,0.5,0.0810262367845338,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3817,0.0,LOW,1,21408.92,0,0.0,0.0,,,,No risk signals identified.
MCH3818,12.7842292307875,LOW,1,6455.91,1,1.0,0.3011612615417501,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH3820,0.0,LOW,2,30874.89,0,0.0,0.0,,,,No risk signals identified.
MCH3821,0.0,LOW,1,5948.15,0,0.0,0.0,,,,No risk signals identified.
MCH3822,0.0,LOW,1,11554.9,0,0.0,0.0,,,,No risk signals identified.
MCH3823,0.0,LOW,2,16373.39,0,0.0,0.0,,,,No risk signals identified.
MCH3824,0.0,LOW,2,12662.95,0,0.0,0.0,,,,No risk signals identified.
MCH3825,0.0,LOW,3,32587.19,0,0.0,0.0,,,,No risk signals identified.
MCH3826,3.3333333333333335,LOW,3,34087.28,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3827,0.0,LOW,2,6995.18,0,0.0,0.0,,,,No risk signals identified.
MCH3828,0.0,LOW,4,-9751.110000000002,0,0.0,0.0,,,,No risk signals identified.
MCH3829,0.0,LOW,2,20766.9,0,0.0,0.0,,,,No risk signals identified.
MCH3830,0.0,LOW,1,1615.24,0,0.0,0.0,,,,No risk signals identified.
MCH3831,3.3333333333333335,LOW,1,14651.0,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3832,0.0,LOW,2,38051.92,0,0.0,0.0,,,,No risk signals identified.
MCH3833,3.3333333333333335,LOW,4,57014.95,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH3834,21.11111111111111,LOW,3,36822.869999999995,1,0.3333333333333333,-0.009858818717824,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH3835,0.0,LOW,1,23352.58,0,0.0,0.0,,,,No risk signals identified.
MCH3836,0.0,LOW,1,12878.04,0,0.0,0.0,,,,No risk signals identified.
MCH3837,0.0,LOW,1,23001.8,0,0.0,0.0,,,,No risk signals identified.
MCH3839,12.649034618922528,LOW,3,29852.46,1,0.3333333333333333,0.292275410468685,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3840,0.0,LOW,1,8743.37,0,0.0,0.0,,,,No risk signals identified.
MCH3841,9.328236706663144,LOW,3,39285.68,1,0.3333333333333333,0.0930275357331221,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH3842,0.0,LOW,2,17048.07,0,0.0,0.0,,,,No risk signals identified.
MCH3843,0.0,LOW,2,28230.97,0,0.0,0.0,,,,No risk signals identified.
MCH3844,24.75453622561146,LOW,5,50368.6,1,0.2,0.0111633041220125,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH3845,0.0,LOW,3,39483.64,0,0.0,0.0,,,,No risk signals identified.
MCH3846,24.255721673354092,LOW,3,41932.759999999995,1,0.3333333333333333,0.988676633734579,merchant_disputed_amount_ratio,merchant_chargeback_rate,,"Elevated risk driven primarily by merchant disputed amount ratio, combined with merchant chargeback rate."
MCH3847,22.234201781440742,LOW,3,47662.67,1,0.3333333333333333,0.0673854402197778,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH3848,11.932792303523097,LOW,1,17911.11,1,1.0,0.1479026146341572,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
