txn_id_normalized,chargeback_count,total_disputed_amount,max_severity,first_chargeback_timestamp,latest_chargeback_timestamp
TXN00002822,1,0.0,P2,2026-03-23 00:00:00,2026-03-23 00:00:00
TXN00002832,1,8214.17,P3,2026-03-05 00:00:00,2026-03-05 00:00:00
TXN00002853,1,1650.21,M,2026-02-20 00:00:00,2026-02-20 00:00:00
TXN00002857,1,920.19,HIGH,2026-03-21 00:00:00,2026-03-21 00:00:00
TXN00002867,1,4361.29,LOW,2026-01-16 10:12:56,2026-01-16 10:12:56
TXN00002868,1,-860.7,HIGH,2026-03-03 00:00:00,2026-03-03 00:00:00
TXN00002874,1,634.21,L,2026-01-14 00:00:00,2026-01-14 00:00:00
TXN00002883,1,-19036.69,P1,,
TXN00002894,1,0.0,P3,2026-01-10 21:26:42,2026-01-10 21:26:42
TXN00002901,1,668.0,P3,2026-03-29 00:00:00,2026-03-29 00:00:00
TXN00002909,1,450.33,LOW,2026-03-11 00:00:00,2026-03-11 00:00:00
TXN00002919,1,4331.37,HIGH,2026-01-13 00:00:00,2026-01-13 00:00:00
TXN00002926,3,7854.99,"CRITICAL,H,L",2026-02-18 00:00:00,2026-03-19 00:00:00
TXN00002930,1,1968.12,L,2026-03-30 00:00:00,2026-03-30 00:00:00
TXN00002933,1,1870.77,P3,2026-01-27 00:00:00,2026-01-27 00:00:00
TXN00002935,1,318.65,LOW,2026-01-19 14:28:40,2026-01-19 14:28:40
TXN00002955,1,4857.63,LOW,2026-04-28 00:00:00,2026-04-28 00:00:00
TXN00002981,1,7275.81,HIGH,2026-02-13 19:42:41,2026-02-13 19:42:41
TXN00003017,1,707.43,L,2026-01-18 08:06:13,2026-01-18 08:06:13
TXN00003020,1,2521.22,LOW,2026-03-17 00:00:00,2026-03-17 00:00:00
TXN00003032,1,988.93,HIGH,2026-03-04 00:00:00,2026-03-04 00:00:00
TXN00003041,1,4136.0,P3,2026-02-02 17:10:46,2026-02-02 17:10:46
TXN00003059,1,3807.73,HIGH,2026-02-08 00:00:00,2026-02-08 00:00:00
TXN00003072,1,3800.57,P4,2026-03-29 03:29:27,2026-03-29 03:29:27
TXN00003075,1,2267.96,LOW,2026-03-02 00:00:00,2026-03-02 00:00:00
TXN00003076,1,342.0,MEDIUM,,
TXN00003088,1,1019.25,M,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00003103,1,7765.0,L,2026-01-26 00:00:00,2026-01-26 00:00:00
TXN00003105,1,775.96,MEDIUM,,
TXN00003111,1,1858.78,L,2026-01-04 00:00:00,2026-01-04 00:00:00
TXN00003112,1,4974.0,M,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00003119,1,1198.29,L,2026-02-24 21:58:58,2026-02-24 21:58:58
TXN00003133,1,3287.47,MEDIUM,2026-03-20 00:00:00,2026-03-20 00:00:00
TXN00003156,1,1072.99,M,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00003160,2,12828.71,"CRITICAL,P4",2026-02-26 13:39:10,2026-03-14 07:16:00
TXN00003165,1,2714.54,MEDIUM,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00003168,1,2132.64,MEDIUM,2026-03-01 00:00:00,2026-03-01 00:00:00
TXN00003172,1,-3809.65,LOW,2026-02-11 00:00:00,2026-02-11 00:00:00
TXN00003173,1,3014.0,L,2026-03-24 00:00:00,2026-03-24 00:00:00
TXN00003193,1,2273.34,CRIT,2026-02-27 00:00:00,2026-02-27 00:00:00
TXN00003201,1,993.95,L,2026-05-03 23:38:00,2026-05-03 23:38:00
TXN00003213,1,1246.38,H,2026-03-28 00:00:00,2026-03-28 00:00:00
TXN00003221,1,574.0,MEDIUM,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00003229,1,12194.3,MEDIUM,2026-02-26 12:36:19,2026-02-26 12:36:19
TXN00003234,1,8014.91,P2,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00003242,1,1561.56,LOW,,
TXN00003248,1,10277.41,CRIT,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00003257,1,198.46,P4,2026-02-02 00:00:00,2026-02-02 00:00:00
TXN00003264,1,1771.56,HIGH,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00003276,1,-5720.73,LOW,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00003290,1,991.51,H,2026-09-03 00:00:00,2026-09-03 00:00:00
TXN00003293,1,2045.0,MEDIUM,,
TXN00003302,1,1169.68,M,2026-02-04 16:40:00,2026-02-04 16:40:00
TXN00003304,1,6448.11,MEDIUM,2026-11-01 00:00:00,2026-11-01 00:00:00
TXN00003306,1,2280.54,P3,,
TXN00003314,1,1814.0,LOW,2026-01-20 00:00:00,2026-01-20 00:00:00
TXN00003335,1,1426.02,H,2026-04-07 00:00:00,2026-04-07 00:00:00
TXN00003338,2,8032.32,MEDIUM,2026-01-29 01:18:00,2026-02-18 08:19:43
TXN00003340,1,1823.47,MEDIUM,2026-01-25 00:00:00,2026-01-25 00:00:00
TXN00003341,1,635.0,P4,2026-03-26 17:11:59,2026-03-26 17:11:59
TXN00003351,1,1160.82,HIGH,2026-02-16 00:00:00,2026-02-16 00:00:00
TXN00003364,1,2940.2,LOW,2026-03-30 00:00:00,2026-03-30 00:00:00
TXN00003371,1,737.83,L,2026-03-26 00:00:00,2026-03-26 00:00:00
TXN00003379,1,5587.77,P1,2026-03-28 11:09:00,2026-03-28 11:09:00
TXN00003383,1,1589.0,P4,2026-07-03 00:00:00,2026-07-03 00:00:00
TXN00003403,1,0.0,P3,2026-03-13 00:00:00,2026-03-13 00:00:00
TXN00003408,1,895.1,P3,,
TXN00003431,1,3242.15,M,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00003443,1,-7308.16,LOW,2026-02-12 00:00:00,2026-02-12 00:00:00
TXN00003447,1,1984.96,M,2026-02-21 00:00:00,2026-02-21 00:00:00
TXN00003450,1,-4925.7,H,2026-03-19 19:19:00,2026-03-19 19:19:00
TXN00003467,1,1472.83,M,2026-02-28 03:10:00,2026-02-28 03:10:00
TXN00003485,1,485.1,P4,,
TXN00003494,1,342.28,L,2026-02-07 20:30:24,2026-02-07 20:30:24
TXN00003495,1,2983.97,LOW,2026-02-08 00:07:18,2026-02-08 00:07:18
TXN00003496,1,1706.49,H,2026-01-28 00:00:00,2026-01-28 00:00:00
TXN00003498,1,3661.3,MEDIUM,2026-04-08 14:29:36,2026-04-08 14:29:36
TXN00003501,1,717.53,M,,
TXN00003505,1,1516.67,P4,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00003513,1,754.13,M,2026-03-13 00:00:00,2026-03-13 00:00:00
TXN00003514,1,1510.93,MEDIUM,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00003516,1,585.31,P2,2026-01-18 00:00:00,2026-01-18 00:00:00
TXN00003542,1,1085.0,L,2026-03-20 20:30:00,2026-03-20 20:30:00
TXN00003543,1,15742.98,P4,2026-01-19 08:05:34,2026-01-19 08:05:34
TXN00003546,1,3229.57,MEDIUM,2026-03-03 00:00:00,2026-03-03 00:00:00
TXN00003553,1,3278.36,MEDIUM,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00003565,1,1723.81,P2,2026-03-14 00:00:00,2026-03-14 00:00:00
TXN00003574,1,3933.58,L,2026-03-30 14:07:24,2026-03-30 14:07:24
TXN00003575,1,-1311.04,P4,,
TXN00003581,1,3616.02,MEDIUM,2026-02-26 10:26:00,2026-02-26 10:26:00
TXN00003610,1,6753.79,P4,2026-03-02 00:00:00,2026-03-02 00:00:00
TXN00003616,1,5374.95,P4,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00003619,1,-4189.62,P3,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00003622,1,409.07,MEDIUM,2026-03-23 00:00:00,2026-03-23 00:00:00
TXN00003628,1,2430.89,P3,2026-04-04 06:41:27,2026-04-04 06:41:27
TXN00003637,1,4219.82,P2,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00003640,1,2301.83,P3,2026-09-01 00:00:00,2026-09-01 00:00:00
TXN00003656,1,1011.36,P4,2026-11-04 00:00:00,2026-11-04 00:00:00
TXN00003664,1,1000.95,M,2026-10-01 21:03:00,2026-10-01 21:03:00
TXN00003670,1,2583.29,LOW,2026-02-06 00:00:00,2026-02-06 00:00:00
TXN00003675,1,1047.52,M,2026-01-18 23:53:18,2026-01-18 23:53:18
TXN00003677,1,1364.35,L,2026-02-28 15:32:00,2026-02-28 15:32:00
TXN00003678,1,8722.75,HIGH,2026-04-01 00:00:00,2026-04-01 00:00:00
TXN00003720,1,414.69,H,2026-03-05 06:24:15,2026-03-05 06:24:15
TXN00003721,1,-3807.76,P2,2026-03-05 00:00:00,2026-03-05 00:00:00
TXN00003727,1,1284.94,M,2026-03-18 00:00:00,2026-03-18 00:00:00
TXN00003732,1,5678.98,CRITICAL,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00003733,1,0.0,P4,2026-12-01 06:21:00,2026-12-01 06:21:00
TXN00003740,1,6434.35,P4,2026-08-02 09:22:00,2026-08-02 09:22:00
TXN00003753,1,691.4,MEDIUM,2026-01-06 09:06:26,2026-01-06 09:06:26
TXN00003766,1,587.08,MEDIUM,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00003777,1,177.16,MEDIUM,2026-01-14 00:00:00,2026-01-14 00:00:00
TXN00003778,1,7597.0,MEDIUM,2026-02-07 12:51:27,2026-02-07 12:51:27
TXN00003784,1,3118.57,H,,
TXN00003788,1,5092.34,L,2026-05-02 03:13:00,2026-05-02 03:13:00
TXN00003789,1,1061.09,MEDIUM,2026-03-13 00:02:43,2026-03-13 00:02:43
TXN00003808,1,476.92,CRITICAL,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00003810,1,861.41,MEDIUM,2026-01-25 00:00:00,2026-01-25 00:00:00
TXN00003813,1,5758.61,L,2026-01-11 00:00:00,2026-01-11 00:00:00
TXN00003828,1,1594.84,LOW,2026-03-31 19:03:00,2026-03-31 19:03:00
TXN00003833,1,1688.18,MEDIUM,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00003837,1,723.24,HIGH,2026-01-12 03:14:58,2026-01-12 03:14:58
TXN00003845,1,2182.0,HIGH,2026-01-23 00:00:00,2026-01-23 00:00:00
TXN00003850,1,5978.59,LOW,2026-04-20 18:06:08,2026-04-20 18:06:08
TXN00003853,1,2342.78,P3,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00003861,2,2991.3599999999997,"CRIT,H",2026-01-21 00:00:00,2026-03-01 14:14:20
TXN00003879,1,-2999.94,L,2026-01-20 00:00:00,2026-01-20 00:00:00
TXN00003881,1,0.0,P3,2026-03-23 06:15:00,2026-03-23 06:15:00
TXN00003889,1,2760.0,H,2026-01-17 00:00:00,2026-01-17 00:00:00
TXN00003908,1,6597.26,CRITICAL,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00003915,1,264.64,MEDIUM,2026-02-25 00:00:00,2026-02-25 00:00:00
TXN00003924,1,2479.92,M,,
TXN00003927,1,875.3,LOW,2026-02-17 03:26:55,2026-02-17 03:26:55
TXN00003928,1,3481.55,P1,2026-01-17 15:37:13,2026-01-17 15:37:13
TXN00003962,1,12077.97,P1,2026-02-21 00:00:00,2026-02-21 00:00:00
TXN00003972,1,4309.44,LOW,2026-01-18 07:02:56,2026-01-18 07:02:56
TXN00003973,1,2121.87,L,2026-03-23 01:55:27,2026-03-23 01:55:27
TXN00003990,2,-5008.85,"L,MEDIUM",2026-01-27 22:54:00,2026-02-19 00:00:00
TXN00004014,1,4940.23,HIGH,2026-03-19 00:00:00,2026-03-19 00:00:00
TXN00004018,1,11729.72,MEDIUM,,
TXN00004028,1,2255.0,HIGH,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00004035,1,4064.18,M,2026-01-13 00:00:00,2026-01-13 00:00:00
TXN00004045,1,14158.32,P4,2026-04-08 20:03:18,2026-04-08 20:03:18
TXN00004048,1,-815.95,LOW,,
TXN00004057,1,1149.72,P3,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00004061,1,2090.0,LOW,2026-12-03 18:31:00,2026-12-03 18:31:00
TXN00004070,1,3047.23,P3,2026-02-16 00:00:00,2026-02-16 00:00:00
TXN00004074,1,3617.74,LOW,2026-02-03 00:00:00,2026-02-03 00:00:00
TXN00004089,1,493.48,LOW,2026-01-30 16:41:27,2026-01-30 16:41:27
TXN00004094,1,2519.45,HIGH,2026-01-06 00:00:00,2026-01-06 00:00:00
TXN00004103,1,4864.83,MEDIUM,2026-01-28 00:00:00,2026-01-28 00:00:00
TXN00004108,1,5763.03,HIGH,2026-01-03 01:25:00,2026-01-03 01:25:00
TXN00004113,1,1173.86,HIGH,2026-04-14 00:00:00,2026-04-14 00:00:00
TXN00004115,1,1495.6,P3,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00004120,1,5701.53,LOW,2026-05-03 00:00:00,2026-05-03 00:00:00
TXN00004121,1,0.0,HIGH,,
TXN00004134,1,794.23,P2,,
TXN00004140,1,378.0,CRIT,2026-02-14 00:00:00,2026-02-14 00:00:00
TXN00004153,1,3630.27,HIGH,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00004157,1,269.0,LOW,2026-04-02 00:00:00,2026-04-02 00:00:00
TXN00004164,1,3142.0,P3,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00004169,1,13744.99,CRITICAL,2026-01-08 00:00:00,2026-01-08 00:00:00
TXN00004174,1,26842.07,P1,2026-03-10 00:00:00,2026-03-10 00:00:00
TXN00004176,1,1105.82,HIGH,2026-09-01 21:57:00,2026-09-01 21:57:00
TXN00004185,1,7433.73,LOW,,
TXN00004247,1,1908.75,P3,,
TXN00004265,1,330.36,L,2026-07-03 00:42:00,2026-07-03 00:42:00
TXN00004267,1,3750.2,P4,2026-02-04 00:00:00,2026-02-04 00:00:00
TXN00004271,1,2672.78,LOW,2026-03-13 23:12:00,2026-03-13 23:12:00
TXN00004276,1,-3192.45,P3,2026-01-28 05:19:32,2026-01-28 05:19:32
TXN00004284,1,3737.05,MEDIUM,2026-01-23 13:44:23,2026-01-23 13:44:23
TXN00004293,1,830.77,MEDIUM,2026-08-01 00:00:00,2026-08-01 00:00:00
TXN00004321,1,2032.79,P4,2026-03-27 00:00:00,2026-03-27 00:00:00
TXN00004325,1,0.0,CRITICAL,2026-01-02 00:00:00,2026-01-02 00:00:00
TXN00004346,1,2582.05,P4,2026-02-02 03:10:00,2026-02-02 03:10:00
TXN00004350,1,2131.37,L,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00004354,1,1370.0,MEDIUM,2026-06-03 00:00:00,2026-06-03 00:00:00
TXN00004367,1,2126.85,HIGH,2026-04-24 16:40:44,2026-04-24 16:40:44
TXN00004370,1,733.59,P3,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00004377,1,6954.75,LOW,2026-12-01 13:45:00,2026-12-01 13:45:00
TXN00004386,1,2691.36,P3,2026-02-04 09:35:06,2026-02-04 09:35:06
TXN00004392,1,272.46,LOW,2026-02-21 12:13:00,2026-02-21 12:13:00
TXN00004395,1,9572.0,MEDIUM,2026-01-04 00:00:00,2026-01-04 00:00:00
TXN00004411,1,3905.0,P4,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00004425,1,1305.0,HIGH,2026-03-01 00:00:00,2026-03-01 00:00:00
TXN00004439,1,1706.04,P2,2026-01-24 00:00:00,2026-01-24 00:00:00
TXN00004455,1,559.19,MEDIUM,2026-01-02 00:00:00,2026-01-02 00:00:00
TXN00004472,1,0.0,MEDIUM,2026-03-07 08:35:18,2026-03-07 08:35:18
TXN00004481,1,1101.44,CRIT,2026-01-05 00:00:00,2026-01-05 00:00:00
TXN00004488,1,2468.0,CRIT,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00004493,1,380.69,P4,2026-01-27 00:00:00,2026-01-27 00:00:00
TXN00004507,1,2320.0,MEDIUM,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00004512,1,1358.0,LOW,2026-02-13 00:00:00,2026-02-13 00:00:00
TXN00004517,1,676.55,LOW,2026-02-23 00:00:00,2026-02-23 00:00:00
TXN00004549,1,1639.85,HIGH,2026-03-16 00:00:00,2026-03-16 00:00:00
TXN00004554,1,2266.29,MEDIUM,2026-03-01 20:11:18,2026-03-01 20:11:18
TXN00004555,1,889.98,P2,2026-02-15 00:12:00,2026-02-15 00:12:00
TXN00004562,1,-2226.56,HIGH,2026-02-10 00:00:00,2026-02-10 00:00:00
TXN00004573,1,495.68,MEDIUM,2026-02-04 00:00:00,2026-02-04 00:00:00
TXN00004589,1,1100.37,MEDIUM,2026-01-30 20:45:00,2026-01-30 20:45:00
TXN00004590,1,799.39,P2,2026-02-05 00:00:00,2026-02-05 00:00:00
TXN00004594,2,577.53,"MEDIUM,P4",2026-01-16 21:36:00,2026-02-24 00:00:00
TXN00004610,1,5879.13,MEDIUM,2026-02-16 08:58:00,2026-02-16 08:58:00
TXN00004618,1,1142.86,LOW,2026-01-23 00:00:00,2026-01-23 00:00:00
TXN00004622,1,1330.95,M,2026-01-24 17:29:00,2026-01-24 17:29:00
TXN00004638,1,1651.94,HIGH,2026-12-02 11:49:00,2026-12-02 11:49:00
TXN00004642,1,1778.23,M,2026-03-14 00:00:00,2026-03-14 00:00:00
TXN00004644,1,-3662.83,P4,2026-03-08 00:00:00,2026-03-08 00:00:00
TXN00004668,1,0.0,MEDIUM,2026-03-18 13:09:02,2026-03-18 13:09:02
TXN00004672,1,985.98,H,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00004673,2,4655.030000000001,LOW,2026-02-19 00:00:00,2026-03-22 16:12:19
TXN00004675,1,258.2,HIGH,2026-06-04 22:58:00,2026-06-04 22:58:00
TXN00004686,1,1634.47,P3,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00004693,1,3249.99,LOW,2026-01-29 00:00:00,2026-01-29 00:00:00
TXN00004698,1,1942.99,L,,
TXN00004709,1,-741.74,LOW,2026-01-22 20:55:00,2026-01-22 20:55:00
TXN00004712,1,2950.32,CRITICAL,2026-03-11 00:00:00,2026-03-11 00:00:00
TXN00004716,1,169.35,MEDIUM,2026-01-30 21:59:00,2026-01-30 21:59:00
TXN00004717,1,22390.0,H,2026-01-21 15:47:02,2026-01-21 15:47:02
TXN00004731,1,1385.0,H,2026-03-21 00:00:00,2026-03-21 00:00:00
TXN00004746,1,579.06,HIGH,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00004747,1,11808.21,MEDIUM,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00004748,1,3976.68,L,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00004759,1,1027.78,LOW,2026-03-17 00:00:00,2026-03-17 00:00:00
TXN00004763,1,2865.75,M,2026-03-12 23:20:31,2026-03-12 23:20:31
TXN00004771,1,5005.08,CRITICAL,2026-02-19 00:00:00,2026-02-19 00:00:00
TXN00004776,1,2319.55,HIGH,2026-01-22 00:00:00,2026-01-22 00:00:00
TXN00004779,1,1565.13,P3,2026-01-13 09:59:00,2026-01-13 09:59:00
TXN00004780,1,-673.13,H,2026-02-06 00:00:00,2026-02-06 00:00:00
TXN00004782,1,779.81,MEDIUM,2026-01-26 00:00:00,2026-01-26 00:00:00
TXN00004797,1,3784.33,MEDIUM,2026-02-27 00:00:00,2026-02-27 00:00:00
TXN00004804,1,12097.84,HIGH,2026-01-08 00:00:00,2026-01-08 00:00:00
TXN00004814,1,0.0,LOW,2026-03-19 07:06:00,2026-03-19 07:06:00
TXN00004821,1,165.89,LOW,2026-03-18 00:00:00,2026-03-18 00:00:00
TXN00004832,1,1582.6,M,2026-01-26 00:00:00,2026-01-26 00:00:00
TXN00004835,1,11573.0,MEDIUM,2026-02-20 00:00:00,2026-02-20 00:00:00
TXN00004836,1,3723.0,LOW,,
TXN00004839,1,955.91,H,2026-04-24 00:00:00,2026-04-24 00:00:00
TXN00004849,1,1212.0,MEDIUM,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00004880,1,-512.66,CRIT,2026-02-23 00:00:00,2026-02-23 00:00:00
TXN00004888,1,1625.15,CRITICAL,2026-04-01 00:00:00,2026-04-01 00:00:00
TXN00004890,1,0.0,LOW,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00004896,1,1770.17,LOW,2026-01-04 15:56:05,2026-01-04 15:56:05
TXN00004903,1,639.26,MEDIUM,2026-02-23 08:37:00,2026-02-23 08:37:00
TXN00004922,1,0.0,MEDIUM,2026-03-30 00:00:00,2026-03-30 00:00:00
TXN00004923,1,1673.05,P4,,
TXN00004925,1,9977.75,M,,
TXN00004927,1,1530.6,P4,,
TXN00004932,1,595.39,LOW,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00004933,1,4720.79,LOW,2026-02-06 00:00:00,2026-02-06 00:00:00
TXN00004935,1,18552.59,L,2026-01-02 17:11:00,2026-01-02 17:11:00
TXN00004951,1,2386.57,P2,2026-09-03 21:51:00,2026-09-03 21:51:00
TXN00004956,1,1752.77,MEDIUM,2026-03-18 00:00:00,2026-03-18 00:00:00
TXN00004960,1,1327.87,P4,2026-04-27 22:27:53,2026-04-27 22:27:53
TXN00004967,1,-952.74,LOW,2026-02-24 07:46:00,2026-02-24 07:46:00
TXN00004968,1,-686.93,HIGH,2026-02-19 10:29:00,2026-02-19 10:29:00
TXN00004984,1,1369.23,HIGH,2026-05-04 00:00:00,2026-05-04 00:00:00
TXN00004989,1,5305.63,P3,2026-01-24 15:03:00,2026-01-24 15:03:00
TXN00005001,1,4713.3,M,2026-03-08 16:09:12,2026-03-08 16:09:12
TXN00005004,1,1095.0,MEDIUM,,
TXN00005006,1,216.3,P4,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00005010,1,1290.35,MEDIUM,2026-03-08 00:00:00,2026-03-08 00:00:00
TXN00005013,1,1946.17,L,2026-02-12 17:37:06,2026-02-12 17:37:06
TXN00005021,1,7640.62,LOW,2026-02-17 05:06:57,2026-02-17 05:06:57
TXN00005025,1,1283.51,P4,2026-05-03 18:25:00,2026-05-03 18:25:00
TXN00005028,1,1800.13,HIGH,,
TXN00005039,1,1582.19,HIGH,2026-01-24 18:26:47,2026-01-24 18:26:47
TXN00005048,1,2992.52,HIGH,2026-10-02 00:00:00,2026-10-02 00:00:00
TXN00005056,1,6278.49,CRITICAL,2026-01-31 00:00:00,2026-01-31 00:00:00
TXN00005059,2,5445.15,"CRITICAL,P2",2026-02-08 20:39:40,2026-04-25 00:00:00
TXN00005061,1,1535.65,HIGH,2026-02-03 00:00:00,2026-02-03 00:00:00
TXN00005079,1,1368.67,H,2026-02-24 11:45:21,2026-02-24 11:45:21
TXN00005081,1,782.28,P4,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00005083,1,448.0,MEDIUM,2026-01-31 14:31:24,2026-01-31 14:31:24
TXN00005084,1,12351.07,LOW,2026-08-03 00:00:00,2026-08-03 00:00:00
TXN00005100,1,-3671.61,LOW,2026-03-19 18:04:00,2026-03-19 18:04:00
TXN00005107,1,1023.0,M,2026-01-12 05:57:59,2026-01-12 05:57:59
TXN00005131,1,9968.68,MEDIUM,2026-09-02 07:20:00,2026-09-02 07:20:00
TXN00005136,1,1719.63,M,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00005138,2,3046.37,"MEDIUM,P3",2026-04-03 00:00:00,2026-08-03 18:14:00
TXN00005144,1,1262.32,P4,2026-02-25 00:00:00,2026-02-25 00:00:00
TXN00005146,1,725.45,MEDIUM,2026-03-29 08:57:00,2026-03-29 08:57:00
TXN00005150,1,2477.97,MEDIUM,2026-01-01 00:00:00,2026-01-01 00:00:00
TXN00005168,1,5074.67,HIGH,2026-01-02 00:00:00,2026-01-02 00:00:00
TXN00005174,1,1679.19,HIGH,2026-02-12 00:00:00,2026-02-12 00:00:00
TXN00005181,1,1107.86,LOW,2026-03-05 00:00:00,2026-03-05 00:00:00
TXN00005195,1,4251.73,LOW,2026-03-07 00:00:00,2026-03-07 00:00:00
TXN00005197,1,5740.0,P3,,
TXN00005199,1,2351.11,LOW,2026-01-11 00:00:00,2026-01-11 00:00:00
TXN00005203,1,2184.85,P4,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00005205,1,6694.94,H,2026-03-04 00:00:00,2026-03-04 00:00:00
TXN00005214,1,0.0,MEDIUM,2026-02-07 00:00:00,2026-02-07 00:00:00
TXN00005222,2,1871.55,"P3,P4",2026-01-29 00:00:00,2026-02-21 00:00:00
TXN00005230,1,5154.73,MEDIUM,2026-01-18 00:00:00,2026-01-18 00:00:00
TXN00005246,1,-99.96,LOW,2026-03-08 00:35:05,2026-03-08 00:35:05
TXN00005274,1,4290.41,H,2026-02-27 13:34:00,2026-02-27 13:34:00
TXN00005307,1,0.0,P4,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00005315,1,819.89,L,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00005344,1,1422.0,HIGH,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00005346,2,-1690.9699999999998,"LOW,P3",2026-01-27 02:10:02,2026-03-07 00:00:00
TXN00005364,1,0.0,P1,2026-02-05 00:00:00,2026-02-05 00:00:00
TXN00005367,1,734.0,P4,2026-01-29 00:00:00,2026-01-29 00:00:00
TXN00005376,1,6375.04,P3,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00005378,1,1274.1,MEDIUM,2026-05-16 14:52:28,2026-05-16 14:52:28
TXN00005379,1,318.82,H,2026-03-20 00:00:00,2026-03-20 00:00:00
TXN00005386,1,2597.6,MEDIUM,2026-02-04 04:50:27,2026-02-04 04:50:27
TXN00005396,1,2926.18,P3,,
TXN00005401,1,14197.19,L,2026-02-05 08:50:12,2026-02-05 08:50:12
TXN00005409,1,504.51,CRITICAL,2026-03-29 14:06:21,2026-03-29 14:06:21
TXN00005413,1,0.0,MEDIUM,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00005417,1,2380.3,MEDIUM,,
TXN00005419,1,8383.0,P4,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00005429,1,1860.96,LOW,2026-01-18 00:00:00,2026-01-18 00:00:00
TXN00005430,1,1006.88,M,2026-03-31 13:08:00,2026-03-31 13:08:00
TXN00005431,1,1631.64,HIGH,2026-04-02 00:00:00,2026-04-02 00:00:00
TXN00005438,1,1581.74,H,2026-02-22 07:46:00,2026-02-22 07:46:00
TXN00005443,1,3291.51,MEDIUM,2026-01-08 00:00:00,2026-01-08 00:00:00
TXN00005459,2,12163.57,"LOW,M",2026-02-15 00:00:00,2026-02-15 00:00:00
TXN00005470,1,881.56,M,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00005474,1,271.69,MEDIUM,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00005483,1,2130.14,MEDIUM,2026-01-15 00:00:00,2026-01-15 00:00:00
TXN00005485,1,4839.05,CRITICAL,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00005486,1,1288.0,LOW,2026-04-02 00:00:00,2026-04-02 00:00:00
TXN00005487,1,0.0,P2,2026-01-03 00:00:00,2026-01-03 00:00:00
TXN00005488,1,8967.32,MEDIUM,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00005489,1,3170.75,M,2026-03-17 11:42:00,2026-03-17 11:42:00
TXN00005490,1,0.0,P3,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00005496,1,0.0,MEDIUM,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00005500,1,1721.07,P2,2026-01-31 00:00:00,2026-01-31 00:00:00
TXN00005512,1,2981.85,P4,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00005518,1,-4245.22,L,2026-03-25 00:00:00,2026-03-25 00:00:00
