txn_id,transaction_date,amount_abs,transaction_time_risk_score,transaction_time_risk_level,retrospective_risk_score,retrospective_risk_level,explanation,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3
TXN00009262,2026-01-06,12678.18,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009376,2026-01-06,6175.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009554,2026-01-06,15941.1,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00009711,2026-01-06,4709.15,0.0,LOW,9.514710619034854,LOW,No risk signals identified.,,,
TXN00009764,2026-01-06,23687.46,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009898,2026-01-06,16998.65,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00009928,2026-01-06,24987.63,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00009934,2026-01-06,88.01,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010004,2026-01-06,15185.59,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00010010,2026-01-06,18989.57,25.0,LOW,22.86982767989074,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00010102,2026-01-06,15442.76,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010156,2026-01-06,10432.21,25.0,LOW,17.333333333333336,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00010239,2026-01-06,20787.1,0.0,LOW,12.370946200817222,LOW,No risk signals identified.,,,
TXN00010298,2026-01-06,8983.18,0.0,LOW,21.418713162209688,LOW,No risk signals identified.,,,
TXN00010476,2026-01-06,10891.55,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00010491,2026-01-06,6169.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010507,2026-01-06,11330.42,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010549,2026-01-06,7419.57,0.0,LOW,20.22690506843849,LOW,No risk signals identified.,,,
TXN00010572,2026-01-06,21137.03,0.0,LOW,25.706572321329325,LOW,No risk signals identified.,,,
TXN00010722,2026-01-06,5784.91,0.0,LOW,24.108008072733984,LOW,No risk signals identified.,,,
TXN00010765,2026-01-06,19884.0,0.0,LOW,24.959542954592596,LOW,No risk signals identified.,,,
TXN00010968,2026-01-06,14426.97,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010995,2026-01-06,21761.57,0.0,LOW,6.666666666666667,LOW,No risk signals identified.,,,
TXN00011144,2026-01-06,19289.41,0.0,LOW,24.355182206401935,LOW,No risk signals identified.,,,
TXN00011281,2026-01-06,6569.49,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00011576,2026-01-06,3798.18,0.0,LOW,12.110481161707778,LOW,No risk signals identified.,,,
TXN00011599,2026-01-06,5384.64,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00011744,2026-01-06,24623.6,0.0,LOW,14.444444444444443,LOW,No risk signals identified.,,,
TXN00011814,2026-01-06,4050.19,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00011879,2026-01-06,15876.51,0.0,LOW,18.76801150004466,LOW,No risk signals identified.,,,
TXN00011995,2026-01-06,24441.03,0.0,LOW,7.777777777777778,LOW,No risk signals identified.,,,
TXN00012153,2026-01-06,3459.31,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00012154,2026-01-06,16838.06,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00012236,2026-01-06,24215.66,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00012239,2026-01-06,8349.53,0.0,LOW,23.680504680920148,LOW,No risk signals identified.,,,
TXN00012344,2026-01-06,16551.32,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00012625,2026-01-06,7751.21,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00012859,2026-01-06,11706.96,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00012869,2026-01-06,14627.55,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00012960,2026-01-06,24954.97,0.0,LOW,21.908611085884967,LOW,No risk signals identified.,,,
TXN00013189,2026-01-06,23873.15,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013256,2026-01-06,6651.0,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00013270,2026-01-06,21558.17,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013284,2026-01-06,5890.79,15.0,LOW,4.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00013340,2026-01-06,8920.34,15.0,LOW,8.428794473613237,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00013605,2026-01-06,471.0,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00013623,2026-01-06,21129.23,15.0,LOW,23.209051177175194,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00013638,2026-01-06,11247.74,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00013648,2026-01-06,16074.0,0.0,LOW,15.291339144546823,LOW,No risk signals identified.,,,
TXN00013710,2026-01-06,19916.56,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00013901,2026-01-06,6379.5,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014185,2026-01-06,14051.83,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00014409,2026-01-06,20154.73,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014550,2026-01-06,16357.67,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014592,2026-01-06,24868.89,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00014616,2026-01-06,22131.87,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014869,2026-01-06,3111.18,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00014904,2026-01-06,5135.29,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00015188,2026-01-06,12776.2,0.0,LOW,8.450929559617052,LOW,No risk signals identified.,,,
TXN00015201,2026-01-06,15926.0,0.0,LOW,27.220669196771908,LOW,No risk signals identified.,,,
TXN00015247,2026-01-06,20202.29,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015285,2026-01-06,13415.4,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00015608,2026-01-06,17149.95,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015758,2026-01-06,6677.43,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015949,2026-01-06,12292.37,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015953,2026-01-06,8373.0,0.0,LOW,21.333333333333336,LOW,No risk signals identified.,,,
TXN00015969,2026-01-06,9535.56,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00016083,2026-01-06,6094.0,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00016148,2026-01-06,17431.56,0.0,LOW,8.016565172652282,LOW,No risk signals identified.,,,
TXN00016174,2026-01-06,23562.02,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00016315,2026-01-06,4850.96,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00016488,2026-01-06,12764.28,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00016510,2026-01-06,2920.4,0.0,LOW,13.052260606946655,LOW,No risk signals identified.,,,
TXN00016568,2026-01-06,15203.63,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00016626,2026-01-06,14352.89,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00016833,2026-01-06,14338.69,15.0,LOW,32.22222222222222,MEDIUM,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00016910,2026-01-06,958.36,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00016940,2026-01-06,12883.29,0.0,LOW,13.656610476310243,LOW,No risk signals identified.,,,
TXN00017178,2026-01-06,7821.24,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00017258,2026-01-06,24235.31,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00017593,2026-01-06,5740.68,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00017664,2026-01-06,24759.7,0.0,LOW,24.63698572250137,LOW,No risk signals identified.,,,
TXN00017749,2026-01-06,3174.26,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00017779,2026-01-06,8868.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018009,2026-01-06,14467.01,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018133,2026-01-06,10263.54,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00018148,2026-01-06,8180.69,0.0,LOW,36.40877638255336,MEDIUM,No risk signals identified.,,,
TXN00018165,2026-01-06,17058.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018216,2026-01-06,8160.48,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018528,2026-01-06,4782.31,0.0,LOW,28.34313041734953,LOW,No risk signals identified.,,,
TXN00018547,2026-01-06,11589.95,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018601,2026-01-06,8359.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018617,2026-01-06,12368.0,0.0,LOW,17.333333333333336,LOW,No risk signals identified.,,,
TXN00018640,2026-01-06,20823.4,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018664,2026-01-06,13214.69,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018716,2026-01-06,17834.91,0.0,LOW,24.541989635982393,LOW,No risk signals identified.,,,
TXN00018760,2026-01-06,16495.05,25.0,LOW,0.0,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00018779,2026-01-06,20115.62,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018813,2026-01-06,6313.46,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00018888,2026-01-06,18360.4,0.0,LOW,24.687684560008936,LOW,No risk signals identified.,,,
TXN00018930,2026-01-06,15425.08,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00019472,2026-01-06,24387.51,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00019696,2026-01-06,5101.02,0.0,LOW,24.100057230567145,LOW,No risk signals identified.,,,
TXN00019830,2026-01-06,16966.46,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00019914,2026-01-06,9077.09,0.0,LOW,21.800261702645535,LOW,No risk signals identified.,,,
TXN00000135,2026-01-07,23573.31,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00000181,2026-01-07,8533.25,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00000256,2026-01-07,13924.46,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00000290,2026-01-07,14775.0,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00000304,2026-01-07,15939.37,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00000309,2026-01-07,19882.0,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00000433,2026-01-07,15459.27,0.0,LOW,13.333333333333334,LOW,No risk signals identified.,,,
TXN00000435,2026-01-07,2111.83,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00000484,2026-01-07,15692.68,0.0,LOW,22.93102638663384,LOW,No risk signals identified.,,,
TXN00000642,2026-01-07,8058.76,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00000873,2026-01-07,16103.55,0.0,LOW,25.193203187916346,LOW,No risk signals identified.,,,
TXN00000880,2026-01-07,5557.08,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00000973,2026-01-07,18316.98,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00001216,2026-01-07,5527.0,0.0,LOW,12.22619498626926,LOW,No risk signals identified.,,,
TXN00001285,2026-01-07,8168.0,0.0,LOW,22.906482731044132,LOW,No risk signals identified.,,,
TXN00001473,2026-01-07,21964.1,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00001579,2026-01-07,15181.28,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00001799,2026-01-07,1790.71,0.0,LOW,25.92592592592592,LOW,No risk signals identified.,,,
TXN00001927,2026-01-07,14709.17,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00001967,2026-01-07,4620.06,0.0,LOW,7.966251034908478,LOW,No risk signals identified.,,,
TXN00002019,2026-01-07,555.37,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00002192,2026-01-07,22680.8,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00002341,2026-01-07,18782.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00002377,2026-01-07,7665.0,0.0,LOW,19.37289576159315,LOW,No risk signals identified.,,,
TXN00002607,2026-01-07,1180.83,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00002635,2026-01-07,17829.02,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00002655,2026-01-07,19191.52,0.0,LOW,17.881814467790026,LOW,No risk signals identified.,,,
TXN00002685,2026-01-07,8440.27,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00002861,2026-01-07,21670.59,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00003238,2026-01-07,23997.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00003469,2026-01-07,20935.8,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00003580,2026-01-07,12319.3,0.0,LOW,24.665623026708854,LOW,No risk signals identified.,,,
TXN00003584,2026-01-07,21496.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00003658,2026-01-07,12769.41,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00003903,2026-01-07,22877.37,0.0,LOW,10.0,LOW,No risk signals identified.,,,
TXN00004242,2026-01-07,9904.47,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00004356,2026-01-07,15131.19,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00004408,2026-01-07,3572.49,0.0,LOW,22.345648864903588,LOW,No risk signals identified.,,,
TXN00004669,2026-01-07,16778.61,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00004764,2026-01-07,6222.64,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00004786,2026-01-07,9427.9,25.0,LOW,8.173072255755935,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00004861,2026-01-07,15639.58,0.0,LOW,13.447009969936326,LOW,No risk signals identified.,,,
TXN00004883,2026-01-07,20025.46,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00004927,2026-01-07,11631.26,0.0,LOW,9.333333333333334,LOW,No risk signals identified.,,,
TXN00004983,2026-01-07,16586.13,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00005056,2026-01-07,16461.1,0.0,LOW,23.110439328117653,LOW,No risk signals identified.,,,
TXN00005146,2026-01-07,21997.15,0.0,LOW,21.344079689415903,LOW,No risk signals identified.,,,
TXN00005254,2026-01-07,2089.74,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00005524,2026-01-07,11464.5,0.0,LOW,6.7042158102121014,LOW,No risk signals identified.,,,
TXN00005738,2026-01-07,6660.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00005857,2026-01-07,3605.47,0.0,LOW,24.444444444444443,LOW,No risk signals identified.,,,
TXN00005989,2026-01-07,16652.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00006098,2026-01-07,21315.04,0.0,LOW,11.235388287709524,LOW,No risk signals identified.,,,
TXN00006431,2026-01-07,18039.01,15.0,LOW,2.777777777777777,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00006854,2026-01-07,19534.45,0.0,LOW,12.024245878341597,LOW,No risk signals identified.,,,
TXN00007091,2026-01-07,2282.48,15.0,LOW,18.337649825509608,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00007241,2026-01-07,20487.5,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00007397,2026-01-07,4070.84,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00007694,2026-01-07,14828.69,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00007997,2026-01-07,5245.89,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00008142,2026-01-07,17591.17,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00008197,2026-01-07,16935.83,0.0,LOW,17.333333333333336,LOW,No risk signals identified.,,,
TXN00008342,2026-01-07,13866.68,0.0,LOW,5.333333333333334,LOW,No risk signals identified.,,,
TXN00008369,2026-01-07,15462.47,0.0,LOW,21.323977997419117,LOW,No risk signals identified.,,,
TXN00008391,2026-01-07,15154.31,25.0,LOW,0.0,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00008420,2026-01-07,3755.07,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00008449,2026-01-07,2945.72,0.0,LOW,22.22222222222222,LOW,No risk signals identified.,,,
TXN00008689,2026-01-07,5581.52,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00008791,2026-01-07,22396.34,15.0,LOW,3.3333333333333335,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00008849,2026-01-07,10981.34,0.0,LOW,6.666666666666667,LOW,No risk signals identified.,,,
TXN00008914,2026-01-07,5399.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00008994,2026-01-07,11919.43,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009246,2026-01-07,22873.0,0.0,LOW,25.333333333333336,LOW,No risk signals identified.,,,
TXN00009330,2026-01-07,20243.76,0.0,LOW,7.44639164423374,LOW,No risk signals identified.,,,
TXN00009538,2026-01-07,19364.19,0.0,LOW,16.0,LOW,No risk signals identified.,,,
TXN00009623,2026-01-07,9747.54,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009647,2026-01-07,19562.07,0.0,LOW,18.111231193076733,LOW,No risk signals identified.,,,
TXN00009662,2026-01-07,6382.54,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009698,2026-01-07,18590.13,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00009760,2026-01-07,14392.25,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00009808,2026-01-07,15634.04,0.0,LOW,22.167502141129123,LOW,No risk signals identified.,,,
TXN00010084,2026-01-07,12430.62,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010152,2026-01-07,6013.28,0.0,LOW,13.333333333333334,LOW,No risk signals identified.,,,
TXN00010162,2026-01-07,15406.61,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00010186,2026-01-07,12374.91,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00010222,2026-01-07,18130.15,0.0,LOW,9.838417922069866,LOW,No risk signals identified.,,,
TXN00010285,2026-01-07,2733.91,0.0,LOW,8.123312610781095,LOW,No risk signals identified.,,,
TXN00010350,2026-01-07,12195.08,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010360,2026-01-07,15848.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010385,2026-01-07,22337.15,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00010517,2026-01-07,15510.77,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00010692,2026-01-07,1718.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010735,2026-01-07,9111.41,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010766,2026-01-07,15773.19,0.0,LOW,13.333333333333334,LOW,No risk signals identified.,,,
TXN00010791,2026-01-07,19668.45,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00010830,2026-01-07,13111.21,0.0,LOW,24.392651420864702,LOW,No risk signals identified.,,,
TXN00011045,2026-01-07,9215.68,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00011110,2026-01-07,16397.87,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00011287,2026-01-07,23682.64,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00011322,2026-01-07,14481.02,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00011400,2026-01-07,13642.0,25.0,LOW,0.0,LOW,Elevated risk driven primarily by kyc rejected unverified.,kyc_rejected_unverified,,
TXN00011610,2026-01-07,9649.06,0.0,LOW,20.897314478241334,LOW,No risk signals identified.,,,
TXN00011763,2026-01-07,14136.57,0.0,LOW,8.863630374847807,LOW,No risk signals identified.,,,
TXN00011822,2026-01-07,16421.5,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00011982,2026-01-07,104.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00012346,2026-01-07,20302.71,0.0,LOW,16.728600369554087,LOW,No risk signals identified.,,,
TXN00012632,2026-01-07,731.16,0.0,LOW,22.638809402667974,LOW,No risk signals identified.,,,
TXN00012723,2026-01-07,22594.61,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00012851,2026-01-07,5634.21,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013024,2026-01-07,16887.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013116,2026-01-07,13056.62,0.0,LOW,16.0,LOW,No risk signals identified.,,,
TXN00013362,2026-01-07,9542.21,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013505,2026-01-07,3034.18,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00013509,2026-01-07,8323.04,15.0,LOW,3.3333333333333335,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00013584,2026-01-07,19170.12,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013643,2026-01-07,16130.99,0.0,LOW,12.148233297271899,LOW,No risk signals identified.,,,
TXN00013688,2026-01-07,24596.31,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013754,2026-01-07,5871.26,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00013870,2026-01-07,11507.06,0.0,LOW,17.3901926706168,LOW,No risk signals identified.,,,
TXN00013920,2026-01-07,11176.39,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014020,2026-01-07,3740.05,0.0,LOW,9.333333333333334,LOW,No risk signals identified.,,,
TXN00014148,2026-01-07,7231.06,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00014174,2026-01-07,20411.78,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00014202,2026-01-07,22209.26,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00014231,2026-01-07,2547.9,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00014295,2026-01-07,19507.87,0.0,LOW,32.17295651965357,MEDIUM,No risk signals identified.,,,
TXN00014350,2026-01-07,9103.37,0.0,LOW,12.043675261837897,LOW,No risk signals identified.,,,
TXN00014432,2026-01-07,22433.44,0.0,LOW,38.071263023790316,MEDIUM,No risk signals identified.,,,
TXN00014474,2026-01-07,21557.67,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014482,2026-01-07,14049.33,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014520,2026-01-07,10848.86,0.0,LOW,24.920171669916524,LOW,No risk signals identified.,,,
TXN00014611,2026-01-07,9776.93,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014614,2026-01-07,17448.14,0.0,LOW,6.666666666666667,LOW,No risk signals identified.,,,
TXN00014696,2026-01-07,7569.57,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00014724,2026-01-07,6285.3,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00014842,2026-01-07,8984.16,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00014893,2026-01-07,2330.56,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00015084,2026-01-07,2987.73,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015125,2026-01-07,4790.42,0.0,LOW,14.930733702370055,LOW,No risk signals identified.,,,
TXN00015227,2026-01-07,3698.69,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00015364,2026-01-07,2069.0,0.0,LOW,2.666666666666667,LOW,No risk signals identified.,,,
TXN00015383,2026-01-07,344.99,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00015496,2026-01-07,20245.75,0.0,LOW,10.0,LOW,No risk signals identified.,,,
TXN00015531,2026-01-07,2196.12,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00016068,2026-01-07,5090.21,0.0,LOW,2.777777777777777,LOW,No risk signals identified.,,,
TXN00016252,2026-01-07,10300.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00016254,2026-01-07,5905.16,0.0,LOW,4.0,LOW,No risk signals identified.,,,
TXN00016422,2026-01-07,6452.36,0.0,LOW,11.420164218265858,LOW,No risk signals identified.,,,
TXN00016786,2026-01-07,14715.0,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00016903,2026-01-07,11232.71,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00017415,2026-01-07,1923.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00017465,2026-01-07,11623.45,0.0,LOW,9.723916959988403,LOW,No risk signals identified.,,,
TXN00017534,2026-01-07,22657.58,0.0,LOW,18.483976922191488,LOW,No risk signals identified.,,,
TXN00017707,2026-01-07,18396.15,15.0,LOW,36.204774970100495,MEDIUM,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00017785,2026-01-07,5907.03,0.0,LOW,22.666666666666664,LOW,No risk signals identified.,,,
TXN00017833,2026-01-07,258.74,0.0,LOW,3.3333333333333335,LOW,No risk signals identified.,,,
TXN00018199,2026-01-07,16770.49,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018314,2026-01-07,5344.1,0.0,LOW,25.26789669572869,LOW,No risk signals identified.,,,
TXN00018335,2026-01-07,9716.31,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018395,2026-01-07,2877.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018456,2026-01-07,4636.67,0.0,LOW,26.763332563218402,LOW,No risk signals identified.,,,
TXN00018481,2026-01-07,9927.32,0.0,LOW,14.74699343016568,LOW,No risk signals identified.,,,
TXN00018487,2026-01-07,4630.59,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00018559,2026-01-07,17045.22,0.0,LOW,17.433926610755975,LOW,No risk signals identified.,,,
TXN00018573,2026-01-07,3431.53,15.0,LOW,0.0,LOW,Elevated risk driven primarily by missing utr.,missing_utr,,
TXN00018896,2026-01-07,16684.82,0.0,LOW,22.28463785246318,LOW,No risk signals identified.,,,
TXN00018962,2026-01-07,3534.76,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00019388,2026-01-07,12696.0,0.0,LOW,0.0,LOW,No risk signals identified.,,,
TXN00019528,2026-01-07,7293.76,0.0,LOW,17.075840947837538,LOW,No risk signals identified.,,,
TXN00019818,2026-01-07,23258.98,0.0,LOW,0.0,LOW,No risk signals identified.,,,
