txn_id_normalized,total_disputed_amount,chargeback_count,max_severity,chargeback_report_delay_hours,dispute_after_7_days_flag,invalid_chargeback_delay_flag
TXN00004573,495.68,1,MEDIUM,,False,False
TXN00004589,1100.37,1,MEDIUM,,False,False
TXN00004590,799.39,1,P2,,False,False
TXN00004594,577.53,2,"MEDIUM,P4",,False,False
TXN00004610,5879.13,1,MEDIUM,153.87805555555556,False,False
TXN00004618,1142.86,1,LOW,,False,False
TXN00004622,1330.95,1,M,,False,False
TXN00004638,1651.94,1,HIGH,6998.599722222222,True,False
TXN00004642,1778.23,1,M,,False,False
TXN00004644,-3662.83,1,P4,1367.0736111111112,True,False
TXN00004668,0.0,1,MEDIUM,,False,False
TXN00004672,985.98,1,H,,False,False
TXN00004673,4655.030000000001,2,LOW,668.4197222222223,True,False
TXN00004675,258.2,1,HIGH,1796.9325,True,False
TXN00004686,1634.47,1,P3,,False,False
TXN00004693,3249.99,1,LOW,,False,False
TXN00004698,1942.99,1,L,,False,False
TXN00004709,-741.74,1,LOW,53.48111111111111,False,False
TXN00004712,2950.32,1,CRITICAL,1368.0,True,False
TXN00004716,169.35,1,MEDIUM,347.5391666666667,True,False
TXN00004717,22390.0,1,H,,False,False
TXN00004731,1385.0,1,H,984.0,True,False
TXN00004746,579.06,1,HIGH,,False,False
TXN00004747,11808.21,1,MEDIUM,386.7872222222222,True,False
TXN00004748,3976.68,1,L,,False,False
TXN00004759,1027.78,1,LOW,,False,False
TXN00004763,2865.75,1,M,590.2197222222222,True,False
TXN00004771,5005.08,1,CRITICAL,935.5230555555556,True,False
TXN00004776,2319.55,1,HIGH,184.46583333333336,True,False
TXN00004779,1565.13,1,P3,,False,False
TXN00004780,-673.13,1,H,,False,False
TXN00004782,779.81,1,MEDIUM,289.74694444444447,True,False
TXN00004797,3784.33,1,MEDIUM,,False,False
TXN00004804,12097.84,1,HIGH,,False,False
TXN00004814,0.0,1,LOW,154.05555555555554,False,False
TXN00004821,165.89,1,LOW,1246.6161111111112,True,False
TXN00004832,1582.6,1,M,,False,False
TXN00004835,11573.0,1,MEDIUM,,False,False
TXN00004836,3723.0,1,LOW,,False,False
TXN00004839,955.91,1,H,2009.1061111111112,True,False
TXN00004849,1212.0,1,MEDIUM,2080.844722222222,True,False
TXN00004880,-512.66,1,CRIT,,False,False
TXN00004888,1625.15,1,CRITICAL,10.234444444444444,False,False
TXN00004890,0.0,1,LOW,,False,False
TXN00004896,1770.17,1,LOW,,False,False
TXN00004903,639.26,1,MEDIUM,,False,False
TXN00004922,0.0,1,MEDIUM,333.5588888888889,True,False
TXN00004923,1673.05,1,P4,,False,False
TXN00004925,9977.75,1,M,,False,False
TXN00004927,1530.6,1,P4,,False,False
TXN00004932,595.39,1,LOW,,False,False
TXN00004933,4720.79,1,LOW,307.9347222222222,True,False
TXN00004935,18552.59,1,L,,False,False
TXN00004951,2386.57,1,P2,5877.85,True,False
TXN00004956,1752.77,1,MEDIUM,1442.2425,True,False
TXN00004960,1327.87,1,P4,1601.2483333333332,True,False
TXN00004967,-952.74,1,LOW,1007.9969444444444,True,False
TXN00004968,-686.93,1,HIGH,,False,False
TXN00004984,1369.23,1,HIGH,2339.2830555555556,True,False
TXN00004989,5305.63,1,P3,,False,False
TXN00005001,4713.3,1,M,,False,False
TXN00005004,1095.0,1,MEDIUM,,False,False
TXN00005006,216.3,1,P4,,False,False
TXN00005010,1290.35,1,MEDIUM,398.3522222222222,True,False
TXN00005013,1946.17,1,L,,False,False
TXN00005021,7640.62,1,LOW,,False,False
TXN00005025,1283.51,1,P4,776.0136111111111,True,False
TXN00005028,1800.13,1,HIGH,,False,False
TXN00005039,1582.19,1,HIGH,,False,False
TXN00005048,2992.52,1,HIGH,4488.0,True,False
TXN00005056,6278.49,1,CRITICAL,559.39,True,False
TXN00005059,5445.15,2,"CRITICAL,P2",,False,False
TXN00005061,1535.65,1,HIGH,,False,False
TXN00005079,1368.67,1,H,449.61611111111114,True,False
TXN00005081,782.28,1,P4,,False,False
TXN00005083,448.0,1,MEDIUM,,False,False
TXN00005084,12351.07,1,LOW,4680.632777777778,True,False
TXN00005100,-3671.61,1,LOW,250.1861111111111,True,False
TXN00005107,1023.0,1,M,,False,False
TXN00005131,9968.68,1,MEDIUM,3776.485555555555,True,False
TXN00005136,1719.63,1,M,576.0,True,False
TXN00005138,3046.37,2,"MEDIUM,P3",1030.2680555555555,True,False
TXN00005144,1262.32,1,P4,,False,False
TXN00005146,725.45,1,MEDIUM,1951.8205555555555,True,False
TXN00005150,2477.97,1,MEDIUM,,False,False
TXN00005168,5074.67,1,HIGH,,False,False
TXN00005174,1679.19,1,HIGH,761.7997222222223,True,False
TXN00005181,1107.86,1,LOW,264.0,True,False
TXN00005195,4251.73,1,LOW,851.1277777777777,True,False
TXN00005197,5740.0,1,P3,,False,False
TXN00005199,2351.11,1,LOW,,False,False
TXN00005203,2184.85,1,P4,,False,False
TXN00005205,6694.94,1,H,1142.3805555555557,True,False
TXN00005214,0.0,1,MEDIUM,191.65083333333337,True,False
TXN00005222,1871.55,2,"P3,P4",,False,False
TXN00005230,5154.73,1,MEDIUM,,False,False
TXN00005246,-99.96,1,LOW,1388.7588888888888,True,False
TXN00005274,4290.41,1,H,372.2391666666667,True,False
TXN00005307,0.0,1,P4,644.0747222222222,True,False
TXN00005315,819.89,1,L,454.7644444444445,True,False
TXN00005344,1422.0,1,HIGH,318.95694444444445,True,False
TXN00005346,-1690.9699999999998,2,"LOW,P3",,False,False
TXN00005364,0.0,1,P1,,False,False
TXN00005367,734.0,1,P4,,False,False
TXN00005376,6375.04,1,P3,1803.2216666666664,True,False
TXN00005378,1274.1,1,MEDIUM,2703.670555555555,True,False
TXN00005379,318.82,1,H,491.32972222222224,True,False
TXN00005386,2597.6,1,MEDIUM,,False,False
TXN00005396,2926.18,1,P3,,False,False
TXN00005401,14197.19,1,L,128.69083333333333,False,False
TXN00005409,504.51,1,CRITICAL,1592.2441666666666,True,False
TXN00005413,0.0,1,MEDIUM,742.4075,True,False
TXN00005417,2380.3,1,MEDIUM,,False,False
TXN00005419,8383.0,1,P4,391.9375,True,False
TXN00005429,1860.96,1,LOW,356.93944444444446,True,False
TXN00005430,1006.88,1,M,1804.9394444444445,True,False
TXN00005431,1631.64,1,HIGH,817.1016666666667,True,False
TXN00005438,1581.74,1,H,29.410833333333333,False,False
TXN00005443,3291.51,1,MEDIUM,,False,False
TXN00005459,12163.57,2,"LOW,M",340.6761111111111,True,False
TXN00005470,881.56,1,M,619.6469444444444,True,False
TXN00005474,271.69,1,MEDIUM,,False,False
TXN00005483,2130.14,1,MEDIUM,,False,False
TXN00005485,4839.05,1,CRITICAL,,False,False
TXN00005486,1288.0,1,LOW,387.8352777777778,True,False
TXN00005487,0.0,1,P2,,False,False
TXN00005488,8967.32,1,MEDIUM,668.5427777777778,True,False
TXN00005489,3170.75,1,M,1387.418888888889,True,False
TXN00005490,0.0,1,P3,588.3327777777778,True,False
TXN00005496,0.0,1,MEDIUM,501.515,True,False
TXN00005500,1721.07,1,P2,392.27722222222224,True,False
TXN00005512,2981.85,1,P4,27.99,False,False
TXN00005518,-4245.22,1,L,951.2769444444444,True,False
TXN00005542,236.16,1,M,,False,False
TXN00005543,1362.67,1,P3,255.06666666666663,True,False
TXN00005546,1518.0,1,P4,,False,False
TXN00005559,597.81,1,MEDIUM,,False,False
TXN00005564,1858.07,1,MEDIUM,1170.1119444444444,True,False
TXN00005572,-1181.23,1,LOW,,False,False
TXN00005575,1946.37,1,MEDIUM,,False,False
TXN00005580,3654.65,1,P2,,False,False
TXN00005582,16352.81,1,P2,,False,False
TXN00005603,2652.0,1,MEDIUM,,False,False
TXN00005621,8601.0,1,P4,1183.0802777777778,True,False
TXN00005636,1118.0,1,P3,,False,False
TXN00005655,5976.8,1,HIGH,1029.2302777777777,True,False
TXN00005659,-2505.44,1,M,679.3305555555555,True,False
TXN00005666,1764.4,1,LOW,,False,False
TXN00005674,560.0,1,HIGH,966.2011111111112,True,False
TXN00005682,2014.01,1,P2,1496.2444444444443,True,False
TXN00005691,0.0,1,HIGH,,False,False
TXN00005717,2449.38,1,P4,10.260277777777778,False,False
TXN00005723,4655.0,1,LOW,729.3883333333333,True,False
TXN00005750,1459.51,1,P3,,False,False
TXN00005752,1800.88,1,LOW,,False,False
TXN00005755,740.85,1,P3,1438.848611111111,True,False
TXN00005760,0.0,1,MEDIUM,,False,False
TXN00005761,3582.63,1,LOW,1481.8791666666666,True,False
TXN00005764,513.84,1,MEDIUM,,False,False
TXN00005767,3275.35,1,L,1062.5077777777778,True,False
TXN00005777,891.95,1,P2,,False,False
TXN00005785,222.95,1,M,2339.556111111111,True,False
TXN00005788,372.51,1,LOW,2000.8513888888888,True,False
TXN00005799,674.67,1,CRIT,,False,False
TXN00005802,964.98,1,M,,False,False
TXN00005810,-2850.55,1,MEDIUM,,False,False
TXN00005811,636.43,1,MEDIUM,304.17805555555555,True,False
TXN00005813,1708.0,1,HIGH,967.6297222222222,True,False
TXN00005826,1770.58,1,P1,1670.05,True,False
TXN00005837,438.11,1,L,,False,False
TXN00005845,0.0,1,CRIT,,False,False
TXN00005849,-2213.96,1,P3,984.9633333333334,True,False
TXN00005857,-244.97,1,L,1719.1013888888888,True,False
TXN00005861,10091.73,1,P4,1004.0447222222224,True,False
TXN00005872,2023.21,1,LOW,579.1327777777777,True,False
TXN00005874,0.0,1,MEDIUM,,False,False
TXN00005881,2284.0,1,M,48.265277777777776,False,False
TXN00005904,-953.16,1,HIGH,851.2994444444445,True,False
TXN00005908,1603.01,1,L,,False,False
TXN00005915,215.32,1,MEDIUM,631.7402777777778,True,False
TXN00005923,1759.97,1,M,3152.451666666667,True,False
TXN00005940,1360.01,1,MEDIUM,659.8402777777778,True,False
TXN00005941,8630.24,1,H,,False,False
TXN00005945,848.15,1,HIGH,783.2377777777778,True,False
TXN00005953,1742.0,1,LOW,,False,False
TXN00005962,354.48,1,MEDIUM,850.4572222222222,True,False
TXN00005966,8500.66,1,MEDIUM,674.4480555555556,True,False
TXN00005968,2917.69,1,CRITICAL,696.0,True,False
TXN00005973,10229.48,1,MEDIUM,649.5955555555555,True,False
TXN00005986,6879.04,1,HIGH,,False,False
TXN00005988,1345.11,1,H,,False,False
TXN00005999,-3530.1,1,LOW,,False,False
TXN00006037,739.74,1,P4,,False,False
TXN00006052,1664.31,1,CRITICAL,,False,False
TXN00006057,378.18,1,P2,,False,False
TXN00006059,-11598.12,1,P3,175.0011111111111,True,False
TXN00006063,2157.0,1,HIGH,,False,False
TXN00006073,7404.88,1,LOW,1039.9163888888888,True,False
TXN00006075,1413.0,1,P1,7221.796388888889,True,False
TXN00006114,4938.0,1,HIGH,303.91583333333335,True,False
TXN00006117,3964.0,1,HIGH,,False,False
TXN00006125,2573.59,1,HIGH,,False,False
TXN00006136,3785.87,1,L,1045.0169444444443,True,False
TXN00006138,486.96,1,LOW,754.6338888888889,True,False
TXN00006160,384.6,1,P3,1717.1202777777778,True,False
TXN00006175,709.86,1,L,1392.276388888889,True,False
TXN00006191,426.17,1,P4,,False,False
TXN00006193,26207.56,1,LOW,1597.4686111111112,True,False
TXN00006200,5233.09,1,P2,,False,False
TXN00006207,-5731.89,1,P4,,False,False
TXN00006214,4111.68,1,MEDIUM,,False,False
TXN00006246,1584.81,1,M,,False,False
TXN00006250,836.39,1,P4,,False,False
TXN00006252,408.0,1,HIGH,,False,False
TXN00006253,4952.0,1,MEDIUM,5516.672777777778,True,False
TXN00006257,350.52,1,MEDIUM,,False,False
TXN00006263,843.91,1,P4,730.11,True,False
TXN00006276,1890.0,1,CRITICAL,184.38583333333332,True,False
TXN00006280,1032.66,1,MEDIUM,1017.8155555555556,True,False
TXN00006290,0.0,1,LOW,305.12,True,False
TXN00006293,4601.49,2,"LOW,P3",,False,False
TXN00006304,4194.32,1,CRITICAL,,False,False
TXN00006334,-1206.9,1,P3,,False,False
TXN00006336,846.13,1,MEDIUM,541.9933333333333,True,False
TXN00006338,1656.18,1,L,1199.145,True,False
TXN00006342,1546.48,1,P3,,False,False
TXN00006348,506.14,1,P3,,False,False
TXN00006355,1211.72,1,P3,,False,False
TXN00006356,-344.33,1,P4,960.0,True,False
TXN00006360,1731.1,1,LOW,1045.5177777777778,True,False
TXN00006364,2678.39,1,LOW,407.24833333333333,True,False
TXN00006372,5763.76,1,MEDIUM,1007.4077777777778,True,False
TXN00006374,328.81,1,M,,False,False
TXN00006391,9215.86,1,P3,6159.249722222222,True,False
TXN00006400,3582.55,1,HIGH,,False,False
TXN00006416,4872.0,1,MEDIUM,,False,False
TXN00006427,3608.0,1,P3,,False,False
TXN00006433,468.43,1,HIGH,,False,False
TXN00006440,6058.0,1,LOW,11.3125,False,False
TXN00006449,250.0,1,HIGH,,False,False
TXN00006459,2479.76,1,HIGH,,False,False
TXN00006460,3745.94,1,P3,130.34555555555556,False,False
TXN00006467,7505.86,1,H,,False,False
TXN00006468,7884.04,1,LOW,,False,False
TXN00006499,640.77,1,P3,,False,False
TXN00006502,-1120.78,1,CRITICAL,,False,False
TXN00006505,2740.0,1,P3,,False,False
TXN00006526,-767.36,1,P3,,False,False
TXN00006529,5747.29,1,P4,,False,False
TXN00006537,418.0,1,MEDIUM,,False,False
TXN00006549,905.53,1,L,,False,False
TXN00006554,4172.97,1,P3,718.3063888888889,True,False
TXN00006558,-673.61,1,MEDIUM,2243.2919444444447,True,False
TXN00006569,3352.04,1,HIGH,4248.0,True,False
TXN00006584,1087.37,1,M,1031.47,True,False
TXN00006588,-1971.85,1,CRITICAL,,False,False
TXN00006595,2625.77,1,LOW,,False,False
TXN00006600,0.0,1,P3,,False,False
TXN00006623,1154.99,1,L,,False,False
TXN00006632,4124.85,1,L,1803.3655555555556,True,False
TXN00006637,4001.0,1,LOW,1137.2797222222223,True,False
TXN00006638,2742.66,1,CRIT,,False,False
TXN00006640,0.0,1,LOW,,False,False
TXN00006654,2733.0,1,L,4306.531111111111,True,False
TXN00006667,4240.52,1,L,,False,False
TXN00006668,1736.0,1,H,,False,False
TXN00006669,-2766.56,1,P4,,False,False
TXN00006681,946.45,1,P3,,False,False
TXN00006688,592.68,1,HIGH,,False,False
TXN00006695,1671.67,1,MEDIUM,,False,False
TXN00006710,15005.39,2,"HIGH,P2",867.9163888888888,True,False
TXN00006728,1002.59,1,CRIT,,False,False
TXN00006743,0.0,1,P3,,False,False
TXN00006753,-6262.28,1,LOW,,False,False
TXN00006755,1246.53,2,"LOW,MEDIUM",,False,False
TXN00006756,988.98,1,P3,1500.145,True,False
TXN00006761,1870.83,1,MEDIUM,,False,False
TXN00006778,1282.1,1,MEDIUM,,False,False
TXN00006792,1704.54,1,LOW,,False,False
TXN00006799,7272.77,1,P3,,False,False
TXN00006801,-1623.25,1,HIGH,,False,False
TXN00006805,1087.14,1,M,202.18555555555557,True,False
TXN00006808,8430.86,1,H,1170.4747222222222,True,False
TXN00006817,774.67,1,M,1341.621388888889,True,False
TXN00006837,374.0,1,P3,,False,False
TXN00006872,0.0,1,L,,False,False
TXN00006873,0.0,1,CRIT,,False,False
TXN00006894,2016.51,1,HIGH,,False,False
TXN00006897,3386.1,1,L,,False,False
TXN00006902,2179.89,1,CRITICAL,1754.1008333333334,True,False
TXN00006912,1229.37,2,"LOW,MEDIUM",,False,False
TXN00006919,5359.6900000000005,2,"L,MEDIUM",,False,False
TXN00006922,117.76,2,"MEDIUM,P4",285.6172222222222,True,False
TXN00006951,3359.61,1,P3,684.6033333333334,True,False
TXN00006954,186.51,1,MEDIUM,251.61833333333337,True,False
TXN00006955,1336.86,1,LOW,,False,False
TXN00006958,-1162.72,1,HIGH,,False,False
TXN00006961,2280.65,1,P3,1351.7186111111112,True,False
TXN00006966,645.29,1,MEDIUM,,False,False
TXN00006976,1752.57,1,LOW,,False,False
TXN00006989,1796.19,1,M,,False,False
TXN00006990,1208.16,1,P3,178.8538888888889,True,False
TXN00006995,793.0,1,LOW,,False,False
TXN00007012,1064.0,1,HIGH,,False,False
TXN00007014,1748.13,1,LOW,,False,False
TXN00007016,1144.6,1,HIGH,1008.1863888888888,True,False
TXN00007023,11018.82,2,"MEDIUM,P3",,False,False
TXN00007026,0.0,1,P3,,False,False
TXN00007052,0.0,1,L,332.17333333333335,True,False
TXN00007053,3545.44,1,H,2897.6402777777776,True,False
TXN00007063,370.32,1,LOW,,False,False
TXN00007069,5834.0,1,P3,634.6966666666667,True,False
TXN00007076,533.33,1,M,969.4052777777778,True,False
TXN00007084,2000.05,1,LOW,5297.084444444445,True,False
TXN00007095,1816.0,1,M,,False,False
TXN00007102,11415.12,1,P3,,False,False
TXN00007105,0.0,1,MEDIUM,1396.8491666666666,True,False
TXN00007125,1467.82,1,P1,777.9716666666667,True,False
TXN00007136,6758.4,1,LOW,867.2894444444445,True,False
TXN00007143,-2415.01,1,MEDIUM,,False,False
TXN00007145,5884.78,1,P4,,False,False
TXN00007154,5863.87,2,"L,P4",,False,False
TXN00007158,-1520.53,1,HIGH,684.7588888888889,True,False
TXN00007159,1034.0,1,P4,,False,False
TXN00007165,676.0,1,L,922.6188888888888,True,False
TXN00007170,468.0,1,P3,440.9761111111111,True,False
TXN00007177,3812.24,2,"LOW,MEDIUM",,False,False
TXN00007180,671.37,1,P2,,False,False
TXN00007182,7942.83,1,LOW,,False,False
TXN00007185,0.0,1,MEDIUM,,False,False
TXN00007186,7193.48,1,M,1138.584722222222,True,False
TXN00007187,361.6,1,P3,,False,False
TXN00007192,1195.71,1,P3,,False,False
TXN00007204,-4713.91,1,HIGH,1121.9230555555555,True,False
TXN00007219,5143.78,1,LOW,,False,False
TXN00007220,4676.01,1,MEDIUM,4701.556666666666,True,False
TXN00007227,5015.36,2,"MEDIUM,P3",120.29222222222222,False,False
TXN00007230,4334.18,1,CRITICAL,,False,False
TXN00007235,1820.07,1,L,26.39472222222222,False,False
TXN00007244,3040.89,1,H,1517.5413888888888,True,False
TXN00007253,8599.51,1,HIGH,369.58,True,False
TXN00007267,890.07,1,LOW,,False,False
TXN00007272,928.0,1,HIGH,399.43055555555554,True,False
TXN00007273,673.49,1,MEDIUM,1082.9008333333334,True,False
TXN00007282,9729.28,1,MEDIUM,,False,False
TXN00007285,4196.87,1,H,,False,False
TXN00007288,320.6,1,LOW,,False,False
TXN00007296,1425.61,1,M,,False,False
TXN00007306,1333.0,1,LOW,,False,False
TXN00007307,2349.32,1,P3,,False,False
TXN00007313,802.19,1,H,7659.730833333333,True,False
TXN00007324,175.45,1,H,,False,False
TXN00007326,185.0,1,M,,False,False
TXN00007330,2018.57,1,MEDIUM,565.0244444444445,True,False
TXN00007334,903.47,1,L,,False,False
TXN00007342,9521.14,1,P3,382.67527777777775,True,False
TXN00007356,4608.17,1,L,735.2183333333334,True,False
TXN00007357,161.0,1,MEDIUM,,False,False
TXN00007362,3269.55,1,LOW,,False,False
TXN00007375,4608.0,1,HIGH,1432.8452777777777,True,False
TXN00007401,-2284.5,1,HIGH,,False,False
TXN00007437,420.8499999999999,2,"M,MEDIUM",,False,False
TXN00007439,3333.48,1,L,5135.180555555556,True,False
TXN00007445,3055.0,1,MEDIUM,522.7816666666666,True,False
TXN00007450,-1985.25,1,HIGH,818.5052777777778,True,False
TXN00007455,1002.8,1,HIGH,,False,False
TXN00007456,2655.0,1,P1,427.4186111111111,True,False
TXN00007457,838.9,1,M,3994.3972222222224,True,False
TXN00007463,540.0,1,P3,,False,False
TXN00007464,2001.83,1,P3,543.3983333333333,True,False
TXN00007488,384.26,1,HIGH,,False,False
TXN00007492,4032.14,2,"L,P4",,False,False
TXN00007495,1520.0,1,P4,,False,False
TXN00007497,-5331.95,1,HIGH,5638.405277777778,True,False
TXN00007501,0.0,1,L,,False,False
TXN00007505,13713.48,1,L,168.87777777777777,True,False
TXN00007508,696.41,1,LOW,,False,False
TXN00007519,2490.54,1,L,,False,False
TXN00007523,2702.06,1,P3,337.3413888888889,True,False
TXN00007551,1887.02,1,P3,,False,False
TXN00007552,12509.66,1,LOW,,False,False
TXN00007573,10313.56,1,LOW,,False,False
TXN00007590,1023.96,1,L,,False,False
TXN00007595,1638.0,1,M,2189.3458333333333,True,False
TXN00007604,440.35,1,MEDIUM,,False,False
TXN00007622,969.68,2,"LOW,P3",,False,False
TXN00007628,3211.77,1,P4,469.24305555555554,True,False
TXN00007630,963.14,1,P4,234.77694444444444,True,False
TXN00007635,1325.25,1,H,845.8983333333333,True,False
TXN00007639,544.0,1,LOW,90.82333333333334,False,False
TXN00007642,1258.0,1,CRITICAL,,False,False
TXN00007644,1173.01,1,MEDIUM,6.3244444444444445,False,False
TXN00007645,-1667.95,1,CRITICAL,,False,False
TXN00007650,316.55,1,P2,932.3347222222222,True,False
TXN00007654,1580.77,2,"P3,P4",2007.5755555555556,True,False
TXN00007658,-2100.66,1,MEDIUM,1431.918888888889,True,False
TXN00007662,4479.85,1,M,466.3436111111111,True,False
TXN00007668,872.83,1,L,,False,False
TXN00007676,841.13,1,P1,513.3394444444444,True,False
TXN00007679,504.58,1,H,,False,False
TXN00007698,1746.55,1,MEDIUM,1526.4722222222222,True,False
TXN00007704,1568.0,1,LOW,,False,False
TXN00007711,842.88,1,HIGH,393.9686111111111,True,False
TXN00007712,-1151.15,1,P3,1622.6680555555556,True,False
TXN00007718,1496.09,1,HIGH,150.7575,False,False
TXN00007729,819.04,1,LOW,,False,False
TXN00007749,1287.86,1,HIGH,862.565,True,False
TXN00007757,-2328.13,1,HIGH,393.2438888888889,True,False
TXN00007758,1550.0,1,LOW,662.11,True,False
TXN00007764,6398.47,1,MEDIUM,730.2744444444445,True,False
TXN00007769,813.25,1,HIGH,,False,False
TXN00007772,1320.83,1,CRIT,43.22611111111111,False,False
TXN00007774,1443.57,1,P3,3789.839166666666,True,False
TXN00007782,-647.02,1,L,,False,False
TXN00007791,1735.16,1,P4,,False,False
TXN00007811,1224.0,1,H,1124.4575,True,False
TXN00007824,1375.65,1,MEDIUM,1433.6302777777778,True,False
TXN00007831,905.66,1,P4,,False,False
TXN00007842,5443.0,1,LOW,1392.0,True,False
TXN00007847,0.0,1,P2,1130.0727777777777,True,False
TXN00007849,1413.0,1,MEDIUM,,False,False
TXN00007866,-2477.45,1,LOW,,False,False
TXN00007870,1860.61,1,HIGH,,False,False
TXN00007889,3625.88,1,M,,False,False
TXN00007902,5099.0,1,HIGH,1002.6941666666668,True,False
TXN00007915,1789.71,1,CRITICAL,120.45027777777776,False,False
TXN00007923,2225.43,1,MEDIUM,494.705,True,False
TXN00007924,2197.57,1,MEDIUM,,False,False
TXN00007939,976.66,1,MEDIUM,,False,False
TXN00007940,1608.0,1,HIGH,459.22083333333336,True,False
TXN00007941,-15519.36,1,P4,1180.035,True,False
TXN00007945,2209.68,1,M,,False,False
TXN00007949,2276.53,1,L,534.8111111111111,True,False
TXN00007962,875.42,1,P1,161.09055555555557,False,False
TXN00007966,5449.19,2,"CRITICAL,L",201.87,True,False
TXN00007967,0.0,1,HIGH,6446.5225,True,False
TXN00007974,4101.89,1,LOW,,False,False
TXN00007980,1231.74,1,P3,450.57055555555553,True,False
TXN00007982,-3415.3,1,P2,,False,False
TXN00007988,1309.6,1,L,,False,False
TXN00007989,1245.09,1,MEDIUM,,False,False
TXN00008011,1770.2,1,MEDIUM,70.18472222222222,False,False
TXN00008016,1364.41,1,P4,,False,False
TXN00008030,1200.17,1,M,325.8186111111111,True,False
TXN00008048,7477.0,1,H,,False,False
TXN00008054,1537.5,2,P2,,False,False
TXN00008063,2296.42,1,P2,725.6702777777778,True,False
TXN00008067,14279.05,1,CRIT,416.4636111111111,True,False
TXN00008083,2354.56,1,HIGH,,False,False
TXN00008090,3349.24,1,MEDIUM,375.62111111111113,True,False
TXN00008092,2596.26,1,M,638.2069444444444,True,False
TXN00008095,0.0,1,HIGH,752.3288888888889,True,False
TXN00008098,-488.38,1,P4,,False,False
TXN00008099,4576.69,1,CRIT,757.2291666666666,True,False
TXN00008116,22249.4,3,"LOW,P3,P4",,False,False
TXN00008130,482.6,1,MEDIUM,,False,False
TXN00008131,2367.83,1,P4,540.6725,True,False
TXN00008134,388.91,1,MEDIUM,,False,False
TXN00008141,4306.86,1,M,,False,False
TXN00008143,240.64,1,L,1589.3105555555555,True,False
TXN00008154,1654.89,1,M,6941.5663888888885,True,False
TXN00008166,813.72,1,M,,False,False
TXN00008167,2598.82,1,MEDIUM,240.63833333333332,True,False
TXN00008175,7668.14,1,LOW,,False,False
TXN00008189,577.55,1,MEDIUM,759.05,True,False
TXN00008205,1147.39,1,P2,6135.668055555556,True,False
TXN00008222,4360.22,1,L,,False,False
TXN00008227,2758.76,1,HIGH,5462.47,True,False
TXN00008228,-443.81,1,LOW,,False,False
TXN00008235,1302.0,1,P3,1917.699722222222,True,False
TXN00008240,-962.34,1,P2,,False,False
TXN00008261,4227.03,1,HIGH,1200.6247222222223,True,False
TXN00008274,1114.45,1,HIGH,526.5786111111111,True,False
TXN00008276,6279.24,2,"CRITICAL,P2",,False,False
TXN00008299,1586.53,1,MEDIUM,,False,False
TXN00008304,6321.44,1,MEDIUM,,False,False
TXN00008319,0.0,1,P4,9.442222222222222,False,False
TXN00008321,1235.1,2,"H,LOW",,False,False
TXN00008323,36675.43,1,P3,832.1830555555556,True,False
TXN00008330,1847.49,1,P3,5789.882777777778,True,False
TXN00008348,7413.72,1,P1,,False,False
TXN00008353,1208.71,1,MEDIUM,,False,False
TXN00008356,0.0,1,MEDIUM,340.76472222222225,True,False
TXN00008361,5163.82,1,P4,,False,False
TXN00008362,716.05,1,P4,1039.2711111111112,True,False
TXN00008366,1671.34,1,HIGH,931.5872222222222,True,False
TXN00008369,690.97,1,P3,1484.4030555555555,True,False
TXN00008375,372.08,1,LOW,,False,False
TXN00008377,1274.95,1,MEDIUM,,False,False
TXN00008385,1944.27,1,LOW,2202.5858333333335,True,False
TXN00008400,1939.11,1,LOW,,False,False
TXN00008403,1117.0,1,MEDIUM,321.7627777777778,True,False
TXN00008404,6003.55,1,LOW,,False,False
TXN00008405,118.39999999999986,2,"M,P2",,False,False
TXN00008407,2017.17,1,MEDIUM,1182.4991666666667,True,False
TXN00008410,896.23,1,MEDIUM,,False,False
TXN00008414,-1523.73,1,H,,False,False
TXN00008421,964.56,1,P4,209.50722222222225,True,False
TXN00008429,1512.54,1,MEDIUM,,False,False
TXN00008431,1831.96,1,P3,,False,False
TXN00008435,2882.4500000000003,2,MEDIUM,,False,False
TXN00008446,-2807.75,1,CRITICAL,3924.85,True,False
TXN00008449,653.0,1,P3,1851.983888888889,True,False
TXN00008454,268.0,1,MEDIUM,157.51166666666666,False,False
TXN00008459,3145.24,1,M,,False,False
TXN00008462,-884.33,1,LOW,1085.9991666666667,True,False
TXN00008466,494.63,1,M,,False,False
TXN00008467,-1016.94,1,MEDIUM,281.2372222222222,True,False
TXN00008469,-604.81,1,MEDIUM,,False,False
TXN00008475,877.69,1,M,758.4302777777777,True,False
TXN00008478,2598.96,1,CRIT,772.5472222222222,True,False
TXN00008496,-2662.81,1,L,330.09527777777777,True,False
TXN00008497,316.81,1,LOW,167.70694444444445,False,False
TXN00008498,2342.66,1,P4,283.02555555555557,True,False
TXN00008504,892.19,2,"P3,P4",,False,False
TXN00008525,1760.95,1,HIGH,1885.25,True,False
TXN00008529,3107.14,1,HIGH,462.92805555555555,True,False
TXN00008534,652.86,1,HIGH,4821.2275,True,False
TXN00008538,2850.0,1,MEDIUM,275.0155555555556,True,False
TXN00008542,0.0,1,M,,False,False
TXN00008546,936.49,1,L,3504.8380555555555,True,False
TXN00008557,752.0,1,H,1656.0,True,False
TXN00008558,1053.3,1,P2,,False,False
TXN00008559,876.37,1,M,847.2608333333334,True,False
