source,target,transaction_count,total_amount,avg_amount,first_transaction_time,last_transaction_time,chargeback_count,disputed_amount,chargebacked_transaction_count,relationship_duration_days,transaction_frequency_per_day,edge_type
USR15301,MCH4156,1,19991.47,19991.47,2026-02-02 08:58:15,2026-02-02 08:58:15,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15302,MCH6405,1,8727.03,8727.03,2026-02-18 17:45:40,2026-02-18 17:45:40,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15311,MCH2999,1,16849.9,16849.9,2026-03-21 18:00:37,2026-03-21 18:00:37,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15311,MCH9189,1,23222.2,23222.2,2026-01-27 00:25:12,2026-01-27 00:25:12,1.0,2519.45,1,0.0,1.0,TRANSACTED_WITH
USR15314,MCH7015,1,12411.02,12411.02,2026-02-17 00:00:00,2026-02-17 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15316,MCH8231,1,10175.28,10175.28,2026-03-18 20:18:22,2026-03-18 20:18:22,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15318,MCH1940,1,20702.8,20702.8,2026-03-12 14:13:05,2026-03-12 14:13:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15325,MCH6806,1,23522.18,23522.18,2026-03-17 22:44:12,2026-03-17 22:44:12,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15326,MCH8284,1,293.73,293.73,2026-03-07 00:34:28,2026-03-07 00:34:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15333,MCH8217,1,9862.0,9862.0,2026-03-04 14:26:10,2026-03-04 14:26:10,1.0,2971.18,1,0.0,1.0,TRANSACTED_WITH
USR15339,MCH2947,1,10020.88,10020.88,2026-03-24 18:12:49,2026-03-24 18:12:49,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15339,MCH9232,1,9376.87,9376.87,2026-05-03 15:23:28,2026-05-03 15:23:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15344,MCH1638,1,1811.39,1811.39,2026-03-04 21:08:21,2026-03-04 21:08:21,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15344,MCH7804,1,11091.54,11091.54,2026-02-28 09:58:33,2026-02-28 09:58:33,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15356,MCH6398,1,13980.94,13980.94,2026-03-25 02:57:11,2026-03-25 02:57:11,1.0,862.23,1,0.0,1.0,TRANSACTED_WITH
USR15357,MCH3987,1,6818.95,6818.95,2026-02-26 09:53:58,2026-02-26 09:53:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15365,MCH9122,1,2294.0,2294.0,2026-03-14 04:36:56,2026-03-14 04:36:56,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15370,MCH7229,1,16275.43,16275.43,2026-02-10 00:09:00,2026-02-10 00:09:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15371,MCH9710,1,21317.03,21317.03,2026-01-23 19:25:17,2026-01-23 19:25:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15375,MCH4420,1,22071.47,22071.47,2026-01-01 22:19:11,2026-01-01 22:19:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15377,MCH3560,1,24660.1,24660.1,2026-02-18 18:51:05,2026-02-18 18:51:05,1.0,2187.0,1,0.0,1.0,TRANSACTED_WITH
USR15378,MCH3823,1,4773.34,4773.34,2026-02-02 01:34:06,2026-02-02 01:34:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15380,MCH1244,1,1802.98,1802.98,2026-02-02 01:22:06,2026-02-02 01:22:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15380,MCH4495,1,4641.4,4641.4,2026-02-02 23:07:23,2026-02-02 23:07:23,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15385,MCH1438,1,13589.71,13589.71,2026-02-16 04:51:20,2026-02-16 04:51:20,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15392,MCH1430,1,4477.62,4477.62,2026-01-27 01:13:28,2026-01-27 01:13:28,1.0,6544.91,1,0.0,1.0,TRANSACTED_WITH
USR15393,MCH1072,1,21193.55,21193.55,2026-01-09 01:37:02,2026-01-09 01:37:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15397,MCH7411,1,13492.0,13492.0,2026-02-17 20:43:31,2026-02-17 20:43:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15405,MCH4395,1,2639.41,2639.41,2026-02-18 17:56:35,2026-02-18 17:56:35,1.0,1937.0,1,0.0,1.0,TRANSACTED_WITH
USR15407,MCH4345,1,21524.65,21524.65,2026-02-25 13:20:47,2026-02-25 13:20:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15430,MCH5739,1,16433.37,16433.37,2026-03-20 19:50:50,2026-03-20 19:50:50,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15432,MCH8947,1,13727.98,13727.98,2026-02-11 06:03:28,2026-02-11 06:03:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15434,MCH9753,1,4672.08,4672.08,2026-01-09 03:31:14,2026-01-09 03:31:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15443,MCH6219,1,7674.0,7674.0,2026-01-19 20:59:35,2026-01-19 20:59:35,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15451,MCH8247,1,2052.32,2052.32,2026-02-28 07:03:24,2026-02-28 07:03:24,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15456,MCH2700,1,15868.21,15868.21,2026-01-01 14:13:39,2026-01-01 14:13:39,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15460,MCH2050,1,14577.32,14577.32,2026-01-28 17:50:31,2026-01-28 17:50:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15460,MCH4010,1,16130.62,16130.62,2026-03-28 16:06:47,2026-03-28 16:06:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15463,MCH7672,1,5444.33,5444.33,2026-02-19 18:34:34,2026-02-19 18:34:34,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15466,MCH6698,1,10302.19,10302.19,2026-02-23 06:14:43,2026-02-23 06:14:43,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15478,MCH2820,1,7605.62,7605.62,2026-03-10 07:40:22,2026-03-10 07:40:22,1.0,3019.75,1,0.0,1.0,TRANSACTED_WITH
USR15482,MCH4801,1,1823.64,1823.64,2026-02-09 16:40:41,2026-02-09 16:40:41,1.0,-5331.95,1,0.0,1.0,TRANSACTED_WITH
USR15485,MCH3016,1,5346.3,5346.3,2026-03-10 21:41:45,2026-03-10 21:41:45,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15485,MCH4580,1,832.44,832.44,2026-01-29 03:14:25,2026-01-29 03:14:25,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15488,MCH1748,1,24969.84,24969.84,2026-03-11 06:16:26,2026-03-11 06:16:26,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15488,MCH3981,1,6745.1,6745.1,2026-01-23 13:06:44,2026-01-23 13:06:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15490,MCH4093,1,332.31,332.31,2026-02-17 21:03:43,2026-02-17 21:03:43,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15491,MCH1753,1,19227.89,19227.89,2026-03-13 10:34:07,2026-03-13 10:34:07,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15499,MCH3132,1,10895.37,10895.37,2026-02-10 00:30:16,2026-02-10 00:30:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15500,MCH4558,1,20300.54,20300.54,2026-03-03 12:27:34,2026-03-03 12:27:34,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15500,MCH4903,1,33.57,33.57,2026-02-11 22:08:02,2026-02-11 22:08:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15502,MCH5336,1,22545.33,22545.33,2026-01-28 22:35:52,2026-01-28 22:35:52,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15508,MCH3624,1,17432.0,17432.0,2026-02-18 03:36:08,2026-02-18 03:36:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15508,MCH7243,1,4484.0,4484.0,2026-03-01 08:27:06,2026-03-01 08:27:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15510,MCH6693,1,474.08,474.08,2026-03-29 01:01:31,2026-03-29 01:01:31,1.0,-1194.2,1,0.0,1.0,TRANSACTED_WITH
USR15513,MCH7909,1,14890.29,14890.29,2026-03-06 01:08:02,2026-03-06 01:08:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15518,MCH2376,1,20438.07,20438.07,2026-01-29 15:56:15,2026-01-29 15:56:15,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15525,MCH9581,1,13768.76,13768.76,2026-11-02 12:23:38,2026-11-02 12:23:38,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15528,MCH7989,1,18320.15,18320.15,2026-02-15 02:13:43,2026-02-15 02:13:43,1.0,707.43,1,0.0,1.0,TRANSACTED_WITH
USR15536,MCH7970,1,11141.0,11141.0,2026-01-09 16:23:28,2026-01-09 16:23:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15539,MCH8999,1,1551.39,1551.39,2026-02-22 18:56:29,2026-02-22 18:56:29,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15540,MCH4154,1,20137.75,20137.75,2026-03-26 06:51:32,2026-03-26 06:51:32,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15543,MCH8591,1,11081.57,11081.57,2026-01-30 15:48:03,2026-01-30 15:48:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15546,MCH4530,1,8843.0,8843.0,2026-01-20 13:26:45,2026-01-20 13:26:45,1.0,2380.3,1,0.0,1.0,TRANSACTED_WITH
USR15556,MCH1318,1,8358.0,8358.0,2026-02-17 00:23:12,2026-02-17 00:23:12,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15564,MCH8233,1,9876.23,9876.23,2026-03-26 22:21:16,2026-03-26 22:21:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15565,MCH7085,1,23498.71,23498.71,2026-01-03 20:41:55,2026-01-03 20:41:55,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15571,MCH7584,1,3267.21,3267.21,2026-02-17 17:03:28,2026-02-17 17:03:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15573,MCH3584,1,12727.26,12727.26,2026-01-01 18:47:13,2026-01-01 18:47:13,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15574,MCH7923,1,16130.99,16130.99,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15577,MCH9768,1,14845.58,14845.58,2026-01-09 04:30:04,2026-01-09 04:30:04,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15578,MCH2663,1,6255.0,6255.0,2026-01-31 03:05:00,2026-01-31 03:05:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15579,MCH5497,1,21835.5,21835.5,2026-03-06 13:04:44,2026-03-06 13:04:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15581,MCH4978,1,10243.87,10243.87,2026-02-27 13:39:46,2026-02-27 13:39:46,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15582,MCH8915,1,5781.85,5781.85,2026-03-16 03:17:33,2026-03-16 03:17:33,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15586,MCH8287,1,23990.21,23990.21,2026-07-02 23:04:43,2026-07-02 23:04:43,2.0,11018.82,1,0.0,1.0,TRANSACTED_WITH
USR15596,MCH7317,1,18688.64,18688.64,2026-03-09 04:38:11,2026-03-09 04:38:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15597,MCH9585,1,1022.58,1022.58,2026-08-02 05:36:44,2026-08-02 05:36:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15598,MCH8709,1,13867.27,13867.27,2026-01-27 08:32:42,2026-01-27 08:32:42,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15602,MCH1163,1,14263.98,14263.98,2026-02-16 10:08:44,2026-02-16 10:08:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15602,MCH5256,1,11488.0,11488.0,2026-08-01 19:47:47,2026-08-01 19:47:47,1.0,4970.0,1,0.0,1.0,TRANSACTED_WITH
USR15604,MCH4643,1,17218.9,17218.9,2026-01-28 02:07:55,2026-01-28 02:07:55,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15614,MCH6368,1,23445.43,23445.43,2026-01-14 10:04:44,2026-01-14 10:04:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15616,MCH6050,1,7898.56,7898.56,2026-02-22 10:35:00,2026-02-22 10:35:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15616,MCH8667,1,21994.22,21994.22,2026-01-25 13:33:42,2026-01-25 13:33:42,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15619,MCH1177,1,17851.81,17851.81,2026-02-19 02:03:28,2026-02-19 02:03:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15624,MCH2700,1,22115.45,22115.45,2026-01-01 01:57:54,2026-01-01 01:57:54,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15624,MCH2708,1,11355.21,11355.21,2026-01-28 20:58:11,2026-01-28 20:58:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15635,MCH4535,1,2194.94,2194.94,2026-03-09 15:31:38,2026-03-09 15:31:38,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15636,MCH1878,1,12551.72,12551.72,2026-02-09 05:37:03,2026-02-09 05:37:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15653,MCH2651,1,14341.56,14341.56,2026-01-21 10:58:32,2026-01-21 10:58:32,1.0,2018.57,1,0.0,1.0,TRANSACTED_WITH
USR15666,MCH1587,1,16086.67,16086.67,2026-01-05 08:33:54,2026-01-05 08:33:54,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15670,MCH7869,1,4434.27,4434.27,2026-02-05 11:50:33,2026-02-05 11:50:33,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15677,MCH4829,1,6103.16,6103.16,2026-02-06 07:23:27,2026-02-06 07:23:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15682,MCH8667,1,17202.19,17202.19,2026-02-12 04:59:14,2026-02-12 04:59:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15694,MCH4601,1,9228.37,9228.37,2026-03-15 21:33:26,2026-03-15 21:33:26,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15713,MCH3843,1,9893.97,9893.97,2026-02-26 01:52:07,2026-02-26 01:52:07,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15715,MCH1197,1,14519.69,14519.69,2026-03-08 00:00:00,2026-03-08 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15716,MCH8367,1,3718.15,3718.15,2026-02-22 10:10:08,2026-02-22 10:10:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15717,MCH4835,1,8241.16,8241.16,2026-03-15 17:54:12,2026-03-15 17:54:12,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15725,MCH9813,1,6054.32,6054.32,2026-03-24 23:18:08,2026-03-24 23:18:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15733,MCH3949,1,12191.14,12191.14,2026-02-24 01:54:14,2026-02-24 01:54:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15735,MCH8875,1,24885.98,24885.98,2026-02-19 13:30:44,2026-02-19 13:30:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15739,MCH8835,1,21784.63,21784.63,2026-02-04 00:45:56,2026-02-04 00:45:56,1.0,1002.8,1,0.0,1.0,TRANSACTED_WITH
USR15741,MCH2401,1,21911.97,21911.97,2026-03-21 15:43:57,2026-03-21 15:43:57,1.0,3642.0,1,0.0,1.0,TRANSACTED_WITH
USR15744,MCH3657,1,24450.06,24450.06,2026-02-28 05:54:17,2026-02-28 05:54:17,1.0,-2662.81,1,0.0,1.0,TRANSACTED_WITH
USR15746,MCH9158,1,735.68,735.68,2026-03-09 00:37:27,2026-03-09 00:37:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15747,MCH1113,1,17333.31,17333.31,2026-02-22 01:47:37,2026-02-22 01:47:37,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15748,MCH7865,1,6640.45,6640.45,2026-02-05 19:33:05,2026-02-05 19:33:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15750,MCH5857,1,17431.42,17431.42,2026-01-30 07:35:05,2026-01-30 07:35:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15751,MCH5319,1,4145.84,4145.84,2026-01-01 05:59:06,2026-01-01 05:59:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15756,MCH5317,1,24248.05,24248.05,2026-03-13 21:52:51,2026-03-13 21:52:51,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15768,MCH8763,1,13512.08,13512.08,2026-01-15 04:03:10,2026-01-15 04:03:10,1.0,269.0,1,0.0,1.0,TRANSACTED_WITH
USR15769,MCH2797,1,9912.97,9912.97,2026-01-16 15:27:29,2026-01-16 15:27:29,1.0,9521.14,1,0.0,1.0,TRANSACTED_WITH
USR15769,MCH8945,1,4580.36,4580.36,2026-03-31 01:05:02,2026-03-31 01:05:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15769,MCH9508,1,24573.84,24573.84,2026-03-23 03:50:45,2026-03-23 03:50:45,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15771,MCH4074,1,13838.75,13838.75,2026-02-26 15:42:28,2026-02-26 15:42:28,1.0,993.95,1,0.0,1.0,TRANSACTED_WITH
USR15778,MCH3250,1,5546.0,5546.0,2026-01-17 18:53:31,2026-01-17 18:53:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15783,MCH4069,1,4677.45,4677.45,2026-01-29 03:22:05,2026-01-29 03:22:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15783,MCH9133,1,4140.46,4140.46,2026-03-10 00:19:55,2026-03-10 00:19:55,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15786,MCH5209,1,1263.88,1263.88,2026-01-27 16:45:14,2026-01-27 16:45:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15789,MCH8440,1,8367.72,8367.72,2026-01-06 02:44:06,2026-01-06 02:44:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15798,MCH9834,1,14109.81,14109.81,2026-03-09 08:29:54,2026-03-09 08:29:54,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15799,MCH5543,1,23872.08,23872.08,2026-02-15 22:06:24,2026-02-15 22:06:24,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15805,MCH3683,1,11752.55,11752.55,2026-03-31 16:43:14,2026-03-31 16:43:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15827,MCH6161,1,22466.99,22466.99,2026-02-16 21:31:58,2026-02-16 21:31:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15828,MCH2114,1,14905.64,14905.64,2026-01-20 09:48:23,2026-01-20 09:48:23,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15831,MCH6226,1,12702.36,12702.36,2026-01-06 01:17:30,2026-01-06 01:17:30,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15833,MCH5028,1,148.0,148.0,2026-03-02 01:15:19,2026-03-02 01:15:19,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15834,MCH3895,1,8892.43,8892.43,2026-01-17 19:39:58,2026-01-17 19:39:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15845,MCH9980,1,1460.58,1460.58,2026-03-16 16:24:39,2026-03-16 16:24:39,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15852,MCH9560,1,2214.98,2214.98,2026-02-07 21:45:34,2026-02-07 21:45:34,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15858,MCH8835,1,5923.72,5923.72,2026-01-20 00:19:52,2026-01-20 00:19:52,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15860,MCH8202,1,23007.58,23007.58,2026-01-21 03:25:32,2026-01-21 03:25:32,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15861,MCH7398,1,16701.32,16701.32,2026-01-09 05:57:51,2026-01-09 05:57:51,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15862,MCH3435,1,11925.11,11925.11,2026-01-14 00:00:00,2026-01-14 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15866,MCH1255,1,2524.93,2524.93,2026-02-27 14:06:10,2026-02-27 14:06:10,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15869,MCH1387,1,11716.85,11716.85,2026-01-26 23:15:21,2026-01-26 23:15:21,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15872,MCH9057,1,20024.16,20024.16,2026-03-27 23:00:47,2026-03-27 23:00:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15879,MCH8871,1,22511.13,22511.13,2026-03-14 08:02:11,2026-03-14 08:02:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15885,MCH7577,1,1176.98,1176.98,2026-03-21 13:46:29,2026-03-21 13:46:29,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15895,MCH6824,1,13014.1,13014.1,2026-03-27 11:19:19,2026-03-27 11:19:19,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15896,MCH9476,1,4800.56,4800.56,2026-01-01 19:53:07,2026-01-01 19:53:07,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15898,MCH8865,1,6651.0,6651.0,2026-01-06 16:19:08,2026-01-06 16:19:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15902,MCH4976,1,17884.0,17884.0,2026-03-17 12:22:58,2026-03-17 12:22:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15909,MCH2448,1,793.12,793.12,2026-03-27 00:08:52,2026-03-27 00:08:52,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15918,MCH7282,1,5169.0,5169.0,2026-01-09 02:32:49,2026-01-09 02:32:49,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15918,MCH8941,1,23328.02,23328.02,2026-03-03 12:16:27,2026-03-03 12:16:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15920,MCH3200,1,12336.25,12336.25,2026-09-01 07:48:30,2026-09-01 07:48:30,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15925,MCH6053,1,4882.01,4882.01,2026-03-13 02:45:47,2026-03-13 02:45:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15927,MCH7381,1,5491.01,5491.01,2026-03-29 21:16:31,2026-03-29 21:16:31,1.0,3732.8,1,0.0,1.0,TRANSACTED_WITH
USR15928,MCH7366,1,20478.0,20478.0,2026-02-28 22:35:22,2026-02-28 22:35:22,2.0,6210.740000000001,1,0.0,1.0,TRANSACTED_WITH
USR15938,MCH5557,1,18295.0,18295.0,2026-01-17 00:00:00,2026-01-17 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15942,MCH8224,1,12354.43,12354.43,2026-01-18 16:30:53,2026-01-18 16:30:53,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15946,MCH8315,1,6384.63,6384.63,2026-02-07 01:08:23,2026-02-07 01:08:23,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15946,MCH8829,1,17855.03,17855.03,2026-07-01 22:23:49,2026-07-01 22:23:49,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15951,MCH5706,1,12281.05,12281.05,2026-01-27 19:27:46,2026-01-27 19:27:46,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15951,MCH8510,1,18827.12,18827.12,2026-01-29 16:58:02,2026-01-29 16:58:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15960,MCH4153,1,13825.52,13825.52,2026-01-04 13:55:52,2026-01-04 13:55:52,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15971,MCH3386,1,20541.49,20541.49,2026-04-01 11:02:17,2026-04-01 11:02:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15971,MCH4070,1,8790.38,8790.38,2026-03-24 08:08:45,2026-03-24 08:08:45,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15974,MCH4347,1,18960.06,18960.06,2026-02-08 20:27:08,2026-02-08 20:27:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15975,MCH1826,1,12729.96,12729.96,2026-03-27 03:24:35,2026-03-27 03:24:35,1.0,2586.86,1,0.0,1.0,TRANSACTED_WITH
USR15975,MCH2684,1,24194.18,24194.18,2026-02-26 11:22:29,2026-02-26 11:22:29,1.0,-6191.97,1,0.0,1.0,TRANSACTED_WITH
USR15977,MCH4159,1,19685.85,19685.85,2026-01-14 02:46:21,2026-01-14 02:46:21,1.0,652.86,1,0.0,1.0,TRANSACTED_WITH
USR15978,MCH8277,1,395.23,395.23,2026-02-19 00:00:00,2026-02-19 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15980,MCH2367,1,22771.0,22771.0,2026-01-28 14:39:16,2026-01-28 14:39:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15987,MCH3748,1,4549.26,4549.26,2026-01-13 08:34:18,2026-01-13 08:34:18,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15987,MCH6178,1,22275.97,22275.97,2026-03-01 20:07:07,2026-03-01 20:07:07,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15989,MCH9769,1,15406.3,15406.3,2026-03-02 01:12:28,2026-03-02 01:12:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15990,MCH9801,1,20707.04,20707.04,2026-04-02 12:44:16,2026-04-02 12:44:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR15995,MCH6121,1,24655.41,24655.41,2026-06-03 20:14:02,2026-06-03 20:14:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR16002,MCH6337,1,17338.09,17338.09,2026-01-13 20:46:27,2026-01-13 20:46:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR16003,MCH7634,1,8547.61,8547.61,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR16019,MCH1546,1,5122.79,5122.79,2026-01-03 08:53:15,2026-01-03 08:53:15,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
