merchant_id_normalized,transaction_count,total_transaction_amount,avg_transaction_amount,median_transaction_amount,amount_std,successful_transaction_count,failed_transaction_count,pending_transaction_count,success_rate,failure_rate,pending_rate,chargeback_transaction_count,chargeback_rate,total_disputed_amount,disputed_amount_ratio,avg_disputed_amount,median_disputed_amount,max_disputed_amount,dispute_after_7_days_count,dispute_after_7_days_rate,unique_user_count,unique_category_count,negative_transaction_count,missing_utr_count,merchant_status,merchant_category,mcc,merchant_duplicate_entity_flag
MCH2949,1,16466.93,16466.93,16466.93,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,MISCELLANEOUS,5999,False
MCH2950,2,15134.619999999999,7567.3099999999995,7567.3099999999995,6230.586549611521,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,STATIONERY,5942,False
MCH2951,1,2348.05,2348.05,2348.05,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,HOTEL,7011.0,False
MCH2952,2,18343.11,9171.555,9171.555,11192.079061552862,2,0,0,1.0,0.0,0.0,1,0.5,5779.34,0.3150687097226152,5779.34,5779.34,5779.34,1,1.0,2,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2953,3,37454.73,12484.910000000002,12409.44,8728.599704230914,2,0,1,0.6666666666666666,0.0,0.3333333333333333,1,0.3333333333333333,4814.0,0.1285284929299984,4814.0,4814.0,4814.0,0,0.0,3,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2954,1,9964.9,9964.9,9964.9,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,LIVE,HOTELS,7011,True
MCH2955,1,6948.0,6948.0,6948.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2956,3,51313.97,17104.656666666666,17114.38,2791.8076992216584,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,INACTIVE,MOBILE RECHARGE,4814,True
MCH2958,3,41067.97,13689.323333333334,16216.14,8327.57232976294,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2959,1,1343.85,1343.85,1343.85,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,LIVE,FOOD,5812.0,False
MCH2960,1,14827.93,14827.93,14827.93,,1,0,0,1.0,0.0,0.0,1,1.0,411.2,0.027731450040565337,411.2,411.2,411.2,1,1.0,1,1,0,0,ACTIVE,BUS/TAXI,4131,False
MCH2961,4,25932.42,6483.105,4935.17,4323.744943560693,3,1,0,0.75,0.25,0.0,1,0.25,636.43,0.02454186689865427,636.43,636.43,636.43,1,1.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2962,2,37148.45,18574.225,18574.225,103.72549373225502,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,TELECOM,4814,True
MCH2964,1,8554.94,8554.94,8554.94,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,PHONE SERVICE,4814,True
MCH2965,2,15358.97,7679.485,7679.485,9779.265570606516,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,GROCERIES,5411,False
MCH2966,2,13994.08,6997.04,6997.04,5096.726683843268,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2968,4,61220.58,15305.145,15468.07,8987.662268619502,3,1,0,0.75,0.25,0.0,1,0.25,14197.19,0.23190224594409267,14197.19,14197.19,14197.19,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2969,1,11768.91,11768.91,11768.91,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,1,LIVE,HOTEL,7011.0,False
MCH2971,2,26477.46,13238.73,13238.73,4092.9320394064694,2,0,0,1.0,0.0,0.0,1,0.5,1092.58,0.04126453217189262,1092.58,1092.58,1092.58,1,1.0,2,1,0,1,ACTIVE,FASHION,5699,False
MCH2972,2,29441.01,14720.505,14720.505,5498.370406625038,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2973,2,27006.35,13503.175,13503.175,1463.9585244295683,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,TRANSPRT,4131,False
MCH2974,3,14053.39,4684.463333333333,3172.0,4897.9346675954475,3,0,0,1.0,0.0,0.0,1,0.3333333333333333,1311.0,0.09328710012317314,1311.0,1311.0,1311.0,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2975,1,14341.75,14341.75,14341.75,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,INACTIVE,BOOKS,5942,False
MCH2976,4,14300.34,3575.085,3420.69,3078.558491096117,4,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2977,2,22827.699999999997,11413.849999999999,11413.849999999999,1636.7542085481243,2,0,0,1.0,0.0,0.0,1,0.5,1467.82,0.06429995137486476,1467.82,1467.82,1467.82,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2978,1,7693.48,7693.48,7693.48,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,HOSPITALITY,7011,False
MCH2979,4,75775.07,18943.7675,22955.98,9403.280319606114,4,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,1,0,0,ENABLED,MISCELLANEOUS,5999,False
MCH2980,1,10142.74,10142.74,10142.74,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,GROCERIES,5411,False
MCH2981,4,46712.05,11678.0125,10831.54,4671.074753796854,4,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,1,0,0,ACTIVE,MISC RETAIL,5999,True
MCH2982,3,33470.77,11156.923333333332,11103.0,9528.909431117148,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2983,6,99571.78,16595.296666666665,18040.47,5388.821760610261,5,1,0,0.8333333333333334,0.16666666666666666,0.0,0,0.0,0.0,0.0,,,,0,0.0,6,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2984,1,4439.13,4439.13,4439.13,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2985,1,786.11,786.11,786.11,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2986,3,5885.6799999999985,1961.8933333333327,1873.02,6791.156158595776,3,0,0,1.0,0.0,0.0,2,0.6666666666666666,496.81000000000006,0.08440995772790913,248.40500000000003,248.40500000000003,985.19,1,0.5,3,1,1,0,SUSPENDED,TRAVEL,4131,False
MCH2987,4,39951.840000000004,9987.960000000001,9152.710000000001,3914.7313250932893,4,0,0,1.0,0.0,0.0,1,0.25,3625.88,0.09075627054974188,3625.88,3625.88,3625.88,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2989,2,31337.84,15668.92,15668.92,8183.940748368112,1,1,0,0.5,0.5,0.0,1,0.5,2386.57,0.07615617413325233,2386.57,2386.57,2386.57,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2990,2,33710.12,16855.06,16855.06,7271.37702084,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,HOTEL,7011,True
MCH2991,3,8325.89,2775.2966666666666,4577.52,16522.408461935363,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,1,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2992,1,12959.44,12959.44,12959.44,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2994,3,29949.76,9983.253333333332,9411.0,8685.769904420295,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,LIVE,TRANSPORT,4131,True
MCH2995,2,17266.69,8633.345,8633.345,5681.822189936078,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,1,ENABLED,HOTEL,7011,True
MCH2996,3,47710.520000000004,15903.506666666668,15240.04,5449.01830267924,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,CLOSED,GROCERY,5411,False
MCH2997,1,20319.2,20319.2,20319.2,,1,0,0,1.0,0.0,0.0,1,1.0,5163.82,0.25413500531516986,5163.82,5163.82,5163.82,0,0.0,1,1,0,0,ENABLED,HOTEL_LODGING,7011,True
MCH2998,2,23568.489999999998,11784.244999999999,11784.244999999999,2385.9409142830846,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH2999,4,27878.060000000005,6969.515000000001,5091.710000000001,7372.701154093164,3,1,0,0.75,0.25,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3000,3,40686.59,13562.196666666665,13938.05,9694.455968038295,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3001,5,47384.47,9476.894,7372.51,6660.43286140473,5,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,5,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3002,5,60084.42,12016.884,11531.23,6449.151591436659,4,0,1,0.8,0.0,0.2,0,0.0,0.0,0.0,,,,0,0.0,5,1,0,1,LIVE,CLOTHING,5699.0,False
MCH3004,1,5977.04,5977.04,5977.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3005,1,16988.04,16988.04,16988.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,INACTIVE,APPAREL,5699,False
MCH3006,2,22745.05,11372.525,11372.525,4200.88603169022,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ENABLED,MISCELLANEOUS,5999,False
MCH3007,1,1955.63,1955.63,1955.63,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3008,1,2111.91,2111.91,2111.91,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ENABLED,DEPARTMENT STORE,5311,False
MCH3009,4,59678.45,14919.6125,15424.43,11017.714183448323,3,1,0,0.75,0.25,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3010,1,19208.51,19208.51,19208.51,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3011,2,38513.42,19256.71,19256.71,2418.9415877610613,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,CLOSED,DEPARTMENT STORES,5311,False
MCH3012,2,16407.57,8203.785,8203.785,1254.966044182073,1,0,1,0.5,0.0,0.5,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,HOLD,GROCERIES,misc,False
MCH3013,3,26791.870000000003,8930.623333333335,10099.29,3078.174743940527,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3014,1,11816.78,11816.78,11816.78,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,1,ACTIVE,RETAIL,5311,False
MCH3015,5,23926.47,4785.294,8655.28,13029.820039573839,4,0,1,0.8,0.0,0.2,0,0.0,0.0,0.0,,,,0,0.0,5,0,1,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3016,3,34965.380000000005,11655.126666666669,11239.65,6526.491020803855,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3018,2,27560.62,13780.31,13780.31,10205.431756559838,1,1,0,0.5,0.5,0.0,1,0.5,1181.91,0.042884013494616596,1181.91,1181.91,1181.91,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3019,3,49171.16,16390.38666666667,15211.64,4444.0728882111425,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3020,4,64311.11,16077.7775,18254.06,7159.250967423781,4,0,0,1.0,0.0,0.0,1,0.25,708.0,0.01100898429524852,708.0,708.0,708.0,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3021,1,9429.84,9429.84,9429.84,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,BUS/TAXI,4131,True
MCH3022,4,38524.9,9631.225,9416.92,6540.90040536979,4,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3023,2,30955.85,15477.925,15477.925,5208.654616237286,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,TRANSPORT,4131,True
MCH3024,1,16913.2,16913.2,16913.2,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,EATING PLACE,5812.0,False
MCH3025,2,33280.97,16640.485,16640.485,1337.853101072761,0,1,1,0.0,0.5,0.5,1,0.5,1549.0,0.04654311457869167,1549.0,1549.0,1549.0,0,0.0,2,1,0,0,ACTIVE,TRANSPORT,4131,False
MCH3026,2,29104.07,14552.035,14552.035,12097.444442048494,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3027,1,14528.4,14528.4,14528.4,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3028,1,6540.71,6540.71,6540.71,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3029,4,68400.43,17100.1075,19816.225,8875.386803654907,2,2,0,0.5,0.5,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,1,0,0,ACTIVE,TRANSPRT,4131,True
MCH3030,3,46138.65,15379.550000000001,16475.96,4118.952586070881,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,0.3333333333333333,3964.0,0.0859149541653256,3964.0,3964.0,3964.0,0,0.0,3,1,0,0,ENABLED,STATIONERY,5942,False
MCH3031,3,35520.44,11840.146666666667,10189.3,9088.354420775708,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,ENABLED,GROCERIES,5411,False
MCH3033,2,21268.59,10634.295,10634.295,1286.9696970985754,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3034,3,37999.03,12666.343333333332,10164.24,8308.15836296067,3,0,0,1.0,0.0,0.0,1,0.3333333333333333,774.67,0.020386573025679866,774.67,774.67,774.67,1,1.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3036,3,27911.52,9303.84,4802.42,11517.990244860428,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3037,3,20388.39,6796.13,6898.13,3705.7729663863656,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,ACTIVE,GROCERY STORES,5411,True
MCH3038,1,23679.35,23679.35,23679.35,,0,1,0,0.0,1.0,0.0,1,1.0,354.48,0.014970005511131009,354.48,354.48,354.48,1,1.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3039,1,14588.0,14588.0,14588.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ENABLED,GROCERY STORES,5411.0,False
MCH3040,1,15510.77,15510.77,15510.77,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,GROCERY_STORE,5411,False
MCH3041,2,41709.47,20854.735,20854.735,2267.118690772498,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3042,1,23368.9,23368.9,23368.9,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3043,1,18708.49,18708.49,18708.49,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3044,1,22243.29,22243.29,22243.29,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,INACTIVE,STATIONERY,5942,False
MCH3045,3,28389.49,9463.163333333334,7468.28,7830.189993597432,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3046,3,13198.450000000003,4399.4833333333345,2958.13,15117.6613884302,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,1,0,HOLD,BOOK STORE,5942,False
MCH3047,3,35437.93,11812.643333333333,15876.51,7672.564563836092,3,0,0,1.0,0.0,0.0,1,0.3333333333333333,2105.51,0.059414023336013144,2105.51,2105.51,2105.51,1,1.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3048,2,22994.0,11497.0,11497.0,1727.3063029468738,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ENABLED,HOTELS,7011,False
MCH3050,2,13684.16,6842.08,6842.08,4450.8694920431,2,0,0,1.0,0.0,0.0,1,0.5,12232.05,0.8938838774173935,12232.05,12232.05,12232.05,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3051,3,23467.23,7822.41,6174.5,3371.2824926576536,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,1,LIVE,GARMENTS,5699.0,False
MCH3052,3,44926.6,14975.533333333333,18290.1,6408.13422834083,3,0,0,1.0,0.0,0.0,1,0.3333333333333333,802.19,0.017855568861209176,802.19,802.19,802.19,1,1.0,3,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3053,2,32539.06,16269.53,16269.53,2936.656888674604,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3054,4,48285.45,12071.3625,10031.14,9099.168490880087,4,0,0,1.0,0.0,0.0,1,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3055,1,12458.27,12458.27,12458.27,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ENABLED,HOTEL,7011,False
MCH3056,3,28495.940000000002,9498.646666666667,6570.13,8965.117099025163,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3057,2,38387.35,19193.675,19193.675,6745.381499518764,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,DEPARTMENT STORES,5311,False
MCH3059,5,46322.02,9264.403999999999,4813.88,9646.551025712764,5,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,5,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3060,1,14983.94,14983.94,14983.94,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ENABLED,DEPT_STORE,5311,False
MCH3061,3,17102.25,5700.75,1817.99,7060.381621845947,1,0,2,0.3333333333333333,0.0,0.6666666666666666,1,0.3333333333333333,2359.0,0.13793506702334488,2359.0,2359.0,2359.0,0,0.0,3,1,0,0,ACTIVE,DEPARTMENT STORES,5311,True
MCH3062,3,49397.48,16465.826666666668,13392.69,7198.984615918646,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3063,1,4084.25,4084.25,4084.25,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,INACTIVE,TRANSPORT,4131,False
MCH3065,3,34438.82,11479.606666666667,12349.95,9260.151670951904,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,1,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3066,4,42435.92,10608.98,14904.65,13393.170568960384,4,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,4,0,1,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3067,2,23346.57,11673.285,11673.285,5711.789375322764,1,0,1,0.5,0.0,0.5,1,0.5,8749.79,0.3747783935713041,8749.79,8749.79,8749.79,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3068,3,17076.05,5692.016666666666,5614.49,288.38446496531907,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3069,3,46588.6,15529.533333333333,12436.16,8296.214082515793,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,ENABLED,FASHION,5699,False
MCH3071,1,7504.98,7504.98,7504.98,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,LIVE,RESTAURANTS,5812,False
MCH3072,1,514.67,514.67,514.67,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,LIVE,CLOTHING,5699,True
MCH3073,1,18127.9,18127.9,18127.9,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3074,2,11572.57,5786.285,5786.285,5228.736448822984,2,0,0,1.0,0.0,0.0,1,0.5,2581.01,0.22302824696674986,2581.01,2581.01,2581.01,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3075,1,20529.88,20529.88,20529.88,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,TRANSPRT,4131,True
MCH3076,2,33921.94,16960.97,16960.97,7442.0725978184355,1,1,0,0.5,0.5,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3077,4,61714.91,15428.7275,12586.029999999999,6363.068720208171,4,0,0,1.0,0.0,0.0,1,0.25,503.49,0.008158320250325245,503.49,503.49,503.49,1,1.0,4,1,0,2,ACTIVE,TRANSPRT,4131.0,False
MCH3078,5,25462.640000000003,5092.528,7380.2,14938.625390442388,4,1,0,0.8,0.2,0.0,2,0.4,13217.49,0.5190934639927359,6608.745,6608.745,12010.0,1,0.5,5,1,1,0,LIVE,HOTEL,7011,False
MCH3079,2,20705.0,10352.5,10352.5,4087.85501271755,2,0,0,1.0,0.0,0.0,1,0.5,6058.0,0.2925863318039121,6058.0,6058.0,6058.0,0,0.0,2,1,0,0,ENABLED,HOTEL,7011,True
MCH3080,2,33056.89,16528.445,16528.445,9011.644591086024,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,LIVE,GROCERIES,5411,False
MCH3081,1,6198.31,6198.31,6198.31,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,1,0,0,ACTIVE,MEDICAL_STORE,5912,False
MCH3082,2,27983.25,13991.625,13991.625,1031.4920170558762,2,0,0,1.0,0.0,0.0,1,0.5,895.55,0.03200307326704368,895.55,895.55,895.55,1,1.0,2,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3083,1,901.5,901.5,901.5,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3084,3,44216.92999999999,14738.976666666664,17856.69,8619.357929923395,3,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,3,1,0,0,ACTIVE,CLOTHS,5699.0,False
MCH3085,2,30824.94,15412.47,15412.47,12500.601373342002,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,HOTELS,7011,True
MCH3086,2,34033.82,17016.91,17016.91,8772.211163908447,2,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,2,1,0,0,ACTIVE,FOOD,5812,True
MCH3087,1,18438.47,18438.47,18438.47,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
MCH3088,5,73445.67,14689.134,16730.31,7517.067440932667,3,2,0,0.6,0.4,0.0,1,0.2,0.0,0.0,0.0,0.0,0.0,1,1.0,5,1,0,1,ENABLED,GROCERY,5411,False
MCH3089,5,69396.56,13879.312,17578.76,8666.831683312535,5,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,5,1,0,0,ACTIVE,STATIONERY,5942,False
MCH3090,1,13337.76,13337.76,13337.76,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,False
