cluster_id,node_id,node_type
CLU00131,USR43359,USER
CLU00131,USR96237,USER
CLU00131,USR96053,USER
CLU00131,MCH1176,MERCHANT
CLU00132,USR65036,USER
CLU00132,USR77350,USER
CLU00132,USR70329,USER
CLU00132,USR43779,USER
CLU00132,MCH6921,MERCHANT
CLU00133,USR71952,USER
CLU00133,USR45635,USER
CLU00133,USR58558,USER
CLU00133,USR89098,USER
CLU00133,MCH8985,MERCHANT
CLU00134,USR45971,USER
CLU00134,USR58443,USER
CLU00134,USR80890,USER
CLU00134,MCH5080,MERCHANT
CLU00134,MCH1948,MERCHANT
CLU00135,USR46471,USER
CLU00135,USR63549,USER
CLU00135,USR49574,USER
CLU00135,USR49098,USER
CLU00135,MCH2587,MERCHANT
CLU00136,USR52828,USER
CLU00136,USR54773,USER
CLU00136,USR94135,USER
CLU00136,USR47427,USER
CLU00136,MCH3215,MERCHANT
CLU00137,USR94636,USER
CLU00137,USR85100,USER
CLU00137,USR53970,USER
CLU00137,USR79526,USER
CLU00137,MCH4011,MERCHANT
CLU00138,USR82001,USER
CLU00138,USR58333,USER
CLU00138,USR55735,USER
CLU00138,MCH8629,MERCHANT
CLU00138,MCH9663,MERCHANT
CLU00139,USR62552,USER
CLU00139,USR79716,USER
CLU00139,USR69852,USER
CLU00139,USR91617,USER
CLU00139,MCH5556,MERCHANT
CLU00140,USR97464,USER
CLU00140,USR84938,USER
CLU00140,USR64924,USER
CLU00140,MCH6200,MERCHANT
CLU00140,MCH3246,MERCHANT
CLU00141,USR94071,USER
CLU00141,USR82229,USER
CLU00141,USR66202,USER
CLU00141,USR67098,USER
CLU00141,MCH6336,MERCHANT
CLU00142,USR73410,USER
CLU00142,USR66477,USER
CLU00142,USR94267,USER
CLU00142,USR79712,USER
CLU00142,MCH2968,MERCHANT
CLU00143,USR94513,USER
CLU00143,USR74392,USER
CLU00143,USR91694,USER
CLU00143,USR77605,USER
CLU00143,MCH6471,MERCHANT
CLU00144,USR10853,USER
CLU00144,USR20457,USER
CLU00144,USR14773,USER
CLU00144,MCH4735,MERCHANT
CLU00145,USR10963,USER
CLU00145,USR64264,USER
CLU00145,USR55686,USER
CLU00145,MCH2004,MERCHANT
CLU00146,USR11047,USER
CLU00146,USR46592,USER
CLU00146,USR92424,USER
CLU00146,MCH5721,MERCHANT
CLU00147,USR11301,USER
CLU00147,USR54898,USER
CLU00147,USR76982,USER
CLU00147,MCH1981,MERCHANT
CLU00148,USR21318,USER
CLU00148,USR11548,USER
CLU00148,USR53273,USER
CLU00148,MCH6909,MERCHANT
CLU00149,USR84098,USER
CLU00149,USR60475,USER
CLU00149,USR12185,USER
CLU00149,MCH3096,MERCHANT
CLU00150,USR13826,USER
CLU00150,USR59572,USER
CLU00150,USR79419,USER
CLU00150,MCH2138,MERCHANT
CLU00151,USR43204,USER
CLU00151,USR60961,USER
CLU00151,USR14586,USER
CLU00151,MCH6701,MERCHANT
CLU00152,USR18704,USER
CLU00152,USR56129,USER
CLU00152,USR14856,USER
CLU00152,MCH6209,MERCHANT
CLU00153,USR15168,USER
CLU00153,USR21116,USER
CLU00153,USR99547,USER
CLU00153,MCH6553,MERCHANT
CLU00154,USR86671,USER
CLU00154,USR75122,USER
CLU00154,USR15556,USER
CLU00154,MCH1318,MERCHANT
CLU00155,USR96990,USER
CLU00155,USR98305,USER
CLU00155,USR16089,USER
CLU00155,MCH3478,MERCHANT
CLU00156,USR16219,USER
CLU00156,USR21469,USER
CLU00156,USR31211,USER
CLU00156,MCH8463,MERCHANT
CLU00157,USR17321,USER
CLU00157,USR23953,USER
CLU00157,USR54394,USER
CLU00157,MCH1690,MERCHANT
CLU00158,USR23485,USER
CLU00158,USR36102,USER
CLU00158,USR17860,USER
CLU00158,MCH5278,MERCHANT
CLU00159,USR44238,USER
CLU00159,USR34897,USER
CLU00159,USR18990,USER
CLU00159,MCH9352,MERCHANT
CLU00160,USR19211,USER
CLU00160,USR39604,USER
CLU00160,USR30904,USER
CLU00160,MCH2500,MERCHANT
CLU00161,USR73877,USER
CLU00161,USR20027,USER
CLU00161,USR46726,USER
CLU00161,MCH9740,MERCHANT
CLU00162,USR46165,USER
CLU00162,USR20089,USER
CLU00162,USR59541,USER
CLU00162,MCH1329,MERCHANT
CLU00163,USR30087,USER
CLU00163,USR56663,USER
CLU00163,USR21423,USER
CLU00163,MCH3846,MERCHANT
CLU00164,USR22700,USER
CLU00164,USR71192,USER
CLU00164,USR21473,USER
CLU00164,MCH2257,MERCHANT
CLU00165,USR92775,USER
CLU00165,USR24375,USER
CLU00165,USR22362,USER
CLU00165,MCH6225,MERCHANT
CLU00166,USR62633,USER
CLU00166,USR22368,USER
CLU00166,USR89777,USER
CLU00166,MCH7415,MERCHANT
CLU00167,USR22682,USER
CLU00167,USR40891,USER
CLU00167,USR46758,USER
CLU00167,MCH9596,MERCHANT
CLU00168,USR99749,USER
CLU00168,USR22813,USER
CLU00168,USR62330,USER
CLU00168,MCH4949,MERCHANT
CLU00169,USR49340,USER
CLU00169,USR61195,USER
CLU00169,USR22950,USER
CLU00169,MCH7201,MERCHANT
CLU00170,USR23173,USER
CLU00170,USR43713,USER
CLU00170,USR42775,USER
CLU00170,MCH4544,MERCHANT
CLU00171,USR99256,USER
CLU00171,USR63368,USER
CLU00171,USR23614,USER
CLU00171,MCH9657,MERCHANT
CLU00172,USR52494,USER
CLU00172,USR24790,USER
CLU00172,USR23896,USER
CLU00172,MCH4543,MERCHANT
CLU00173,USR96212,USER
CLU00173,USR24900,USER
CLU00173,USR98625,USER
CLU00173,MCH9693,MERCHANT
CLU00174,USR38917,USER
CLU00174,USR25169,USER
CLU00174,USR89902,USER
CLU00174,MCH4919,MERCHANT
CLU00175,USR37299,USER
CLU00175,USR26186,USER
CLU00175,MCH3606,MERCHANT
CLU00175,MCH2387,MERCHANT
CLU00176,USR48847,USER
CLU00176,USR89961,USER
CLU00176,USR26580,USER
CLU00176,MCH2534,MERCHANT
CLU00177,USR27898,USER
CLU00177,USR63261,USER
CLU00177,USR34744,USER
CLU00177,MCH9739,MERCHANT
CLU00178,USR40699,USER
CLU00178,USR29605,USER
CLU00178,USR36417,USER
CLU00178,MCH4107,MERCHANT
CLU00179,USR52604,USER
CLU00179,USR30005,USER
CLU00179,USR93864,USER
CLU00179,MCH3549,MERCHANT
CLU00180,USR31073,USER
CLU00180,USR36744,USER
CLU00180,USR43108,USER
CLU00180,MCH4749,MERCHANT
CLU00181,USR31129,USER
CLU00181,USR54188,USER
CLU00181,USR45215,USER
CLU00181,MCH6917,MERCHANT
CLU00182,USR31973,USER
CLU00182,USR89840,USER
CLU00182,USR33653,USER
CLU00182,MCH1707,MERCHANT
CLU00183,USR33894,USER
CLU00183,USR80371,USER
CLU00183,USR72028,USER
CLU00183,MCH4121,MERCHANT
CLU00184,USR33937,USER
CLU00184,USR46616,USER
CLU00184,USR42660,USER
CLU00184,MCH3185,MERCHANT
CLU00185,USR44782,USER
CLU00185,USR53948,USER
CLU00185,USR35762,USER
CLU00185,MCH9431,MERCHANT
CLU00186,USR49708,USER
CLU00186,USR36199,USER
CLU00186,USR82330,USER
CLU00186,MCH4948,MERCHANT
CLU00187,USR36563,USER
CLU00187,USR41469,USER
CLU00187,USR53532,USER
CLU00187,MCH3294,MERCHANT
CLU00188,USR56110,USER
CLU00188,USR40252,USER
CLU00188,MCH4288,MERCHANT
CLU00188,MCH4054,MERCHANT
CLU00189,USR40808,USER
CLU00189,USR87438,USER
CLU00189,USR79776,USER
CLU00189,MCH6316,MERCHANT
CLU00190,USR80059,USER
CLU00190,USR71426,USER
CLU00190,USR41701,USER
CLU00190,MCH7058,MERCHANT
CLU00191,USR99085,USER
CLU00191,USR42046,USER
CLU00191,MCH4509,MERCHANT
CLU00191,MCH5598,MERCHANT
CLU00192,USR85527,USER
CLU00192,USR42873,USER
CLU00192,USR75336,USER
CLU00192,MCH3548,MERCHANT
CLU00193,USR84351,USER
CLU00193,USR54427,USER
CLU00193,USR43023,USER
CLU00193,MCH5067,MERCHANT
CLU00194,USR82800,USER
CLU00194,USR50732,USER
CLU00194,USR44080,USER
CLU00194,MCH6688,MERCHANT
CLU00195,USR44206,USER
CLU00195,USR93014,USER
CLU00195,USR58187,USER
CLU00195,MCH2275,MERCHANT
CLU00196,USR44867,USER
CLU00196,USR57633,USER
CLU00196,USR52359,USER
CLU00196,MCH8586,MERCHANT
CLU00197,USR93616,USER
CLU00197,USR65452,USER
CLU00197,USR46243,USER
CLU00197,MCH6435,MERCHANT
CLU00198,USR60589,USER
CLU00198,USR47823,USER
CLU00198,USR81614,USER
CLU00198,MCH4321,MERCHANT
CLU00199,USR77397,USER
CLU00199,USR55680,USER
CLU00199,USR52580,USER
CLU00199,MCH4579,MERCHANT
CLU00200,USR53286,USER
CLU00200,USR67269,USER
CLU00200,USR53401,USER
CLU00200,MCH9777,MERCHANT
CLU00201,USR54714,USER
CLU00201,USR61410,USER
CLU00201,USR86826,USER
CLU00201,MCH8255,MERCHANT
CLU00202,USR55392,USER
CLU00202,USR63265,USER
CLU00202,USR67764,USER
CLU00202,MCH3855,MERCHANT
CLU00203,USR55862,USER
CLU00203,USR69520,USER
CLU00203,USR94489,USER
CLU00203,MCH6687,MERCHANT
CLU00204,USR57449,USER
CLU00204,USR91139,USER
CLU00204,USR64274,USER
CLU00204,MCH6527,MERCHANT
CLU00205,USR90800,USER
CLU00205,USR73644,USER
CLU00205,USR61222,USER
CLU00205,MCH6734,MERCHANT
CLU00206,USR70532,USER
CLU00206,USR64893,USER
CLU00206,MCH4937,MERCHANT
CLU00206,MCH7722,MERCHANT
CLU00207,USR68580,USER
CLU00207,USR97837,USER
CLU00207,USR70016,USER
CLU00207,MCH6266,MERCHANT
CLU00208,USR97212,USER
CLU00208,USR73899,USER
CLU00208,USR75867,USER
CLU00208,MCH9766,MERCHANT
CLU00209,USR79916,USER
CLU00209,USR99366,USER
CLU00209,USR99688,USER
CLU00209,MCH2689,MERCHANT
CLU00210,USR90948,USER
CLU00210,USR98102,USER
CLU00210,USR96743,USER
CLU00210,MCH1741,MERCHANT
CLU00211,USR12722,USER
CLU00211,USR10086,USER
CLU00211,MCH2137,MERCHANT
CLU00212,USR24736,USER
CLU00212,USR10301,USER
CLU00212,MCH9934,MERCHANT
CLU00213,USR10317,USER
CLU00213,USR38622,USER
CLU00213,MCH6444,MERCHANT
CLU00214,USR10471,USER
CLU00214,USR98067,USER
CLU00214,MCH9141,MERCHANT
CLU00215,USR10487,USER
CLU00215,USR53521,USER
CLU00215,MCH2491,MERCHANT
CLU00216,USR10698,USER
CLU00216,USR85226,USER
CLU00216,MCH9761,MERCHANT
CLU00217,USR10716,USER
CLU00217,USR48326,USER
CLU00217,MCH6386,MERCHANT
CLU00218,USR96360,USER
CLU00218,USR10973,USER
CLU00218,MCH4591,MERCHANT
CLU00219,USR10975,USER
CLU00219,USR37637,USER
CLU00219,MCH8263,MERCHANT
CLU00220,USR11010,USER
CLU00220,USR58932,USER
CLU00220,MCH3308,MERCHANT
CLU00221,USR11063,USER
CLU00221,USR15771,USER
CLU00221,MCH4074,MERCHANT
CLU00222,USR11143,USER
CLU00222,USR28927,USER
CLU00222,MCH7757,MERCHANT
CLU00223,USR11146,USER
CLU00223,USR75038,USER
CLU00223,MCH9075,MERCHANT
CLU00224,USR54877,USER
CLU00224,USR11200,USER
CLU00224,MCH1256,MERCHANT
CLU00225,USR11307,USER
CLU00225,USR88086,USER
CLU00225,MCH2649,MERCHANT
CLU00226,USR11337,USER
CLU00226,USR27139,USER
CLU00226,MCH1714,MERCHANT
CLU00227,USR27103,USER
CLU00227,USR11385,USER
CLU00227,MCH9400,MERCHANT
CLU00228,USR11953,USER
CLU00228,USR64957,USER
CLU00228,MCH4494,MERCHANT
CLU00229,USR61593,USER
CLU00229,USR12091,USER
CLU00229,MCH6393,MERCHANT
CLU00230,USR12247,USER
CLU00230,USR32615,USER
CLU00230,MCH8355,MERCHANT
CLU00231,USR13067,USER
CLU00231,USR12611,USER
CLU00231,MCH7892,MERCHANT
CLU00232,USR12832,USER
CLU00232,USR52109,USER
CLU00232,MCH1347,MERCHANT
CLU00233,USR12843,USER
CLU00233,USR24399,USER
CLU00233,MCH5085,MERCHANT
CLU00234,USR12900,USER
CLU00234,USR31578,USER
CLU00234,MCH9093,MERCHANT
CLU00235,USR34142,USER
CLU00235,USR13116,USER
CLU00235,MCH1875,MERCHANT
CLU00236,USR29736,USER
CLU00236,USR13222,USER
CLU00236,MCH4524,MERCHANT
CLU00237,USR13229,USER
CLU00237,USR74631,USER
CLU00237,MCH2375,MERCHANT
CLU00238,USR76597,USER
CLU00238,USR13249,USER
CLU00238,MCH1681,MERCHANT
CLU00239,USR91630,USER
CLU00239,USR13352,USER
CLU00239,MCH9399,MERCHANT
CLU00240,USR61107,USER
CLU00240,USR13611,USER
CLU00240,MCH7564,MERCHANT
CLU00241,USR13691,USER
CLU00241,USR51123,USER
CLU00241,MCH5519,MERCHANT
CLU00242,USR19132,USER
CLU00242,USR13788,USER
CLU00242,MCH4283,MERCHANT
CLU00243,USR44228,USER
CLU00243,USR13929,USER
CLU00243,MCH6091,MERCHANT
CLU00244,USR14076,USER
CLU00244,USR67216,USER
CLU00244,MCH3964,MERCHANT
CLU00245,USR14131,USER
CLU00245,USR40675,USER
CLU00245,MCH2048,MERCHANT
CLU00246,USR61693,USER
CLU00246,USR14359,USER
CLU00246,MCH8601,MERCHANT
CLU00247,USR78616,USER
CLU00247,USR14501,USER
CLU00247,MCH4802,MERCHANT
CLU00248,USR80125,USER
CLU00248,USR14598,USER
CLU00248,MCH8918,MERCHANT
CLU00249,USR14719,USER
CLU00249,USR56013,USER
CLU00249,MCH8840,MERCHANT
CLU00250,USR14772,USER
CLU00250,USR96793,USER
CLU00250,MCH7331,MERCHANT
CLU00251,USR14870,USER
CLU00251,USR22180,USER
CLU00251,MCH2851,MERCHANT
CLU00252,USR77290,USER
CLU00252,USR15222,USER
CLU00252,MCH5170,MERCHANT
CLU00253,USR41962,USER
CLU00253,USR15434,USER
CLU00253,MCH9753,MERCHANT
CLU00254,USR15478,USER
CLU00254,USR65638,USER
CLU00254,MCH2820,MERCHANT
CLU00255,USR15543,USER
CLU00255,USR18589,USER
CLU00255,MCH8591,MERCHANT
CLU00256,USR15565,USER
CLU00256,USR57014,USER
CLU00256,MCH7085,MERCHANT
CLU00257,USR35119,USER
CLU00257,USR15653,USER
CLU00257,MCH2651,MERCHANT
CLU00258,USR15741,USER
CLU00258,USR50437,USER
CLU00258,MCH2401,MERCHANT
CLU00259,USR39830,USER
CLU00259,USR15744,USER
CLU00259,MCH3657,MERCHANT
CLU00260,USR16644,USER
CLU00260,USR15834,USER
CLU00260,MCH3895,MERCHANT
CLU00261,USR79866,USER
CLU00261,USR15928,USER
CLU00261,MCH7366,MERCHANT
CLU00262,USR63346,USER
CLU00262,USR15978,USER
CLU00262,MCH8277,MERCHANT
CLU00263,USR15990,USER
CLU00263,USR61142,USER
CLU00263,MCH9801,MERCHANT
CLU00264,USR16084,USER
CLU00264,USR21629,USER
CLU00264,MCH3541,MERCHANT
CLU00265,USR16116,USER
CLU00265,USR75409,USER
CLU00265,MCH4148,MERCHANT
CLU00266,USR16260,USER
CLU00266,USR54401,USER
CLU00266,MCH1207,MERCHANT
CLU00267,USR82715,USER
CLU00267,USR16362,USER
CLU00267,MCH9199,MERCHANT
CLU00268,USR16450,USER
CLU00268,USR85059,USER
CLU00268,MCH2306,MERCHANT
CLU00269,USR16485,USER
CLU00269,USR36439,USER
CLU00269,MCH7155,MERCHANT
CLU00270,USR18542,USER
CLU00270,USR16710,USER
CLU00270,MCH9853,MERCHANT
CLU00271,USR16817,USER
CLU00271,USR92527,USER
CLU00271,MCH1099,MERCHANT
CLU00272,USR16925,USER
CLU00272,USR28872,USER
CLU00272,MCH2187,MERCHANT
CLU00273,USR64209,USER
CLU00273,USR16956,USER
CLU00273,MCH3271,MERCHANT
CLU00274,USR17259,USER
CLU00274,USR96651,USER
CLU00274,MCH8770,MERCHANT
CLU00275,USR17289,USER
CLU00275,USR44247,USER
CLU00275,MCH1249,MERCHANT
CLU00276,USR17336,USER
CLU00276,USR27819,USER
CLU00276,MCH3900,MERCHANT
CLU00277,USR17350,USER
CLU00277,USR87444,USER
CLU00277,MCH5594,MERCHANT
CLU00278,USR65881,USER
CLU00278,USR17546,USER
CLU00278,MCH2074,MERCHANT
CLU00279,USR17810,USER
CLU00279,USR62939,USER
CLU00279,MCH6098,MERCHANT
CLU00280,USR83162,USER
CLU00280,USR18231,USER
CLU00280,MCH4758,MERCHANT
CLU00281,USR18392,USER
CLU00281,USR34733,USER
CLU00281,MCH9675,MERCHANT
CLU00282,USR18722,USER
CLU00282,USR65511,USER
CLU00282,MCH2577,MERCHANT
CLU00283,USR18784,USER
CLU00283,USR63245,USER
CLU00283,MCH9876,MERCHANT
CLU00284,USR37969,USER
CLU00284,USR18886,USER
CLU00284,MCH5751,MERCHANT
CLU00285,USR19010,USER
CLU00285,USR31785,USER
CLU00285,MCH9324,MERCHANT
CLU00286,USR93359,USER
CLU00286,USR19018,USER
CLU00286,MCH5938,MERCHANT
CLU00287,USR37413,USER
CLU00287,USR19121,USER
CLU00287,MCH1126,MERCHANT
CLU00288,USR19294,USER
CLU00288,USR90651,USER
CLU00288,MCH9688,MERCHANT
CLU00289,USR19295,USER
CLU00289,USR64929,USER
CLU00289,MCH4614,MERCHANT
CLU00290,USR19366,USER
CLU00290,USR80098,USER
CLU00290,MCH3767,MERCHANT
CLU00291,USR29882,USER
CLU00291,USR19402,USER
CLU00291,MCH6788,MERCHANT
CLU00292,USR19552,USER
CLU00292,USR68191,USER
CLU00292,MCH6764,MERCHANT
CLU00293,USR19622,USER
CLU00293,USR77275,USER
CLU00293,MCH8493,MERCHANT
CLU00294,USR19658,USER
CLU00294,MCH7896,MERCHANT
CLU00294,MCH8883,MERCHANT
CLU00295,USR20157,USER
CLU00295,USR26668,USER
CLU00295,MCH4809,MERCHANT
CLU00296,USR41373,USER
CLU00296,USR20190,USER
CLU00296,MCH6523,MERCHANT
CLU00297,USR39206,USER
CLU00297,USR20372,USER
CLU00297,MCH7979,MERCHANT
CLU00298,USR20390,USER
CLU00298,USR31585,USER
CLU00298,MCH9306,MERCHANT
CLU00299,USR55720,USER
CLU00299,USR20656,USER
CLU00299,MCH3630,MERCHANT
CLU00300,USR37319,USER
CLU00300,USR20788,USER
CLU00300,MCH1988,MERCHANT
CLU00301,USR79190,USER
CLU00301,USR20858,USER
CLU00301,MCH1970,MERCHANT
CLU00302,USR75780,USER
CLU00302,USR20984,USER
CLU00302,MCH2100,MERCHANT
CLU00303,USR54850,USER
CLU00303,USR21011,USER
CLU00303,MCH3599,MERCHANT
CLU00304,USR22509,USER
CLU00304,USR21080,USER
CLU00304,MCH7448,MERCHANT
CLU00305,USR42121,USER
CLU00305,USR21118,USER
CLU00305,MCH1554,MERCHANT
CLU00306,USR97519,USER
CLU00306,USR21223,USER
CLU00306,MCH2304,MERCHANT
CLU00307,USR21400,USER
CLU00307,USR72244,USER
CLU00307,MCH8616,MERCHANT
CLU00308,USR21641,USER
CLU00308,USR81615,USER
CLU00308,MCH4726,MERCHANT
CLU00309,USR21921,USER
CLU00309,USR59996,USER
CLU00309,MCH2520,MERCHANT
CLU00310,USR84781,USER
CLU00310,USR22065,USER
CLU00310,MCH3167,MERCHANT
CLU00311,USR91965,USER
CLU00311,USR22190,USER
CLU00311,MCH4052,MERCHANT
CLU00312,USR87477,USER
CLU00312,USR22345,USER
CLU00312,MCH8984,MERCHANT
CLU00313,USR22564,USER
CLU00313,USR90593,USER
CLU00313,MCH3050,MERCHANT
CLU00314,USR22948,USER
CLU00314,USR33481,USER
CLU00314,MCH7141,MERCHANT
CLU00315,USR23004,USER
CLU00315,USR98784,USER
CLU00315,MCH2631,MERCHANT
CLU00316,USR23115,USER
CLU00316,USR97230,USER
CLU00316,MCH5427,MERCHANT
CLU00317,USR45010,USER
CLU00317,USR23170,USER
CLU00317,MCH2140,MERCHANT
CLU00318,USR26749,USER
CLU00318,USR23213,USER
CLU00318,MCH2007,MERCHANT
CLU00319,USR23317,USER
CLU00319,USR63763,USER
CLU00319,MCH6831,MERCHANT
CLU00320,USR59170,USER
CLU00320,USR23514,USER
CLU00320,MCH3856,MERCHANT
CLU00321,USR31102,USER
CLU00321,USR23702,USER
CLU00321,MCH4369,MERCHANT
CLU00322,USR24018,USER
CLU00322,USR42158,USER
CLU00322,MCH9497,MERCHANT
CLU00323,USR62716,USER
CLU00323,USR24058,USER
CLU00323,MCH9977,MERCHANT
CLU00324,USR54758,USER
CLU00324,USR24081,USER
CLU00324,MCH5288,MERCHANT
CLU00325,USR60859,USER
CLU00325,USR24349,USER
CLU00325,MCH8366,MERCHANT
CLU00326,USR24394,USER
CLU00326,USR69139,USER
CLU00326,MCH3151,MERCHANT
CLU00327,USR38062,USER
CLU00327,USR25524,USER
CLU00327,MCH1175,MERCHANT
CLU00328,USR36623,USER
CLU00328,USR25552,USER
CLU00328,MCH8929,MERCHANT
CLU00329,USR25565,USER
CLU00329,USR55539,USER
CLU00329,MCH4425,MERCHANT
CLU00330,USR39724,USER
CLU00330,USR25608,USER
CLU00330,MCH9956,MERCHANT
CLU00331,USR25722,USER
CLU00331,USR36254,USER
CLU00331,MCH7436,MERCHANT
CLU00332,USR78179,USER
CLU00332,USR25728,USER
CLU00332,MCH5796,MERCHANT
CLU00333,USR25931,USER
CLU00333,USR88733,USER
CLU00333,MCH2701,MERCHANT
CLU00334,USR25941,USER
CLU00334,USR62665,USER
CLU00334,MCH4419,MERCHANT
CLU00335,USR26014,USER
CLU00335,USR60694,USER
CLU00335,MCH3734,MERCHANT
CLU00336,USR26424,USER
CLU00336,USR69614,USER
CLU00336,MCH8496,MERCHANT
CLU00337,USR26666,USER
CLU00337,USR89300,USER
CLU00337,MCH2391,MERCHANT
CLU00338,USR26943,USER
CLU00338,USR74032,USER
CLU00338,MCH1760,MERCHANT
CLU00339,USR80049,USER
CLU00339,USR27335,USER
CLU00339,MCH6706,MERCHANT
CLU00340,USR27337,USER
CLU00340,USR73432,USER
CLU00340,MCH2843,MERCHANT
CLU00341,USR27383,USER
CLU00341,USR35369,USER
CLU00341,MCH9984,MERCHANT
CLU00342,USR27561,USER
CLU00342,USR40753,USER
CLU00342,MCH8316,MERCHANT
CLU00343,USR97793,USER
CLU00343,USR27777,USER
CLU00343,MCH8727,MERCHANT
CLU00344,USR95118,USER
CLU00344,USR28127,USER
CLU00344,MCH6207,MERCHANT
CLU00345,USR28290,USER
CLU00345,USR51648,USER
CLU00345,MCH7139,MERCHANT
CLU00346,USR59380,USER
CLU00346,USR28694,USER
CLU00346,MCH3471,MERCHANT
CLU00347,USR69023,USER
CLU00347,USR28742,USER
CLU00347,MCH9750,MERCHANT
CLU00348,USR28960,USER
CLU00348,USR75902,USER
CLU00348,MCH5719,MERCHANT
CLU00349,USR84853,USER
CLU00349,USR29079,USER
CLU00349,MCH6771,MERCHANT
CLU00350,USR41266,USER
CLU00350,USR29169,USER
CLU00350,MCH6919,MERCHANT
CLU00351,USR29192,USER
CLU00351,USR99848,USER
CLU00351,MCH1701,MERCHANT
CLU00352,USR33458,USER
CLU00352,USR29282,USER
CLU00352,MCH6433,MERCHANT
CLU00353,USR29312,USER
CLU00353,USR74916,USER
CLU00353,MCH4751,MERCHANT
CLU00354,USR29518,USER
CLU00354,USR71225,USER
CLU00354,MCH5981,MERCHANT
CLU00355,USR29560,USER
CLU00355,USR91986,USER
CLU00355,MCH6165,MERCHANT
CLU00356,USR86108,USER
CLU00356,USR29779,USER
CLU00356,MCH8892,MERCHANT
CLU00357,USR75580,USER
CLU00357,USR29798,USER
CLU00357,MCH1152,MERCHANT
CLU00358,USR47690,USER
CLU00358,USR29884,USER
CLU00358,MCH5955,MERCHANT
CLU00359,USR94647,USER
CLU00359,USR30052,USER
CLU00359,MCH1367,MERCHANT
CLU00360,USR98500,USER
CLU00360,USR30242,USER
CLU00360,MCH6103,MERCHANT
CLU00361,USR30575,USER
CLU00361,USR46456,USER
CLU00361,MCH1382,MERCHANT
CLU00362,USR30762,USER
CLU00362,USR45002,USER
CLU00362,MCH8001,MERCHANT
CLU00363,USR30869,USER
CLU00363,USR38968,USER
CLU00363,MCH8894,MERCHANT
CLU00364,USR30902,USER
CLU00364,USR39994,USER
CLU00364,MCH3129,MERCHANT
CLU00365,USR30948,USER
CLU00365,USR84095,USER
CLU00365,MCH9758,MERCHANT
CLU00366,USR31337,USER
CLU00366,USR62310,USER
CLU00366,MCH2569,MERCHANT
CLU00367,USR31388,USER
CLU00367,USR50316,USER
CLU00367,MCH8571,MERCHANT
CLU00368,USR31729,USER
CLU00368,USR98871,USER
CLU00368,MCH6880,MERCHANT
CLU00369,USR31786,USER
CLU00369,USR62853,USER
CLU00369,MCH6810,MERCHANT
CLU00370,USR95868,USER
CLU00370,USR31917,USER
CLU00370,MCH9300,MERCHANT
CLU00371,USR51168,USER
CLU00371,USR32143,USER
CLU00371,MCH8502,MERCHANT
CLU00372,USR32273,USER
CLU00372,USR32944,USER
CLU00372,MCH1989,MERCHANT
CLU00373,USR89635,USER
CLU00373,USR32405,USER
CLU00373,MCH2923,MERCHANT
CLU00374,USR52726,USER
CLU00374,USR32409,USER
CLU00374,MCH3539,MERCHANT
CLU00375,USR32572,USER
CLU00375,USR53438,USER
CLU00375,MCH5118,MERCHANT
CLU00376,USR32882,USER
CLU00376,USR67742,USER
CLU00376,MCH8755,MERCHANT
CLU00377,USR32956,USER
CLU00377,USR54625,USER
CLU00377,MCH9890,MERCHANT
CLU00378,USR43265,USER
CLU00378,USR33039,USER
CLU00378,MCH7459,MERCHANT
CLU00379,USR33047,USER
CLU00379,USR95790,USER
CLU00379,MCH6389,MERCHANT
CLU00380,USR75062,USER
CLU00380,USR33172,USER
CLU00380,MCH2861,MERCHANT
CLU00381,USR33292,USER
CLU00381,USR89891,USER
CLU00381,MCH5132,MERCHANT
CLU00382,USR33484,USER
CLU00382,USR51315,USER
CLU00382,MCH6662,MERCHANT
CLU00383,USR64997,USER
CLU00383,USR33989,USER
CLU00383,MCH9444,MERCHANT
CLU00384,USR34195,USER
CLU00384,USR37282,USER
CLU00384,MCH3257,MERCHANT
CLU00385,USR34215,USER
CLU00385,USR35787,USER
CLU00385,MCH3325,MERCHANT
CLU00386,USR65576,USER
CLU00386,USR34435,USER
CLU00386,MCH2971,MERCHANT
CLU00387,USR34760,USER
CLU00387,USR84471,USER
CLU00387,MCH2523,MERCHANT
CLU00388,USR49257,USER
CLU00388,USR34787,USER
CLU00388,MCH2540,MERCHANT
CLU00389,USR78163,USER
CLU00389,USR34884,USER
CLU00389,MCH3659,MERCHANT
CLU00390,USR60145,USER
CLU00390,USR35368,USER
CLU00390,MCH4279,MERCHANT
CLU00391,USR35430,USER
CLU00391,USR97016,USER
CLU00391,MCH1117,MERCHANT
CLU00392,USR35492,USER
CLU00392,USR97151,USER
CLU00392,MCH7880,MERCHANT
CLU00393,USR35704,USER
CLU00393,USR93634,USER
CLU00393,MCH5953,MERCHANT
CLU00394,USR51592,USER
CLU00394,USR35873,USER
CLU00394,MCH5750,MERCHANT
CLU00395,USR35945,USER
CLU00395,USR65727,USER
CLU00395,MCH1615,MERCHANT
CLU00396,USR36099,USER
CLU00396,USR96985,USER
CLU00396,MCH9366,MERCHANT
CLU00397,USR66076,USER
CLU00397,USR36317,USER
CLU00397,MCH2005,MERCHANT
CLU00398,USR36484,USER
CLU00398,USR88349,USER
CLU00398,MCH3118,MERCHANT
CLU00399,USR45153,USER
CLU00399,USR36755,USER
CLU00399,MCH5941,MERCHANT
CLU00400,USR52304,USER
